,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,three_point_percentage,free_throw_percentage,turnover_percentage,usage_percentage,box_plus_minus,name,year,minutes_played,value_over_replacement_player,attempted_three_point_field_goals,attempted_free_throws,steals,assists,blocks,turnovers,age,yrs_played,college,lkup,col_lkup
8138,4.172,8.282,19.86,0.25328,10.398,0.954,0.00916,14.944,0.47736,0,0.65361893,11.752,22.016,-1.06,Shawn Bradley,1997,2288,0.5,8,228,40,52,248,134,24,4,Brigham Young,Shawn Bradley Brigham Young,Shawn Bradley brigham-young
8139,5.9,8.2,22.1,0.253,9.8,1.5,0.004,15.8,0.463,0.333333333,0.722222222,10.8,22.3,-0.4,Shawn Bradley,1998,1822,0.7,3,180,51,60,214,96,25,5,Brigham Young,Shawn Bradley Brigham Young,Shawn Bradley brigham-young
8140,5.2,8.9,22.9,0.33,11.2,1.5,0.011,17,0.527,0,0.747826087,12.3,16.1,2.3,Shawn Bradley,1999,1294,1.4,4,115,35,40,159,56,26,6,Brigham Young,Shawn Bradley Brigham Young,Shawn Bradley brigham-young
8141,4.7,6.8,18.9,0.268,9.1,1.9,0.009,14,0.521,0.2,0.765100671,10.7,16.1,0.8,Shawn Bradley,2000,1901,1.4,5,149,71,60,190,74,27,7,Brigham Young,Shawn Bradley Brigham Young,Shawn Bradley brigham-young
8142,2.8,8.1,24.4,0.398,9.2,0.9,0.013,17,0.551,0.166666667,0.786516854,14.3,13.9,1.6,Shawn Bradley,2001,2001,1.8,6,178,36,38,228,88,28,8,Brigham Young,Shawn Bradley Brigham Young,Shawn Bradley brigham-young
8143,3.8,6,17.8,0.393,7.9,1.9,0.006,12.9,0.562,0,0.921875,11.6,12.9,0.3,Shawn Bradley,2002,757,0.4,1,64,28,20,64,25,29,9,Brigham Young,Shawn Bradley Brigham Young,Shawn Bradley brigham-young
8144,4.6,7.3,20.7,0.467,9.6,1.9,0.003,15.1,0.601,0,0.805714286,12.9,13.6,2.6,Shawn Bradley,2003,1731,2,1,175,65,54,170,67,30,10,Brigham Young,Shawn Bradley Brigham Young,Shawn Bradley brigham-young
8145,3.6,7.1,14.6,0.261,9.9,2.2,0.005,12.2,0.523,0,0.836734694,7.5,12.8,0.1,Shawn Bradley,2004,773,0.4,1,49,33,20,74,17,31,11,Brigham Young,Shawn Bradley Brigham Young,Shawn Bradley brigham-young
8146,2.5,5.3,17.8,0.339,9,1.5,0,13.5,0.494,0,0.682539683,13.4,12.5,-2,Shawn Bradley,2005,885,0,0,63,25,15,63,33,32,12,Brigham Young,Shawn Bradley Brigham Young,Shawn Bradley brigham-young
8147,10.7,3.1,20.8,0.321,19.3,1.9,0.174,20,0.595,0.368421053,0.542857143,9.5,25.4,1.2,Shawn Long,2017,234,0.2,19,35,9,13,9,13,24,1,LouisianaLafayette ,Shawn Long LouisianaLafayette ,Shawn Long louisiana-lafayette
8148,9.1,3,19.7,0.18,9.5,1.5,0.047,14.7,0.511,0.181818182,0.847058824,9.1,19.6,1.3,Shawn Marion,2000,1260,1,22,85,38,69,53,51,21,1,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8149,10.2,2.7,25.4,0.249,8.6,2.4,0.071,16.8,0.532,0.256097561,0.809688581,9.1,22.1,4.1,Shawn Marion,2001,2857,4.4,82,289,132,160,108,129,22,2,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8150,9.1,2,21.8,0.162,7.6,2.5,0.087,14.6,0.518,0.393442623,0.845132743,8.8,23.6,3.1,Shawn Marion,2002,3109,4,122,226,149,162,86,144,23,3,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8151,10.4,2.1,19.4,0.201,6.6,2.9,0.248,13,0.538,0.387362637,0.850847458,9,23.3,5.6,Shawn Marion,2003,3373,6.5,364,295,185,198,95,157,24,4,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8152,11.7,2.4,18.7,0.2,7.5,2.7,0.198,13.1,0.513,0.339622642,0.850746269,9.7,22.7,3.6,Shawn Marion,2004,3217,4.6,265,268,167,214,104,156,25,5,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8153,7.5,2.5,22,0.213,8.4,2.6,0.265,15.5,0.556,0.33431085,0.832727273,8.1,21.3,4.4,Shawn Marion,2005,3146,5.1,341,275,163,154,119,125,26,6,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8154,6.8,2.9,23.6,0.218,8.7,2.5,0.212,16.3,0.591,0.331034483,0.808724832,7.7,22.3,4.8,Shawn Marion,2006,3263,5.6,290,298,160,143,137,125,27,7,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8155,6.7,2.8,22.6,0.232,7,2.6,0.235,15.2,0.594,0.317460317,0.810483871,8.8,19.3,4.4,Shawn Marion,2007,3010,4.8,252,248,156,134,122,114,28,8,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8156,9.362,2.518,23.88,0.19064,7.136,2.774,0.25234,15.95,0.57034,0.324102762,0.707116402,9.042,18.432,3.226,Shawn Marion,2008,2315,3.1,198,150,125,138,85,86,29,9,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8157,9.253,2.127,19.681,0.1871,8.673,1.883,0.06972,14.166,0.52239,0.182,0.795339658,10.907,18.065,0.283,Shawn Marion,2009,2470,1.4,53,147,88,139,66,105,30,10,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8158,7.2,1.9,15.2,0.179,7.7,1.5,0.024,11.5,0.535,0.157894737,0.755395683,10.6,18.1,-0.5,Shawn Marion,2010,2385,0.9,19,139,69,107,61,99,31,11,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8159,8.3,1.7,19.2,0.197,9.1,1.6,0.04,14.3,0.551,0.151515152,0.768292683,12.5,21.5,0.3,Shawn Marion,2011,2253,1.3,33,164,68,110,50,130,32,12,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8160,11.5,1.5,18.6,0.144,8.6,1.8,0.105,13.6,0.488,0.294117647,0.795698925,12.5,19,0.5,Shawn Marion,2012,1919,1.2,68,93,67,132,36,98,33,13,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8161,13.1,1.8,20.6,0.146,8.2,1.9,0.106,14.5,0.553,0.315068493,0.782178218,12.3,19,2.2,Shawn Marion,2013,2010,2.1,73,101,75,163,47,103,34,14,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8162,7.6,1.3,17.4,0.092,6.4,1.9,0.229,11.9,0.537,0.358024691,0.784615385,11.4,15.7,0.2,Shawn Marion,2014,2409,1.3,162,65,90,124,37,95,35,15,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8163,6.9,1.9,14.2,0.127,6.8,1.3,0.172,10.5,0.489,0.260869565,0.764705882,10.5,12.9,-1,Shawn Marion,2015,1101,0.3,46,34,27,51,27,33,36,16,Nevada-Las Vegas,Shawn Marion Nevada-Las Vegas,Shawn Marion nevada-las-vegas
8164,12.7,0.4,6.8,0.144,4,2,0.418,5.4,0.488,0.344262295,0.833333333,11.9,19.1,-1.9,Shawn Respert,1996,845,0,122,42,32,68,4,42,23,1,Michigan State,Shawn Respert Michigan State,Shawn Respert michigan-state
8165,13.121,0.332,6.149,0.28417,3.238,2.158,0.41258,4.619,0.54762,0.347430556,0.8703125,16.225,16.966,-1.656,Shawn Respert,1997,495,0.1,57,39,20,40,2,30,24,2,Michigan State,Shawn Respert Michigan State,Shawn Respert michigan-state
8166,11.312,0.076,8.016,0.216,4.412,1.96,0.31836,6.164,0.53256,0.338966705,0.756402116,12.952,17.9,-3.216,Shawn Respert,1998,911,-0.3,93,61,34,61,1,48,25,3,Michigan State,Shawn Respert Michigan State,Shawn Respert michigan-state
8167,13.2,0,13.2,0.278,2.3,2.7,0.361,7.7,0.458,0.307692308,0.7,11,21.2,-1.8,Shawn Respert,1999,99,0,13,10,5,8,0,5,26,4,Michigan State,Shawn Respert Michigan State,Shawn Respert michigan-state
8168,6.7,1.1,10.6,0.125,6.7,0.6,0.325,8.6,0.533,0.365384615,0.55,12.4,15.5,-2.7,Shawne Williams,2007,556,-0.1,52,20,6,22,8,24,20,1,Memphis,Shawne Williams Memphis,Shawne Williams memphis
8169,9.8,2,14,0.285,6,1.3,0.368,9.9,0.522,0.313868613,0.716981132,12.2,21.3,-1.8,Shawne Williams,2008,967,0,137,106,26,59,26,58,21,2,Memphis,Shawne Williams Memphis,Shawne Williams memphis
8170,1.7,3.9,18.1,0.196,13,0.6,0.304,15.5,0.345,0.058823529,0.818181818,7.6,17.8,-6.5,Shawne Williams,2009,170,-0.2,17,11,2,2,9,5,22,3,Memphis,Shawne Williams Memphis,Shawne Williams memphis
8171,5.3,2.8,15.6,0.127,5.1,1.5,0.551,10.3,0.558,0.400943396,0.836734694,10.2,15.2,-0.7,Shawne Williams,2011,1323,0.4,212,49,39,47,51,46,24,4,Memphis,Shawne Williams Memphis,Shawne Williams memphis
8172,4.9,1.6,11.2,0.075,4.4,1,0.592,7.7,0.372,0.24137931,0.727272727,7.9,14.7,-6.4,Shawne Williams,2012,514,-0.6,87,11,10,16,11,13,25,5,Memphis,Shawne Williams Memphis,Shawne Williams memphis
8173,5.7,2.9,20.2,0.104,3.6,1.2,0.672,11.9,0.503,0.325581395,0.7,9.5,12.9,-1.7,Shawne Williams,2014,751,0.1,129,20,19,30,30,21,27,6,Memphis,Shawne Williams Memphis,Shawne Williams memphis
8174,6.48,1.645,14.03,0.13485,3.93,1.215,0.603,9,0.5461,0.358603239,0.871212121,8.555,14.85,-2.01,Shawne Williams,2015,1087,0,178,40,25,44,21,30,28,7,Memphis,Shawne Williams Memphis,Shawne Williams memphis
8175,0,5.4,21.2,0.688,20.5,0,0,20.8,0.48,0,0.363636364,0,20.8,0.3,Shawnelle Scott,1997,50,0,0,11,0,0,3,0,24,1,St. John's (NY),Shawnelle Scott St. John's (NY),Shawnelle Scott st-johns-ny
8176,6.8,3.2,25.1,0.5,13.3,1.7,0,19.3,0.501,0,0.666666667,18.5,13.2,-2.5,Shawnelle Scott,1998,188,0,0,18,6,8,8,10,25,2,St. John's (NY),Shawnelle Scott St. John's (NY),Shawnelle Scott st-johns-ny
8177,4.6,2.9,20.2,0.537,19,1.9,0,19.6,0.424,0,0.409090909,17.8,20.1,-5.1,Shawnelle Scott,2001,144,-0.1,0,22,5,4,6,11,28,3,St. John's (NY),Shawnelle Scott St. John's (NY),Shawnelle Scott st-johns-ny
8178,5.4,1.8,23.8,0.267,22.8,0.6,0,23.3,0.489,0,0.4,15.2,17.6,-4.9,Shawnelle Scott,2002,252,-0.2,0,20,3,8,6,15,29,4,St. John's (NY),Shawnelle Scott St. John's (NY),Shawnelle Scott st-johns-ny
8179,9.6,1.5,19.3,0.548,10.3,2.4,0.143,14.8,0.547,0.166666667,0.782608696,8.8,23.9,0.4,Shayne Whittington,2015,108,0.1,6,23,5,6,2,5,23,1,Western Michigan ,Shayne Whittington Western Michigan ,Shayne Whittington western-michigan
8180,10.9,2,18.6,0.182,13.4,1.2,0.182,16,0.463,0,0.5,29.6,18.1,-7.5,Shayne Whittington,2016,41,-0.1,2,2,1,3,1,5,24,2,Western Michigan ,Shayne Whittington Western Michigan ,Shayne Whittington western-michigan
8181,0,0,12.3,0.5,38.7,5.7,0.375,25.1,0.205,0,0.5,0,47.8,-17.5,Shea Seals,1998,9,0,3,4,1,0,0,0,22,1,Tulsa ,Shea Seals Tulsa ,Shea Seals tulsa
8182,4.8,2,24.5,0.395,10.3,1.8,0.011,17.3,0.518,0.5,0.763888889,18.3,15.9,-3.3,Shelden Williams,2007,1514,-0.5,4,144,52,44,39,96,23,1,Duke,Shelden Williams Duke,Shelden Williams duke
8183,3.812,2.047,20.5,0.49684,10.399,1.512,0.00953,15.523,0.48871,0,0.677058824,11.757,17.015,-3.453,Shelden Williams,2008,776,-0.3,2,105,22,19,21,35,24,2,Duke,Shelden Williams Duke,Shelden Williams duke
8184,3.8,2.64,24.24,0.4068,10.94,2.2,0.0132,17.42,0.5042,0,0.723809524,15.46,19.2,-3.56,Shelden Williams,2009,512,-0.2,2,63,22,12,18,34,25,3,Duke,Shelden Williams Duke,Shelden Williams duke
8185,5.3,2.8,19.8,0.81,9.9,1.1,0.008,15,0.612,0,0.765306122,15.5,15.3,-1.4,Shelden Williams,2010,597,0.1,1,98,13,21,21,30,26,4,Duke,Shelden Williams Duke,Shelden Williams duke
8186,5.132,2.124,22.212,0.3618,11.992,1.3,0,17.208,0.52412,0,0.758590705,14.378,14.482,-2.748,Shelden Williams,2011,911,-0.2,0,75,23,32,26,43,27,5,Duke,Shelden Williams Duke,Shelden Williams duke
8187,4.3,2.3,19.6,0.517,12.5,2,0,15.9,0.543,0,0.730769231,21.1,11.2,-3.3,Shelden Williams,2012,1276,-0.4,0,104,47,35,39,66,28,6,Duke,Shelden Williams Duke,Shelden Williams duke
8188,26,0.2,11.7,0.268,1.7,1.9,0.191,6.7,0.468,0.285714286,0.711864407,16.3,16.9,-2.6,Shelvin Mack,2012,779,-0.1,42,59,28,131,2,48,21,1,Butler,Shelvin Mack Butler,Shelvin Mack butler
8189,26.226,0,9.966,0.12388,0.782,1.836,0.38738,5.406,0.5333,0.360615385,0.535714286,20.016,18.506,-2.728,Shelvin Mack,2013,416,-0.1,49,16,15,68,0,34,22,2,Butler,Shelvin Mack Butler,Shelvin Mack butler
8190,28.8,0.1,10.7,0.148,1.6,1.7,0.367,6.2,0.51,0.336956522,0.864864865,14.3,19,-1.1,Shelvin Mack,2014,1490,0.3,184,74,50,271,2,89,23,3,Butler,Shelvin Mack Butler,Shelvin Mack butler
8191,28.6,0.2,9.5,0.106,1.1,1.8,0.435,5.4,0.489,0.31496063,0.806451613,13.8,19.5,-1.7,Shelvin Mack,2015,833,0.1,127,31,30,155,2,49,24,4,Butler,Shelvin Mack Butler,Shelvin Mack butler
8192,30.592,0.249,12.481,0.14841,1.449,1.702,0.30226,6.949,0.51048,0.321613757,0.737295918,18.027,23.271,-1.572,Shelvin Mack,2016,1058,0.2,125,61,34,187,3,95,25,5,Butler,Shelvin Mack Butler,Shelvin Mack butler
8193,20.4,0.2,9.8,0.202,2,1.8,0.315,6,0.518,0.308333333,0.688311688,17.8,19.6,-2.3,Shelvin Mack,2017,1205,-0.1,120,77,42,154,3,90,26,6,Butler,Shelvin Mack Butler,Shelvin Mack butler
8194,29.5,0.5,11.6,0.234,1.8,1.9,0.336,6.7,0.518,0.345323741,0.711340206,16.3,17.6,-1.4,Shelvin Mack,2018,1365,0.2,139,97,54,272,8,89,27,7,Butler,Shelvin Mack Butler,Shelvin Mack butler
8195,22.691,0.291,7.916,0.2065,1.552,1.912,0.32342,4.734,0.49156,0.34859375,0.702133333,12.962,18.135,-2.962,Shelvin Mack,2019,1246,-0.3,130,84,47,183,4,66,28,8,Butler,Shelvin Mack Butler,Shelvin Mack butler
8196,6.5,0.6,9.7,0.425,10.7,2.9,0.313,10.2,0.474,0.16,0.764705882,5.9,32.4,-5.2,Sherell Ford,1996,139,-0.1,25,34,8,5,1,6,23,1,Illinois-Chicago,Sherell Ford Illinois-Chicago,Sherell Ford illinois-chicago
8197,19.6,0,9.2,0.04,0,1.6,0.4,4.6,0.334,0.2,1,13.6,20.9,-8,Sherron Collins,2011,66,-0.1,10,1,2,8,0,4,23,1,Kansas ,Sherron Collins Kansas ,Sherron Collins kansas
8198,78.5,26.3,36.5,0,0,0,0,18.9,0.5,0,0,0,29.4,32.5,Sim Bhullar,2015,3,0,0,0,0,1,1,0,22,1,New Mexico State ,Sim Bhullar New Mexico State ,Sim Bhullar new-mexico-state
8199,7.8,1.8,10,0.378,3.2,2,0.262,6.7,0.519,0.37704918,0.670454545,16.3,12.1,-2.4,Sindarius Thornwell,2018,1156,-0.1,61,88,48,68,25,53,23,1,South Carolina,Sindarius Thornwell South Carolina,Sindarius Thornwell south-carolina
8200,7.2,1.8,12.8,0.694,1.7,2.1,0.306,7.5,0.485,0.2,0.735294118,23.8,11.3,-4.7,Sindarius Thornwell,2019,313,-0.2,15,34,14,18,7,20,24,2,South Carolina,Sindarius Thornwell South Carolina,Sindarius Thornwell south-carolina
8201,16.1,2.4,12.2,0.364,0,1.3,0.364,6.1,0.627,0.5,0.5,13.6,17.3,-1.3,Sindarius Thornwell,2020,35,0,4,4,1,4,1,2,25,3,South Carolina,Sindarius Thornwell South Carolina,Sindarius Thornwell south-carolina
8202,33.2,0,14.8,0.8,0,0,0.4,7.5,0.296,0,0.5,12.9,21.7,-12.7,Skeeter Henry,1994,15,0,2,4,0,4,0,1,26,1,Oklahoma ,Skeeter Henry Oklahoma ,Skeeter Henry oklahoma
8203,24.7,0.8,9.3,0.349,2.9,2.2,0.349,6,0.523,0.322033898,0.830508475,25.4,20.6,-3.4,Smush Parker,2003,1103,-0.4,118,118,48,162,12,133,21,1,Fordham ,Smush Parker Fordham ,Smush Parker fordham
8204,16.78,0,6.344,0.35264,3.256,1.836,0.30804,4.776,0.49164,0.228888889,0.526153846,26.404,21.604,-5.972,Smush Parker,2005,144,-0.1,13,13,5,15,0,19,23,2,Fordham ,Smush Parker Fordham ,Smush Parker fordham
8205,17.3,0.4,9.9,0.231,1.6,2.7,0.421,5.7,0.548,0.365853659,0.694444444,14.6,16.5,0.1,Smush Parker,2006,2773,1.5,328,180,140,302,16,147,24,3,Fordham ,Smush Parker Fordham ,Smush Parker fordham
8206,14.6,0.3,7.6,0.223,2.2,2.5,0.383,4.9,0.526,0.365448505,0.645714286,15.1,18.6,-2,Smush Parker,2007,2457,0,301,175,119,228,10,153,25,4,Fordham ,Smush Parker Fordham ,Smush Parker fordham
8207,23.65,0.817,9.368,0.15059,0.817,2.121,0.42399,5.027,0.41912,0.230833333,0.6925,17.951,18.846,-5.473,Smush Parker,2008,592,-0.5,78,28,24,84,6,44,26,5,Fordham ,Smush Parker Fordham ,Smush Parker fordham
8208,4.6,2.6,14.4,0.133,13.7,1.8,0,14.1,0.189,0,0,15.9,14.3,-8.9,Solomon Alabi,2011,59,-0.1,0,2,2,2,2,3,22,1,Florida State,Solomon Alabi Florida State,Solomon Alabi florida-state
8209,4.1,6,30.4,0.222,14.6,0.9,0,22.6,0.418,0,0.875,11.2,17.2,-2.2,Solomon Alabi,2012,122,0,0,8,2,3,9,5,23,2,Florida State,Solomon Alabi Florida State,Solomon Alabi florida-state
8210,7.9,0.7,15.2,0.175,4.7,1.1,0.575,10.2,0.545,0.304347826,0.857142857,23.2,11.3,-2.4,Solomon Hill,2014,226,0,23,7,5,12,2,13,22,1,Arizona,Solomon Hill Arizona,Solomon Hill arizona
8211,11.9,0.6,11.2,0.304,3.3,1.4,0.328,7.3,0.507,0.326923077,0.823834197,13.8,15.9,-1.5,Solomon Hill,2015,2381,0.3,208,193,66,184,18,115,23,2,Arizona,Solomon Hill Arizona,Solomon Hill arizona
8212,9.6,1,15.9,0.202,4.9,2.1,0.356,10.5,0.543,0.324324324,0.857142857,12.7,13.2,0.1,Solomon Hill,2016,866,0.5,74,42,37,57,11,33,24,3,Arizona,Solomon Hill Arizona,Solomon Hill arizona
8213,8.1,1.1,11.4,0.268,2.3,1.5,0.565,6.8,0.527,0.348148148,0.8046875,13.3,11.5,-2.7,Solomon Hill,2017,2374,-0.4,270,128,72,141,32,82,25,4,Arizona,Solomon Hill Arizona,Solomon Hill arizona
8214,14.4,0.4,15.1,0.146,5.4,1.8,0.512,10.4,0.332,0.19047619,0.5,17.1,12.2,-4.8,Solomon Hill,2018,187,-0.1,21,6,7,22,1,9,26,5,Arizona,Solomon Hill Arizona,Solomon Hill arizona
8215,7.6,0.9,11.5,0.18,4.1,1.2,0.567,7.8,0.497,0.316831683,0.71875,13.9,10.4,-3.6,Solomon Hill,2019,878,-0.3,101,32,23,55,10,31,27,6,Arizona,Solomon Hill Arizona,Solomon Hill arizona
8216,12.363,1.04,13.018,0.19581,2.934,1.855,0.61434,8.043,0.53574,0.36577381,0.716644737,14.412,13.638,-1.655,Solomon Hill,2020,1088,0.1,171,54,43,104,12,51,28,7,Arizona,Solomon Hill Arizona,Solomon Hill arizona
8217,2.7,4.9,15.9,0.586,8.7,0.9,0.008,12.3,0.587,0,0.786666667,13.4,12.8,-3.1,Solomon Jones,2007,666,-0.2,1,75,11,11,42,25,22,1,South Florida,Solomon Jones South Florida,Solomon Jones south-florida
8218,0,2.6,18.4,0.667,15.3,1.1,0.067,16.9,0.451,0,0.55,22.1,15.6,-8.8,Solomon Jones,2008,145,-0.2,2,20,3,0,5,11,23,2,South Florida,Solomon Jones South Florida,Solomon Jones south-florida
8219,3.4,3.9,15.6,0.667,9.1,0.6,0.018,12.3,0.655,0.5,0.716216216,15.8,11.8,-2.7,Solomon Jones,2009,675,-0.1,2,74,7,15,34,27,24,3,South Florida,Solomon Jones South Florida,Solomon Jones south-florida
8220,7.3,3.9,15.1,0.403,8.2,1,0.017,11.6,0.499,0,0.718309859,16.2,16.1,-4.2,Solomon Jones,2010,675,-0.4,3,71,14,32,37,40,25,4,South Florida,Solomon Jones South Florida,Solomon Jones south-florida
8221,8.5,3,14.2,0.512,9.5,1.2,0.008,11.9,0.469,0,0.661290323,19.1,15.4,-4.5,Solomon Jones,2011,528,-0.3,1,62,12,30,22,35,26,5,South Florida,Solomon Jones South Florida,Solomon Jones south-florida
8222,4.877,3.094,10.515,0.43405,13.165,1.664,0,11.84,0.43269,0,0.822333333,22.649,14.335,-4.198,Solomon Jones,2012,292,-0.2,0,23,9,9,11,18,27,6,South Florida,Solomon Jones South Florida,Solomon Jones south-florida
8223,0,3.3,9.3,0,4.4,0,0,6.8,0,0,0,75,7.2,-10.9,Solomon Jones,2013,26,-0.1,0,0,0,0,1,3,28,7,South Florida,Solomon Jones South Florida,Solomon Jones south-florida
8224,3.4,1.8,10.7,0.235,10.6,1.2,0,10.7,0.373,0,0.5,9.6,11.1,-6.6,Solomon Jones,2014,85,-0.1,0,4,2,2,2,2,29,8,South Florida,Solomon Jones South Florida,Solomon Jones south-florida
8225,8.7,0,8.2,0.32,0,0.9,0.12,4.2,0.333,0,0.375,17.4,27.9,-18.9,Sonny Weems,2009,55,-0.2,3,8,1,3,0,6,22,1,Arkansas,Sonny Weems Arkansas,Sonny Weems arkansas
8226,11.6,1.4,12.6,0.14,3.7,1.5,0.033,8.3,0.533,0.133333333,0.6875,11.8,18.4,-2,Sonny Weems,2010,1368,0,15,64,39,101,25,65,23,2,Arkansas,Sonny Weems Arkansas,Sonny Weems arkansas
8227,11.6,0.1,9.8,0.183,3.2,1.2,0.119,6.4,0.492,0.278688525,0.765957447,13.4,20.3,-4.6,Sonny Weems,2011,1413,-0.9,61,94,34,104,2,86,24,3,Arkansas,Sonny Weems Arkansas,Sonny Weems arkansas
8228,14.232,0.168,10.272,0.13784,1.468,1.008,0.37104,5.796,0.46108,0.376805556,0.532307692,26.084,13.492,-7.26,Sonny Weems,2016,499,-0.7,41,15,10,49,1,41,29,4,Arkansas,Sonny Weems Arkansas,Sonny Weems arkansas
8229,21.9,0.3,8.4,0.301,3.5,3.4,0.073,5.9,0.469,0.121212121,0.838235294,15.7,18.2,-0.4,Speedy Claxton,2002,1528,0.6,33,136,95,198,6,95,23,1,Hofstra,Speedy Claxton Hofstra,Speedy Claxton hofstra
8230,26.9,1,8,0.393,5.7,2.5,0.076,6.9,0.509,0,0.684210526,17.1,20.2,1.2,Speedy Claxton,2003,471,0.4,11,57,22,75,7,35,24,2,Hofstra,Speedy Claxton Hofstra,Speedy Claxton hofstra
8231,28.7,0.4,8.4,0.427,2.7,3.3,0.042,5.5,0.509,0.181818182,0.8125,14.1,20.9,1.1,Speedy Claxton,2004,1595,1.2,22,224,97,267,9,102,25,3,Hofstra,Speedy Claxton Hofstra,Speedy Claxton hofstra
8232,33.18,0.32,9.12,0.4146,2.08,3.06,0.0996,5.4,0.4908,0.176068376,0.730401924,14.2,20.1,0.16,Speedy Claxton,2005,1866,1,61,254,109,374,8,119,26,4,Hofstra,Speedy Claxton Hofstra,Speedy Claxton hofstra
8233,29.8,0.2,9.3,0.435,2.2,2.9,0.086,5.7,0.497,0.26984127,0.76875,14.9,23.8,0.1,Speedy Claxton,2006,2019,1.1,63,320,108,339,6,154,27,5,Hofstra,Speedy Claxton Hofstra,Speedy Claxton hofstra
8234,28.1,0.3,8,0.216,1.4,3.6,0.101,4.6,0.363,0.214285714,0.55,19.8,16.6,-4.5,Speedy Claxton,2007,1054,-0.7,28,60,72,185,4,75,28,6,Hofstra,Speedy Claxton Hofstra,Speedy Claxton hofstra
8235,32.4,0,0,0.286,0,0,0,0,0.317,0,0.5,0,24.6,-9,Speedy Claxton,2009,15,0,0,2,0,3,0,0,30,7,Hofstra,Speedy Claxton Hofstra,Speedy Claxton hofstra
8236,34.9,1,10.9,0.201,0.9,2.2,0.385,5.7,0.394,0.184615385,0.911764706,15.2,21.1,-2.8,Spencer Dinwiddie,2015,455,-0.1,65,34,19,104,6,33,21,1,Colorado,Spencer Dinwiddie Colorado,Spencer Dinwiddie colorado
8237,20.9,0,9.3,0.611,2.6,1,0.185,5.8,0.423,0.1,0.575757576,9.3,20.7,-5.2,Spencer Dinwiddie,2016,159,-0.1,10,33,3,22,0,7,22,2,Colorado,Spencer Dinwiddie Colorado,Spencer Dinwiddie colorado
8238,20.3,1.3,10.7,0.526,2.2,1.6,0.334,6.5,0.581,0.376237624,0.79245283,15.1,14.1,-1,Spencer Dinwiddie,2017,1334,0.4,101,159,44,185,23,66,23,3,Colorado,Spencer Dinwiddie Colorado,Spencer Dinwiddie colorado
8239,35,0.7,10.2,0.32,1.8,1.4,0.517,6,0.527,0.325635104,0.813432836,11.8,20.3,0.6,Spencer Dinwiddie,2018,2306,1.5,433,268,68,524,23,128,24,4,Colorado,Spencer Dinwiddie Colorado,Spencer Dinwiddie colorado
8240,25.6,0.7,7.6,0.43,1.4,1,0.447,4.6,0.58,0.335135135,0.806179775,13.4,24.9,0.6,Spencer Dinwiddie,2019,1914,1.3,370,356,40,311,17,152,25,5,Colorado,Spencer Dinwiddie Colorado,Spencer Dinwiddie colorado
8241,35,0.9,9.6,0.437,1.7,0.9,0.392,5.7,0.541,0.3075,0.778026906,12.5,29.2,1.8,Spencer Dinwiddie,2020,1994,1.9,400,446,40,432,21,174,26,6,Colorado,Spencer Dinwiddie Colorado,Spencer Dinwiddie colorado
8242,7.7,3.3,20.1,0.182,8.8,0.8,0.066,14.6,0.486,0.19047619,0.655172414,14,19.2,-4.1,Spencer Hawes,2008,931,-0.5,21,58,14,44,40,56,19,1,Washington,Spencer Hawes Washington,Spencer Hawes washington
8243,11.3,3.1,20.9,0.17,7.6,1,0.144,14.2,0.509,0.347826087,0.661764706,15.7,20.2,-3,Spencer Hawes,2009,2259,-0.6,115,136,44,149,93,160,20,2,Washington,Spencer Hawes Washington,Spencer Hawes washington
8244,13.2,3.2,17.7,0.159,8.6,0.9,0.131,13.1,0.507,0.298850575,0.688679245,15.5,19.6,-1.2,Spencer Hawes,2010,1904,0.4,87,106,32,158,83,131,21,3,Washington,Spencer Hawes Washington,Spencer Hawes washington
