,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,three_point_percentage,free_throw_percentage,turnover_percentage,usage_percentage,box_plus_minus,name,year,minutes_played,value_over_replacement_player,attempted_three_point_field_goals,attempted_free_throws,steals,assists,blocks,turnovers,age,yrs_played,college,lkup,col_lkup
2486,13.9,0.3,7.2,0.167,0.8,1.7,0.524,4.1,0.55,0.41260745,0.846846847,8,17.6,1.1,Derek Fisher,2002,1974,1.5,349,111,66,181,9,62,27,6,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2487,16.1,0.4,8,0.161,1.6,1.7,0.274,4.8,0.52,0.400943396,0.8,10.2,14.5,-1.3,Derek Fisher,2003,2829,0.5,212,125,93,298,15,94,28,7,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2488,16.3,0.2,7.9,0.266,1.9,3,0.311,4.9,0.451,0.290502793,0.797385621,10.9,18.3,-0.8,Derek Fisher,2004,1769,0.5,179,153,103,187,4,79,29,8,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2489,21.6,0.1,9.2,0.269,1.8,1.8,0.385,5.3,0.519,0.371134021,0.862068966,13.3,19.4,-1.1,Derek Fisher,2005,2222,0.5,291,203,76,301,4,129,30,9,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2490,22.6,0.2,7.7,0.33,1.5,2.5,0.333,4.5,0.536,0.396610169,0.832764505,13.3,20.2,0.4,Derek Fisher,2006,2589,1.6,295,293,125,352,8,156,31,10,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2491,18.1,0.2,6.3,0.455,1.6,1.9,0.231,4,0.51,0.307692308,0.853420195,12.9,18.2,-1.6,Derek Fisher,2007,2287,0.2,156,307,83,274,6,120,32,11,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2492,15.9,0.1,6.9,0.242,1.2,1.9,0.355,4.2,0.556,0.405797101,0.882978723,9.5,18.6,-0.4,Derek Fisher,2008,2249,0.9,276,188,86,239,3,90,33,12,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2493,14.9,0.2,7.4,0.189,1.2,2,0.439,4.4,0.546,0.397350993,0.846153846,8.8,14.7,0.2,Derek Fisher,2009,2441,1.3,302,130,95,261,6,72,34,13,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2494,12.9,0.3,7.2,0.237,1.3,2.1,0.401,4.3,0.499,0.348214286,0.856060606,11.2,14,-1.7,Derek Fisher,2010,2227,0.2,224,132,90,201,9,78,35,14,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2495,14,0.3,6.6,0.195,0.7,2.3,0.301,3.7,0.486,0.396226415,0.805825243,10.9,12.8,-2,Derek Fisher,2011,2297,0,159,103,99,224,8,70,36,15,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2496,16.743,0.2,7.757,0.19643,0.965,1.765,0.31232,4.538,0.4655,0.3216139,0.856752022,16.345,13.643,-3.221,Derek Fisher,2012,1508,-0.5,109,67,51,170,4,73,37,16,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2497,11.76,0.4,6.6,0.2352,0.42,1.7,0.498,3.6,0.492,0.384439359,0.925217391,14.02,16.46,-3.4,Derek Fisher,2013,575,-0.2,80,38,19,47,3,30,38,17,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2498,11.6,0.2,8.3,0.197,1,2.5,0.634,4.8,0.542,0.384279476,0.774647887,11.1,13.7,-0.6,Derek Fisher,2014,1428,0.5,229,71,70,117,3,49,39,18,Arkansas-Little Rock,Derek Fisher Arkansas-Little Rock,Derek Fisher arkansas-little-rock
2499,0,2,13.4,0.143,0,4.6,0.857,6.5,0.47,0.333333333,1,16.8,23.4,-2.2,Derek Grimm,1998,34,0,12,2,3,0,1,3,23,1,Missouri ,Derek Grimm Missouri ,Derek Grimm missouri
2500,0,0,27.5,0,0,0,0,14.1,0,0,0,0,33.6,-29.5,Derek Hood,2000,4,0,0,0,0,0,0,0,23,1,Arkansas ,Derek Hood Arkansas ,Derek Hood arkansas
2501,9.8,0,37.4,1,8.9,0,0,22.8,0.26,0,0.75,14.8,23.8,-13.8,Derek Strong,1992,12,0,0,4,0,1,0,1,23,1,Xavier,Derek Strong Xavier,Derek Strong xavier
2502,5.9,0.2,25.8,0.924,13.5,1.6,0.087,19.6,0.603,0.5,0.8,9.1,18,1.5,Derek Strong,1993,339,0.3,8,85,11,14,1,13,24,2,Xavier,Derek Strong Xavier,Derek Strong xavier
2503,6.6,0.8,18.5,0.604,10.5,1.7,0.038,14.3,0.514,0.230769231,0.77184466,12.4,18.8,-2.5,Derek Strong,1994,1131,-0.2,13,206,38,48,14,61,25,3,Xavier,Derek Strong Xavier,Derek Strong xavier
2504,4.7,0.7,20.8,0.523,11.5,0.9,0.021,16.1,0.545,0.285714286,0.819767442,16.3,15.6,-2.8,Derek Strong,1995,1344,-0.3,7,172,24,44,13,79,26,4,Xavier,Derek Strong Xavier,Derek Strong xavier
2505,6,1.1,18.1,0.503,9.6,1.3,0.053,13.9,0.518,0.111111111,0.811764706,8.8,13.6,-1.8,Derek Strong,1996,746,0,9,85,18,32,12,20,27,5,Xavier,Derek Strong Xavier,Derek Strong xavier
2506,6.2,0.8,20.7,0.372,9.9,1.3,0.022,15.2,0.513,0,0.802752294,13,18,-2.5,Derek Strong,1997,2004,-0.3,13,218,47,73,20,102,28,6,Xavier,Derek Strong Xavier,Derek Strong xavier
2507,5.8,1.1,20.2,0.452,10.7,1,0.006,15.3,0.497,0,0.781362007,9.1,22.8,-1.1,Derek Strong,1998,1638,0.4,4,279,31,51,24,74,29,7,Xavier,Derek Strong Xavier,Derek Strong xavier
2508,4.1,0.8,16.1,0.55,10.8,1.2,0.011,13.4,0.499,0,0.717171717,14.2,17,-2.5,Derek Strong,1999,695,-0.1,2,99,15,17,7,37,30,8,Xavier,Derek Strong Xavier,Derek Strong xavier
2509,4.1,0.9,24.2,0.292,8.1,1.7,0.083,16.2,0.499,0.25,0.785714286,18.1,18.8,-3.7,Derek Strong,2000,148,-0.1,4,14,5,4,2,12,31,9,Xavier,Derek Strong Xavier,Derek Strong xavier
2510,2.3,0.1,16.8,0.316,8.2,1.5,0.009,12.6,0.443,0,0.756756757,14.2,14.6,-2.6,Derek Strong,2001,491,-0.1,1,37,14,7,1,22,32,10,Xavier,Derek Strong Xavier,Derek Strong xavier
2511,28.6,0.6,8.4,0.168,1.8,1.4,0.272,5.1,0.5,0.415525114,0.703703704,14.4,20.3,-1.7,Deron Williams,2006,2307,0.2,219,135,60,359,17,145,21,1,Illinois,Deron Williams Illinois,Deron Williams illinois
2512,41.6,0.4,9.3,0.273,1.7,1.4,0.235,5.5,0.535,0.321568627,0.766891892,16.9,22.2,1.3,Deron Williams,2007,2950,2.4,255,296,78,745,13,246,22,2,Illinois,Deron Williams Illinois,Deron Williams illinois
2513,43.6,0.6,8.3,0.368,1.4,1.5,0.188,4.9,0.595,0.395238095,0.802919708,17.7,23.1,3.8,Deron Williams,2008,3059,4.5,210,411,90,862,23,279,23,3,Illinois,Deron Williams Illinois,Deron Williams illinois
2514,47.8,0.6,8.1,0.39,1.1,1.5,0.23,4.6,0.573,0.309734513,0.848958333,16.5,24.7,4,Deron Williams,2009,2505,3.8,226,384,73,725,20,228,24,4,Illinois,Deron Williams Illinois,Deron Williams illinois
2515,44.5,0.5,10.4,0.397,2.2,1.8,0.246,6.4,0.574,0.370656371,0.801435407,16.9,23.8,3.8,Deron Williams,2010,2802,4.1,259,418,96,798,16,252,25,5,Illinois,Deron Williams Illinois,Deron Williams illinois
2516,45.814,0.5,10.86,0.42172,1.918,1.718,0.32522,6.362,0.56468,0.331681776,0.842306643,16.624,25.84,3.016,Deron Williams,2011,2465,3.1,317,412,79,667,15,230,26,6,Illinois,Deron Williams Illinois,Deron Williams illinois
2517,46.6,0.8,9.6,0.317,1.3,1.8,0.356,5.3,0.527,0.33625731,0.842622951,16.7,30.1,2.3,Deron Williams,2012,1999,2.2,342,305,67,481,20,219,27,7,Illinois,Deron Williams Illinois,Deron Williams illinois
2518,37.5,0.8,8.5,0.328,1.2,1.4,0.398,4.8,0.574,0.378076063,0.859078591,14.5,24.4,3.8,Deron Williams,2013,2842,4.2,447,369,75,604,30,218,28,8,Illinois,Deron Williams Illinois,Deron Williams illinois
2519,32.8,0.5,8.9,0.302,0.9,2.4,0.374,4.9,0.564,0.365671642,0.800925926,15,21.8,1.2,Deron Williams,2014,2059,1.7,268,216,93,392,13,143,29,9,Illinois,Deron Williams Illinois,Deron Williams illinois
2520,33.7,0.6,11,0.313,1.5,1.6,0.307,6.3,0.504,0.367088608,0.834024896,14.9,22.3,0.2,Deron Williams,2015,2114,1.2,237,241,64,448,17,154,30,10,Illinois,Deron Williams Illinois,Deron Williams illinois
2521,29.3,0.6,8.9,0.266,1,1.5,0.364,5,0.53,0.343971631,0.868932039,14.8,22,-0.3,Deron Williams,2016,2106,0.9,282,206,61,378,14,150,31,11,Illinois,Deron Williams Illinois,Deron Williams illinois
2522,35.982,0.432,9.416,0.18065,0.91,0.955,0.38869,5.1,0.54257,0.36750443,0.826814286,17.715,22.076,-1.793,Deron Williams,2017,1657,0.1,234,109,31,360,8,138,32,12,Illinois,Deron Williams Illinois,Deron Williams illinois
2523,5.1,2.5,13.8,0.465,11,2,0.016,12.4,0.481,0,0.491666667,14.6,15.7,-2.6,Derrick Alston,1995,1032,-0.2,4,120,39,33,35,53,22,1,Duquesne,Derrick Alston Duquesne,Derrick Alston duquesne
2524,6.5,2.4,12.9,0.289,8.8,1.8,0.008,10.8,0.518,0.333333333,0.491071429,11.9,13.7,-2.8,Derrick Alston,1996,1614,-0.3,3,112,56,61,52,59,23,2,Duquesne,Derrick Alston Duquesne,Derrick Alston duquesne
2525,0,0,10.6,0.4,33.3,0,0,21.7,0,0,0,0,25.2,-21.6,Derrick Alston,1997,11,-0.1,0,2,0,0,0,0,24,3,Duquesne,Derrick Alston Duquesne,Derrick Alston duquesne
2526,6,1.5,10.4,0.49,7.1,2.1,0.048,8.8,0.52,0.285714286,0.666666667,9.6,17.2,-0.6,Derrick Brown,2010,535,0.2,7,72,21,19,10,19,22,1,Xavier,Derrick Brown Xavier,Derrick Brown xavier
2527,9.45,1.36,12.235,0.4619,8.455,1.875,0.07835,10.295,0.5878,0.395833333,0.53289689,18.125,15.585,-1.54,Derrick Brown,2011,576,0,10,60,20,33,10,35,23,2,Xavier,Derrick Brown Xavier,Derrick Brown xavier
2528,8.5,0.6,11.6,0.345,7.3,1.8,0.059,9.4,0.556,0.25,0.666666667,10.5,16.8,-1.5,Derrick Brown,2012,1443,0.2,24,141,48,67,12,55,24,3,Xavier,Derrick Brown Xavier,Derrick Brown xavier
2529,3.7,0,15.2,0.364,19,2.8,0.545,17.1,0.392,0,1,0,15.7,-4.7,Derrick Byars,2012,37,0,6,4,2,1,0,0,27,1,Vanderbilt,Derrick Byars Vanderbilt,Derrick Byars vanderbilt
2530,5.1,3.5,12.2,0.348,10.3,1,0,11.3,0.532,0,0.739130435,20,20.2,-7.1,Derrick Caracter,2011,215,-0.3,0,23,4,7,10,19,22,1,Texas-El Paso,Derrick Caracter Texas-El Paso,Derrick Caracter texas-el-paso
2531,9.8,2.2,20.5,0.402,10.4,1.3,0.035,15.3,0.527,0.342105263,0.730769231,14.4,23.3,0.4,Derrick Coleman,1991,2602,1.5,38,442,71,163,99,217,23,1,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2532,14.1,2.6,20.6,0.41,9.4,1.2,0.079,14.8,0.57,0.302631579,0.763358779,18,25.1,2.2,Derrick Coleman,1992,2207,2.3,76,393,54,205,98,248,24,2,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2533,16.1,2.9,24,0.425,9.7,1.7,0.081,16.9,0.54,0.232323232,0.80806142,14.3,25.8,4.3,Derrick Coleman,1993,2759,4.4,99,521,92,276,126,243,25,3,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2534,15.6,3.2,23.5,0.469,9.8,1.2,0.1,16.5,0.534,0.314049587,0.774250441,12.5,25.3,4.3,Derrick Coleman,1994,2778,4.4,121,567,68,262,142,208,26,4,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2535,15.8,3.1,22.1,0.56,8.7,0.9,0.137,15.4,0.525,0.233333333,0.767346939,13.6,26.4,1.5,Derrick Coleman,1995,2103,1.8,120,490,35,187,94,172,27,5,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2536,19.3,2.5,23.8,0.271,5,0.7,0.178,14.1,0.466,0.333333333,0.625,17.5,24.3,-3.5,Derrick Coleman,1996,294,-0.1,21,32,4,31,10,28,28,6,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2537,15.7,2.6,22.1,0.437,7.9,1.2,0.142,14.9,0.518,0.268907563,0.745205479,15.6,23.7,0.7,Derrick Coleman,1997,2102,1.5,119,365,50,193,75,184,29,7,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2538,12.3,2.4,23.8,0.451,8,1.1,0.113,15.8,0.5,0.265306122,0.772378517,13.1,25.2,0.5,Derrick Coleman,1998,2135,1.3,98,391,46,145,68,157,30,8,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2539,12.1,2.6,24.2,0.468,8,1.1,0.081,16.4,0.496,0.212121212,0.752631579,15.5,23.3,-0.7,Derrick Coleman,1999,1178,0.4,33,190,24,78,42,90,31,9,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2540,13.5,3.8,23.8,0.385,6.1,0.7,0.144,15.1,0.541,0.361702128,0.785145889,13.1,25.2,1.6,Derrick Coleman,2000,2347,2.2,141,377,34,175,130,173,32,10,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2541,10.2,2.3,23,0.361,7.7,0.8,0.2,15.4,0.469,0.392156863,0.684782609,12.4,22.8,-0.9,Derrick Coleman,2001,683,0.2,51,92,10,39,21,42,33,11,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2542,8.5,1.9,18.5,0.309,9.2,1.1,0.113,13.9,0.524,0.337349398,0.814977974,12.5,21,0.9,Derrick Coleman,2002,2080,1.5,83,227,42,98,51,119,34,12,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2543,8,3.1,20.5,0.343,10,1.6,0.135,15.2,0.525,0.328358209,0.783625731,14.3,17.3,0.3,Derrick Coleman,2003,1742,1,67,171,53,87,69,96,35,13,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2544,9.9,2.4,20.3,0.251,6.3,1.5,0.139,13.4,0.471,0.222222222,0.753846154,16.5,19.2,-2.1,Derrick Coleman,2004,843,0,36,65,23,46,26,57,36,14,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2545,0,0,27.9,0.214,7.1,0,0.143,17.6,0.294,0,1,11.5,16.3,-10.5,Derrick Coleman,2005,50,-0.1,2,3,0,0,0,2,37,15,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2546,9.3,0.7,13.7,0.109,17.5,0.6,0.261,15.6,0.415,0.25,0.6,11.1,26.3,-4.6,Derrick Dial,2000,95,-0.1,12,5,1,5,1,6,24,1,Eastern Michigan,Derrick Dial Eastern Michigan,Derrick Dial eastern-michigan
2547,18.3,2,13.5,0.253,6.9,1,0.12,10.4,0.466,0.2,0.571428571,11.5,23.7,-1.5,Derrick Dial,2001,207,0,10,21,4,21,6,12,25,2,Eastern Michigan,Derrick Dial Eastern Michigan,Derrick Dial eastern-michigan
2548,18.637,0.996,16.088,0.1978,5.247,1.785,0.0876,10.525,0.38027,0.0425,0.741111111,10.994,22.094,-1.915,Derrick Dial,2002,299,0,11,24,10,35,4,16,26,3,Eastern Michigan,Derrick Dial Eastern Michigan,Derrick Dial eastern-michigan
2549,3.7,0,10.8,0.286,6.5,3.7,0.321,8.6,0.412,0.222222222,0.75,3.1,17.1,-1.5,Derrick Dial,2004,86,0,9,8,6,2,0,1,28,4,Eastern Michigan,Derrick Dial Eastern Michigan,Derrick Dial eastern-michigan
2550,4.215,3.48,19.129,0.41623,12.952,1.016,0,15.955,0.54145,0,0.597375983,13.643,17.141,-3.233,Derrick Favors,2011,1535,-0.5,0,173,29,39,68,77,19,1,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2551,5,3.8,22.5,0.436,13,1.4,0,17.7,0.537,0,0.649484536,16.3,20.7,-1.1,Derrick Favors,2012,1376,0.3,0,194,38,43,65,103,20,2,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2552,6.8,5.7,24,0.458,11.9,2,0.009,17.9,0.533,0,0.688461538,15.9,20.6,-0.5,Derrick Favors,2013,1787,0.7,5,260,67,75,130,129,21,3,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2553,7.3,3.8,23.7,0.38,10.1,1.8,0.001,16.7,0.556,0,0.669014085,12.9,20.8,0.1,Derrick Favors,2014,2201,1.2,1,284,75,91,108,129,22,4,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2554,9.4,4.3,20.7,0.362,10,1.4,0.007,15.4,0.558,0.166666667,0.668674699,10.2,23.8,2.5,Derrick Favors,2015,2280,2.6,6,332,60,112,123,121,23,5,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2555,8.9,3.9,19.6,0.313,10,2,0.005,14.8,0.551,0,0.708661417,10.1,23.9,3.3,Derrick Favors,2016,1983,2.6,4,254,74,94,91,104,24,6,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2556,7.9,2.7,20.2,0.261,9.2,2,0.024,14.9,0.512,0.3,0.614678899,11.4,20.7,-0.1,Derrick Favors,2017,1186,0.6,10,109,45,56,40,60,25,7,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2557,7.8,3.2,18.5,0.306,10.6,1.3,0.09,14.6,0.593,0.222222222,0.651162791,9.9,18.5,1.5,Derrick Favors,2018,2153,1.9,63,215,54,102,82,88,26,8,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2558,8,4.8,21.3,0.368,12.9,1.5,0.126,17.2,0.624,0.217948718,0.675438596,10.5,19.4,3.3,Derrick Favors,2019,1766,2.4,78,228,56,89,106,84,27,9,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2559,9.2,3.1,28.9,0.209,13.9,1.1,0.021,21.4,0.62,0.142857143,0.563380282,12.9,14,1,Derrick Favors,2020,1243,0.9,7,71,30,81,46,55,28,10,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2560,3.1,1.9,8.2,0.339,7.6,1.2,0.091,7.9,0.604,0.272727273,0.707317073,8.6,11.7,-2.3,Derrick Jones Jr.,2017,545,0,11,41,14,12,13,13,19,1,UNLV ,Derrick Jones Jr. UNLV ,Derrick Jones Jr. samford
2561,5.079,4.406,7.818,0.51429,9.619,0.804,0.34949,8.675,0.48573,0.163125,0.64,9.968,12.845,-2.769,Derrick Jones Jr.,2018,245,0,18,24,4,9,13,7,20,2,UNLV ,Derrick Jones Jr. UNLV ,Derrick Jones Jr. samford
2562,4.7,3.3,13.3,0.377,8.8,1.9,0.281,11.1,0.559,0.307692308,0.606557377,10.2,15.6,-0.5,Derrick Jones Jr.,2019,1153,0.4,91,122,46,37,42,43,21,3,UNLV ,Derrick Jones Jr. UNLV ,Derrick Jones Jr. samford
2563,6.7,2.7,13.1,0.352,5.6,2.1,0.378,9.5,0.62,0.28030303,0.772357724,6.9,13.9,0.7,Derrick Jones Jr.,2020,1375,1,132,123,58,62,38,30,22,4,UNLV ,Derrick Jones Jr. UNLV ,Derrick Jones Jr. samford
2564,26.3,0,0,2,0,0,0,0,0,0,0,0,16.7,-27.9,Derrick Phelps,1995,5,0,0,2,0,1,0,0,22,1,North Carolina ,Derrick Phelps North Carolina ,Derrick Phelps north-carolina
2565,28.8,0.4,8.4,0.207,3.7,1.1,0.06,6.1,0.516,0.222222222,0.788,13.3,22.6,-0.4,Derrick Rose,2009,3000,1.2,72,250,66,512,18,202,20,1,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2566,30.3,0.7,8.7,0.246,2.6,1,0.044,5.7,0.532,0.266666667,0.766272189,12.5,27.2,1.7,Derrick Rose,2010,2871,2.7,60,338,57,469,27,217,21,2,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2567,38.7,1.3,9.4,0.348,3.2,1.5,0.241,6.4,0.55,0.332467532,0.857657658,13.1,32.2,6.8,Derrick Rose,2011,3026,6.7,385,555,85,623,51,278,22,3,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2568,40.3,1.4,8.4,0.344,2.1,1.4,0.249,5.3,0.532,0.312138728,0.811715481,12.9,30.5,6.4,Derrick Rose,2012,1375,2.9,173,239,35,307,28,119,23,4,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2569,26.2,0.2,8.3,0.195,3.3,0.9,0.287,5.9,0.446,0.340425532,0.84375,16,31.5,-3.1,Derrick Rose,2014,311,-0.1,47,32,5,43,1,34,25,5,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2570,30.7,0.8,8.7,0.224,2.6,1.2,0.325,5.7,0.493,0.280442804,0.812834225,14.9,31.7,-0.6,Derrick Rose,2015,1530,0.6,271,187,36,251,16,161,26,6,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2571,25.5,0.5,8.8,0.171,2.4,1.1,0.143,5.6,0.479,0.293333333,0.793296089,13.4,27.3,-2.5,Derrick Rose,2016,2097,-0.3,150,179,44,311,14,175,27,7,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2572,22.8,0.7,9.3,0.259,3.4,1.1,0.061,6.4,0.53,0.216666667,0.873517787,11.9,25.7,-1,Derrick Rose,2017,2082,0.5,60,253,44,283,17,147,28,8,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2573,13.594,0.803,5.801,0.25214,3.538,0.851,0.16283,4.706,0.5068,0.2275,0.893170732,14.458,25.438,-5.427,Derrick Rose,2018,420,-0.4,30,46,7,37,4,35,29,9,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2574,26.4,0.7,8.3,0.212,2.5,1.1,0.194,5.4,0.557,0.369863014,0.85625,9.1,27.3,1.4,Derrick Rose,2019,1392,1.2,146,160,31,220,12,82,30,10,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2575,40.5,1,8.3,0.185,2.3,1.5,0.195,5.3,0.555,0.306122449,0.870503597,13.4,31.6,2.2,Derrick Rose,2020,1298,1.4,147,139,40,278,16,126,31,11,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2576,14.6,1.7,10.7,0.24,1.5,2.4,0.68,6.1,0.525,0.411764706,1,6.7,9.1,1.3,Derrick Walton,2018,147,0.1,17,6,7,16,3,2,22,1,Michigan ,Derrick Walton Michigan ,Derrick Walton michigan
2577,13.82,0,5.75,0.225,0.9,1.38,0.6247,3.37,0.6134,0.419047619,0.7,10.69,8.14,-0.99,Derrick Walton,2020,248,0,24,9,7,27,0,5,24,2,Michigan ,Derrick Walton Michigan ,Derrick Walton michigan
2578,9.3,1.8,16.9,0.606,4,1.5,0.394,10.4,0.646,0.615384615,0.7,12.6,15.4,2.3,Derrick White,2018,139,0.2,13,20,4,9,3,6,23,1,Colorado,Derrick White Colorado,Derrick White colorado
2579,21,2.3,13.3,0.227,2.2,1.9,0.262,7.8,0.555,0.338028169,0.772357724,14,17.7,0.9,Derrick White,2019,1728,1.3,142,123,67,263,47,97,24,2,Colorado,Derrick White Colorado,Derrick White colorado
2580,20,3.1,12.1,0.382,2.3,1.3,0.391,7.2,0.593,0.365740741,0.853080569,12.1,18.9,1.3,Derrick White,2020,1677,1.4,216,211,44,241,59,89,25,3,Colorado,Derrick White Colorado,Derrick White colorado
2581,4.5,1.6,18.4,0.392,6,1.1,0.277,12.2,0.499,0.268115942,0.697435897,11.7,20.7,-2.1,Derrick Williams,2012,1418,0,138,195,30,38,31,77,20,1,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2582,4.2,1.5,20.6,0.346,5.6,1.2,0.249,12.8,0.515,0.331632653,0.705882353,10,23.5,-1.5,Derrick Williams,2013,1916,0.2,196,272,44,46,37,101,21,2,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2583,4.722,0.899,15.809,0.54352,4.366,1.382,0.20338,9.974,0.52481,0.272,0.722865226,11.357,16.235,-2.107,Derrick Williams,2014,1820,0,99,259,48,56,20,76,22,3,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2584,5.6,0.2,12.1,0.404,3.3,1.2,0.322,7.8,0.54,0.314102564,0.683673469,8.9,18.9,-2,Derrick Williams,2015,1462,0,156,196,34,50,4,56,23,4,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2585,8.9,0.5,18.7,0.453,3.6,1,0.265,11.3,0.55,0.293333333,0.7578125,8.3,23.3,0.3,Derrick Williams,2016,1435,0.8,150,256,29,75,9,61,24,5,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2586,5.123,0.682,15.098,0.36447,2.633,0.882,0.41174,8.951,0.55139,0.308038462,0.658323077,9.16,17.22,-2.923,Derrick Williams,2017,804,-0.2,97,89,14,28,7,28,25,6,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2587,0,0,11.7,0,0,0,0.5,5.9,0.25,0,0,0,18.9,-16.8,Derrick Williams,2018,9,0,2,0,0,0,0,0,26,7,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2588,34.2,0,11.2,0,3.6,0,0,7.3,0.667,0,0,57.1,10.3,-10.4,Derrick Zimmerman,2006,32,-0.1,0,0,0,7,0,4,24,1,Mississippi State,Derrick Zimmerman Mississippi State,Derrick Zimmerman mississippi-state
2589,46,0,3.8,0.067,0,1.6,0.533,1.9,0.421,0.25,1,6.1,23.3,3.1,Desmon Farmer,2007,32,0,8,1,1,9,0,1,25,1,USC ,Desmon Farmer USC ,Desmon Farmer southern-california
2590,5.4,0,13.1,0.143,0,0,0.857,6.6,0.437,0.25,1,21.2,16.9,-9.9,Desmon Farmer,2009,54,-0.1,12,2,0,2,0,4,27,2,USC ,Desmon Farmer USC ,Desmon Farmer southern-california
2591,5.5,0,14.7,0.167,0,0,0.667,7.4,0.505,0.375,0,7.2,20.5,1.4,Desmond Ferguson,2004,32,0,8,2,0,1,0,1,26,1,Detroit ,Desmond Ferguson Detroit ,Desmond Ferguson detroit-mercy
2592,6.5,1,13.3,0.207,5.5,1.3,0.153,9.4,0.483,0.268656716,0.736263736,10,15.8,-2.8,Desmond Mason,2001,1522,-0.3,67,91,39,63,20,53,23,1,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
2593,6.7,0.8,12.4,0.308,4.6,1.5,0.077,8.6,0.533,0.271186441,0.848101266,10.6,18.8,-1.7,Desmond Mason,2002,2420,0.2,59,237,67,104,27,104,24,2,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
