level_0,assist_percentage,block_percentage,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_percentage,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,player_id,points_produced,position,steal_percentage,team_abbreviation,three_point_attempt_rate,three_point_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_percentage,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name,season,yrs_played,col_lkup,assists_per_40,blocks_per_40,defensive_rebounds_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,personal_fouls_per_40,points_per_40,steals_per_40,three_point_attempts_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40,max_mp,year,all_star_flag,class
2014-15,18.4,4.5,16.2,big-ten,5,25.7,2.9,0.59,488,0.547,267,0.41,0.78,39,39,85,1311,11.2,6,6.9,34.4,frank-kaminsky-1,691,Center,1.7,wisconsin,0.207,0.416,16.1,0.628,9.8,0.581,28.6,242,9.8,0.299,Frank Kaminsky,2014,4,Frank Kaminsky wisconsin,3.14,1.74,7.99,6.1,4.76,1.77,1.98,22.33,1.01,3.08,1.28,9.76,1.92,11.81,6.86,1954,,0,role_player
1994-95,,,,big-8,,,,0.532,473,0.438,207,0.427,0.861,34,34,76,1252,,,,,fred-hoiberg-1,,Guard,,iowa-state,0.457,0.412,,0.595,10,0.459,,203,,,Fred Hoiberg,1994,4,Fred Hoiberg iowa-state,2.4,0.16,,6.45,5.56,,1.41,21.63,1.25,6.9,2.84,6.13,2.01,8.21,3.77,874,,0,scrub
2001-02,,,,pac-10,,,2,0.582,413,0.521,215,0.47,0.871,35,33,76,1103,,,4.6,,fred-jones-1,,Guard,,oregon,0.332,0.372,,0.643,14,0.594,,210,6.6,0.238,Fred Jones,2001,4,Fred Jones oregon,4.03,0.65,4.5,7.04,6.13,2.36,3.41,23.57,2.28,4.97,1.85,6.85,2.97,10.01,5.95,2268,,0,starter
2008-09,21.3,1.8,,sec,,,2.7,0.431,210,0.362,76,0.39,0.805,35,35,78,1060,,,0.6,,garrett-temple-1,,Guard,,louisiana-state,0.448,0.309,8.3,0.496,21.2,0.405,14.6,190,3.3,0.123,Garrett Temple,2008,4,Garrett Temple louisiana-state,5.06,0.91,4.26,3.09,2.49,1.74,3.7,9.32,2.26,3.55,1.09,6,2.53,4.38,1.77,1156,,0,scrub
2013-14,16.8,1.6,10.3,big-ten,3.7,10.2,2,0.518,455,0.429,195,0.312,0.81,35,34,76,1131,6.6,4,3.3,22.5,gary-harris-1,542,Guard,3.4,michigan-state,0.505,0.352,7.3,0.561,10.3,0.507,26.8,210,5.3,0.188,Gary Harris,2013,2,Gary Harris michigan-state,3.32,0.53,3.64,5.02,4.07,1.31,2.58,20.73,2.23,8.13,2.86,4.95,2.12,7.96,4.03,2439,,0,starter
2006-07,26.4,0.3,,colonial,,,1,0.523,599,0.446,267,0.366,0.836,32,32,76,1167,,,4.4,,gary-neal-1,,Guard,,towson,0.464,0.335,7.1,0.576,9.5,0.542,35.9,210,5.4,0.186,Gary Neal,2006,4,Gary Neal towson,3.8,0.17,3.67,7.51,6.27,0.96,2.26,27.76,1.58,9.53,3.19,4.63,2.54,11,5.96,1685,,0,role_player
1989-90,,,,pac-10,,,,0.55,571,0.504,288,0.299,0.69,29,29,76,1095,,,,,gary-payton-1,,Guard,,oregon-state,0.273,0.333,,0.572,14,0.569,,180,,,Gary Payton,1989,4,Gary Payton oregon-state,8.58,0.55,,6.25,4.31,,3.76,27.25,3.65,5.7,1.9,4.93,3.87,15.16,8.62,2881,,0,starter
2007-08,24.2,0.8,,summit,,,2.1,0.605,404,0.545,220,0.606,0.812,32,32,74,1179,,,5.7,,george-hill-1,,Guard,,iupui,0.27,0.45,12.1,0.661,15.3,0.58,28.1,180,7.8,0.266,George Hill,2007,4,George Hill iupui,4.65,0.44,5.67,8.31,6.75,1.66,3.02,23.34,1.93,3.7,1.66,7.33,3.19,10.01,5.8,2276,,0,starter
1992-93,10.5,1.7,,acc,,,,0.503,469,0.501,235,0.281,0.667,38,37,80,1148,,,,,george-lynch-1,,Forward,,north-carolina,0.023,0.182,17.4,0.527,14.3,0.509,24,218,,,George Lynch,1992,4,George Lynch north-carolina,2.51,0.73,,4.6,3.07,,2.96,19.51,3.1,0.38,0.07,12.72,3.1,15.96,8.12,1762,,0,role_player
1989-90,,,,sec,,,,0.529,580,0.49,284,0.255,0.736,30,30,77,1108,,,,,gerald-glass-1,,Guard,,mississippi,0.21,0.377,,0.556,12.5,0.52,,221,,,Gerald Glass,1989,2,Gerald Glass mississippi,4.37,1.08,,5.34,3.94,,3.79,26.1,2.53,4.4,1.66,8.27,3.36,16.53,8.59,1822,,0,role_player
2000-01,,,,sec,,,3,0.457,288,0.438,126,0.538,0.568,36,2,79,824,,,0.4,,gerald-wallace-1,,,,alabama,0.219,0.175,,0.485,19.2,0.511,,215,3.5,0.168,Gerald Wallace,2000,1,Gerald Wallace alabama,2.67,1.8,6.41,7.52,4.27,4.08,4.22,17.04,2.04,3.06,0.53,10.49,4.17,10.92,5.58,2147,,0,role_player
2000-01,,,,pac-10,,,2.3,0.559,434,0.479,208,0.309,0.724,36,33,75,1044,,,3.2,,gilbert-arenas-1,,Guard,,arizona,0.382,0.416,,0.585,16.9,0.519,,191,5.5,0.211,Gilbert Arenas,2000,2,Gilbert Arenas arizona,3.22,0.27,3.91,5.13,3.72,1.11,3.14,22.3,2.49,6.36,2.64,5.02,3.87,10.27,5.33,3274,2005,1,all_star
2006-07,14.6,2,,sec,,,2.9,0.507,368,0.484,178,0.53,0.713,29,28,81,1016,,,2.4,,glen-davis-1,,Forward,,louisiana-state,0.133,0.347,17.2,0.556,15.1,0.505,27.6,289,5.3,0.209,Glen Davis,2006,3,Glen Davis louisiana-state,2.6,1.1,7.48,7.68,5.47,4.45,2.64,20.16,1.26,1.93,0.67,11.93,3.23,12.56,6.34,2298,,0,starter
1993-94,,,,big-ten,,,,0.535,762,0.483,368,0.354,0.796,34,34,79,1166,,,,,glenn-robinson-1,,Forward,,purdue,0.273,0.38,,0.578,13.5,0.522,,225,,,Glenn Robinson,1993,3,Glenn Robinson purdue,2.26,1.06,,9.26,7.38,,3.02,35.33,1.92,7.14,2.71,11.8,4.77,19.01,9.91,3249,,0,starter
2013-14,7.6,1,5.3,big-ten,1.2,11.5,1.4,0.532,373,0.488,182,0.308,0.757,37,37,78,1194,4.2,6,2.8,18.9,glenn-robinson-2,450,Forward,1.9,michigan,0.29,0.306,8.8,0.566,9.7,0.562,22.3,220,4.2,0.142,Glenn Robinson III,2013,4,Glenn Robinson III michigan,1.47,0.37,3.69,3.85,2.91,1.81,1.84,16.21,1.17,3.62,1.11,5.49,1.54,8.88,4.99,1427,,0,role_player
2009-10,12.1,2.8,,horizon,,23.4,3,0.527,373,0.464,173,0.579,0.829,37,37,80,1239,,7.6,4,,gordon-hayward-1,549,Forward,2,butler,0.429,0.294,15.8,0.601,15.2,0.592,24.7,207,6.9,0.224,Gordon Hayward,2009,2,Gordon Hayward butler,2,0.97,7.52,6.97,5.78,2.32,2.52,18.47,1.29,5.17,1.52,9.85,2.74,6.88,4.07,2800,,0,starter
2012-13,12.3,9.4,11.5,big-east,6.4,23.6,3.2,0.534,234,0.534,125,0.479,0.652,33,32,83,1026,5.1,12.9,2.5,23.8,gorgui-dieng-1,352,Center,2.6,louisville,0,,18.1,0.562,17,0.534,17,245,5.6,0.219,Gorgui Dieng,2012,3,Gorgui Dieng louisville,2.57,3.24,7.68,4.37,2.85,4.41,3.31,12.59,1.72,0,0,12.09,2.3,9.12,4.87,2653,,0,starter
1990-91,,,,big-west,,,,0.529,309,0.456,141,0.33,0.775,35,,73,1100,,,,,greg-anthony-1,,Guard,,nevada-las-vegas,0.369,0.395,,0.568,16,0.492,,176,,,Greg Anthony,1990,5,Greg Anthony nevada-las-vegas,11.27,0.51,,3.71,2.87,,2.47,14.76,3.05,4.15,1.64,3.24,2.47,7.09,3.49,1994,,0,role_player
1997-98,,,,acc,,,1.9,0.562,380,0.537,204,0.355,0.696,32,32,76,,,,3.3,,greg-buckner-1,,Forward,,clemson,0.153,0.328,,0.587,,0.575,,210,5.1,,Greg Buckner,1997,4,Greg Buckner clemson,,,,,,,,,,,,,,,,1514,,0,role_player
1989-90,,,,wac,,,,0.462,288,0.462,133,0.313,0.811,32,30,83,837,,,,,greg-foster-1,,Forward,,texas-el-paso,0.007,0,,0.512,14.5,0.465,,240,,,Greg Foster,1989,4,Greg Foster texas-el-paso,1.48,1.82,,4.3,3.49,,4.68,16.2,0.62,0.1,0,9.46,2.68,13.67,6.36,606,,0,scrub
1992-93,,,,big-ten,,,,0.638,327,0.55,180,0.593,0.825,35,32,76,1116,,,,,greg-graham-1,,Guard,,indiana,0.339,0.514,,0.688,13.6,0.569,,174,,,Greg Graham,1992,4,Greg Graham indiana,3.66,0.29,,6.95,5.73,,2.54,20.68,1.68,3.98,2.04,4.01,2.37,7.74,4.41,889,,0,scrub
1993-94,,,,metro,,,,0.573,349,0.513,179,0.275,0.729,34,34,78,1176,,,,,greg-minor-1,,Guard,,louisville,0.341,0.353,,0.596,12,0.596,,210,,,Greg Minor,1993,3,Greg Minor louisville,2.93,0.54,,3.27,2.38,,2.24,15.99,1.94,4.05,1.43,7.11,1.84,7.82,4.66,1761,,0,role_player
2009-10,22.4,4.9,,big-east,,25.2,2.3,0.534,385,0.525,202,0.543,0.66,34,34,83,1164,,8.6,3.2,,greg-monroe-1,574,Center,2.2,georgetown,0.07,0.259,17.5,0.567,18.8,0.545,26.7,247,5.5,0.189,Greg Monroe,2009,2,Greg Monroe georgetown,4.4,1.79,8.73,7.18,4.74,2.54,2.99,18.87,1.44,0.93,0.24,11.27,3.85,12.3,6.7,2690,,0,starter
1994-95,,,,big-8,,,,0.596,203,0.596,121,0.507,0.553,31,28,86,603,,,,,greg-ostertag-1,,Center,,kansas,0,,,0.593,16.6,0.596,,280,,,Greg Ostertag,1994,4,Greg Ostertag kansas,0.86,6.04,,6.83,3.78,,4.84,19.83,0.73,0,0,15.46,3.32,13.47,8.03,1818,,0,role_player
2010-11,12.8,4.1,3.2,wac,1.4,22.4,1.7,0.574,242,0.574,139,0.653,0.544,31,30,82,942,1.9,8.2,1.9,21.6,greg-smith-3,348,Center,2.2,fresno-state,0.004,0,15.2,0.574,15.2,0.577,19.8,250,3.6,0.154,Greg Smith,2010,2,Greg Smith fresno-state,2.29,1.49,7.73,6.71,3.65,2.97,3.44,15.46,1.49,0.04,0,10.7,2.42,10.23,5.9,1110,,0,scrub
2007-08,13.6,7.6,,big-ten,,,3.3,0.548,93,0.548,51,0.247,0.826,35,7,83,403,,,0.8,,greg-stiemsma-1,,Center,,wisconsin,0,,16.2,0.582,19.4,0.548,17.3,260,4.1,0.406,Greg Stiemsma,2007,4,Greg Stiemsma wisconsin,2.48,3.97,6.95,2.28,1.89,3.77,5.26,12.01,1.29,0,0,10.72,2.48,9.23,5.06,1209,,0,scrub
2004-05,8,1.5,,big-east,,,2.9,0.557,462,0.548,253,0.671,0.681,34,34,81,1275,,,4.5,,hakim-warrick-1,,Forward,,syracuse,0.067,0.29,12.9,0.596,12.4,0.566,26.9,219,7.5,0.235,Hakim Warrick,2004,4,Hakim Warrick syracuse,1.57,0.85,5.9,9.73,6.62,3.33,2.48,22.78,1.04,0.97,0.28,9.22,2.7,13.52,7.65,2152,,0,role_player
1991-92,,,,pac-10,,,,0.488,571,0.438,250,0.501,0.811,30,30,77,1042,,,,,harold-miner-1,,Guard,,southern-california,0.284,0.352,,0.558,8.7,0.472,,210,,,Harold Miner,1991,3,Harold Miner southern-california,1.5,0.23,,10.98,8.91,,2.26,30.29,1.27,6.22,2.19,8.1,2.57,15.7,7.41,1383,,0,role_player
2011-12,7.2,1.1,6.8,acc,2.3,11.9,1.9,0.487,521,0.44,229,0.374,0.723,38,37,80,1111,4.5,6.9,3.1,21.2,harrison-barnes-1,571,Forward,2,north-carolina,0.263,0.358,9.4,0.528,10.8,0.469,28.1,215,5,0.181,Harrison Barnes,2011,2,Harrison Barnes north-carolina,1.55,0.47,4.46,7.02,5.08,2.66,2.45,23.33,1.48,4.93,1.76,7.13,2.66,13.83,6.48,2318,,0,starter
2008-09,2.9,9.2,,big-east,,,5.6,0.64,278,0.64,178,0.763,0.627,36,36,87,1145,,,3.8,,hasheem-thabeet-1,,Center,,connecticut,0,,17.9,0.646,15.2,0.64,19,263,9.4,0.329,Hasheem Thabeet,2008,3,Hasheem Thabeet connecticut,0.59,5.31,8.91,7.41,4.65,4.65,3.14,17.08,0.77,0,0,13.55,2.38,9.71,6.22,883,,0,scrub
2009-10,2.2,18.8,,cusa,,23.8,2.5,0.528,319,0.524,167,0.586,0.588,34,23,85,889,,11.9,2,,hassan-whiteside-1,411,Center,1.2,marshall,0.016,0.6,18.3,0.548,13.6,0.522,25.8,235,4.5,0.2,Hassan Whiteside,2009,1,Hassan Whiteside marshall,0.45,8.19,9.49,8.41,4.95,4.14,3.69,20.11,0.85,0.22,0.13,13.63,2.88,14.13,7.38,2125,,0,role_player
2011-12,27.3,5.6,6.8,big-east,4.1,18.5,2,0.462,286,0.462,132,0.587,0.708,33,33,82,908,2.8,8.6,1.9,21.7,henry-sims-1,419,Center,1.5,georgetown,0.003,0,13.7,0.524,20.3,0.463,27.3,245,3.9,0.174,Henry Sims,2011,4,Henry Sims georgetown,5.02,1.98,6.08,7.4,5.24,2.64,3.96,16.87,0.93,0.04,0,8.72,4.1,12.56,5.81,1399,,0,role_player
2005-06,4.5,7.1,,big-east,,,3.5,0.611,194,0.608,118,0.686,0.692,34,33,83,943,,,2.4,,hilton-armstrong-1,,Center,,connecticut,0.01,0.5,12.5,0.64,23,0.609,16.3,235,5.9,0.249,Hilton Armstrong,2005,4,Hilton Armstrong connecticut,1.06,4.54,6.7,5.64,3.9,2.88,3.99,13.96,0.89,0.08,0.04,9.59,3.27,8.14,4.96,1092,,0,scrub
2011-12,10.5,1.7,6.5,big-east,2.2,16.5,1.9,0.551,334,0.464,155,0.243,0.679,33,33,80,1025,4.4,5.5,2.5,19.1,hollis-thompson-1,381,Forward,1.4,georgetown,0.404,0.43,11.2,0.568,12.9,0.487,22.5,212,4.5,0.174,Hollis Thompson,2011,3,Hollis Thompson georgetown,1.91,0.59,5.42,3.16,2.15,1.68,2.77,16.51,0.86,5.27,2.26,7.1,2.15,7.77,3.79,2154,,0,role_player
1993-94,,,,big-east,,,,0.593,389,0.476,185,0.27,0.79,34,,74,1203,,,,,howard-eisley-1,,Guard,,boston-college,0.483,0.484,,0.62,16.4,0.468,,177,,,Howard Eisley,1993,4,Howard Eisley boston-college,5.19,0.07,,3.49,2.76,,3.09,18.09,1.7,6.25,3.03,3.86,2.86,6.68,3.13,1726,,0,role_player
1991-92,8.4,0.6,,acc,,,,0.598,474,0.508,241,0.357,0.828,33,30,77,1095,,,,,hubert-davis-1,,Guard,,north-carolina,0.418,0.429,3.8,0.638,7.5,0.565,24.3,183,,,Hubert Davis,1991,4,Hubert Davis north-carolina,1.9,0.26,,6.17,5.11,,1.53,25.83,1.53,7.23,3.11,2.78,1.64,10.08,5.7,1773,,0,role_player
2012-13,14.7,0.9,7.4,ovc,1.1,11.1,1.7,0.67,400,0.543,217,0.195,0.833,33,32,75,1102,6.3,1.4,3.9,24.2,ian-clark-1,512,Guard,2.8,belmont,0.555,0.459,6.3,0.688,16.8,0.646,24.6,175,5.6,0.202,Ian Clark,2012,4,Ian Clark belmont,2.87,0.29,3.48,2.83,2.36,0.44,2.32,21.81,1.92,8.06,3.7,3.92,3.19,6.46,4.17,1137,,0,scrub
2004-05,8.2,4.4,,pac-10,,,2.6,0.598,398,0.575,229,0.781,0.797,32,32,80,1164,,,5.8,,ike-diogu-1,,Forward,,arizona-state,0.113,0.4,15.3,0.663,17.4,0.598,27.3,250,8.4,0.29,Ike Diogu,2004,3,Ike Diogu arizona-state,1.48,2.58,6.67,10.69,8.52,4.05,3.02,24.88,0.62,1.55,0.62,10.72,3.95,12.13,7.25,1031,,0,scrub
2010-11,25.7,0.7,9.6,acc,4.2,16.4,2.1,0.454,436,0.406,177,0.401,0.806,31,31,77,992,5.4,5.7,2.8,25.4,iman-shumpert-1,528,Guard,5,georgia-tech,0.346,0.278,10.6,0.517,12.2,0.474,29.1,212,4.9,0.196,Iman Shumpert,2010,3,Iman Shumpert georgia-tech,4.35,0.24,5.24,7.06,5.69,2.14,3.47,21.65,3.43,6.09,1.69,7.38,2.9,11.49,5.44,1962,,0,role_player
1999-00,,,,big-sky,,,1.1,0.441,281,0.399,112,0.48,0.733,24,,78,703,,,0.9,,ime-udoka-1,,Forward,,portland-state,0.274,0.312,,0.503,,0.431,,215,1.9,0.109,Ime Udoka,1999,2,Ime Udoka portland-state,4.04,0.74,,7.68,5.63,,,19.74,2.16,4.38,1.37,9.9,,11.61,5.01,2144,,0,role_player
1996-97,,,,mac,,,2.2,0.606,231,0.597,138,0.32,0.662,29,,79,756,,,2.4,,ira-newble-1,,Center,,miami-oh,0.043,0.4,,0.618,,0.606,,220,4.7,0.247,Ira Newble,1996,2,Ira Newble miami-oh,1.85,1.22,,3.92,2.59,,,17.41,1.85,0.53,0.21,11.53,,11.69,7.09,1931,,0,role_player
2012-13,27.6,0.4,5.8,ovc,0,10,1.3,0.525,499,0.431,215,0.371,0.822,31,30,73,1131,5.8,2,4.5,25.2,isaiah-canaan-1,650,Guard,2.5,murray-state,0.509,0.37,5.9,0.576,14.3,0.494,30.9,195,5.9,0.207,Isaiah Canaan,2012,4,Isaiah Canaan murray-state,4.7,0.14,3.22,6.54,5.38,0.67,2.05,23.91,1.66,8.98,3.32,3.89,3.47,8.66,4.28,1966,,0,role_player
1992-93,,,,big-west,,,,0.565,548,0.515,282,0.431,0.826,28,,77,992,,,,,isaiah-rider-1,,Guard,,nevada-las-vegas,0.25,0.401,,0.617,,0.552,,215,,,Isaiah Rider,1992,2,Isaiah Rider nevada-las-vegas,2.86,0.73,,9.52,7.86,,,32.82,1.65,5.52,2.22,10.08,,16.57,9.15,2645,,0,starter
2010-11,32.7,0.2,8.1,pac-10,1.9,9.5,1.5,0.517,422,0.445,188,0.498,0.719,35,35,68,1115,6.2,2.5,4,22.9,isaiah-thomas-1,625,Guard,2.3,washington,0.408,0.349,6,0.563,16.6,0.512,26.2,185,5.5,0.199,Isaiah Thomas,2010,3,Isaiah Thomas washington,7.64,0.07,3.48,7.53,5.42,0.93,2.69,21.06,1.69,6.17,2.15,4.41,3.73,8.97,4.59,2497,,0,starter
2013-14,8.6,4,7.6,acc,1,23.1,1.9,0.511,499,0.473,236,0.429,0.748,35,35,80,1074,6.6,11.4,3.6,28.4,jabari-parker-1,623,Forward,2.1,duke,0.212,0.358,17.1,0.558,11.9,0.504,32.7,235,5.5,0.205,Jabari Parker,2013,1,Jabari Parker duke,1.53,1.6,7.49,7.97,5.96,3.91,3.09,24.95,1.38,3.95,1.42,11.4,3.02,14.64,7.37,2408,,0,starter
1999-00,,,,sec,,,2.5,0.576,282,0.553,156,0.596,0.595,34,,83,969,,,2.7,,jabari-smith-1,,Center,,louisiana-state,0.124,0.371,,0.587,19.6,0.579,,250,5.2,0.215,Jabari Smith,1999,2,Jabari Smith louisiana-state,3.1,1.36,,6.93,4.13,,3.47,17.54,0.99,1.44,0.54,9.87,3.63,10.2,5.9,648,,0,scrub
1996-97,,,,big-12,,,1.7,0.476,185,0.427,79,0.611,0.779,26,25,73,820,,,1.4,,jacque-vaughn-1,,Guard,,kansas,0.292,0.333,,0.553,21.1,0.466,,190,3.1,0.15,Jacque Vaughn,1996,4,Jacque Vaughn kansas,7.9,0.2,,5.51,4.29,,2.93,12.88,2.24,2.63,0.88,3.02,3.12,6.39,2.98,1620,,0,role_player
2011-12,13.5,3.1,13.8,big-east,5.4,22.6,3.1,0.568,436,0.498,217,0.372,0.735,35,35,78,1153,8.4,7,4.5,28.8,jae-crowder-1,551,Forward,4.3,marquette,0.406,0.345,14.7,0.598,7.9,0.602,23.4,235,7.6,0.263,Jae Crowder,2011,2,Jae Crowder marquette,2.53,1.21,7.77,5.62,4.13,2.43,3.23,21.3,3.05,6.14,2.12,10.2,1.53,8.99,5.41,2308,,0,starter
1997-98,,,,big-east,,,2,0.634,82,0.634,52,0.61,0.44,12,,81,,,,0.8,,jahidi-white-1,,Center,,georgetown,0,,,0.596,,0.634,,290,2.8,,Jahidi White,1997,4,Jahidi White georgetown,,,,,,,,,,,,,,,,1609,,0,role_player
2014-15,9.4,4.5,10.4,acc,2.7,18.2,2.2,0.664,420,0.664,279,0.462,0.51,38,38,83,1143,7.7,14.8,4.5,30.7,jahlil-okafor-1,609,Center,1.5,duke,0,,16.6,0.641,15.6,0.664,27.6,270,6.7,0.235,Jahlil Okafor,2014,1,Jahlil Okafor duke,1.71,1.89,6.58,6.79,3.46,4.69,2.83,22.99,1.01,0,0,11.27,3.32,14.7,9.76,1591,,0,role_player
2013-14,8.9,3.6,2.6,big-east,1.6,15.4,1.6,0.496,366,0.495,181,0.295,0.565,33,32,81,957,1.1,8,1.3,18.4,jakarr-sampson-1,400,Forward,1.3,st-johns-ny,0.014,0.2,11.8,0.508,11.1,0.499,24.9,214,2.8,0.119,JaKarr Sampson,2013,2,JaKarr Sampson st-johns-ny,1.63,1.34,5.6,4.51,2.55,2.84,3.85,17.72,0.88,0.21,0.04,8.44,2.17,15.09,7.52,1160,,0,scrub
1999-00,,,,big-east,,,2.5,0.571,191,0.571,109,0.545,0.683,34,,83,778,,,2,,jake-voskuhl-1,,Center,,connecticut,0,,,0.601,20.5,0.571,,245,4.5,0.231,Jake Voskuhl,1999,4,Jake Voskuhl connecticut,2.01,2.42,,5.35,3.65,,4.78,14.86,0.93,0,0,11.26,3.19,9.82,5.6,1606,,0,role_player
1993-94,,,,big-ten,,,,0.519,477,0.461,220,0.403,0.734,32,,80,1152,,,,,jalen-rose-1,,Guard,,michigan,0.325,0.355,,0.56,13,0.512,,210,,,Jalen Rose,1993,3,Jalen Rose michigan,4.38,0.21,,6.67,4.9,,2.92,22.08,1.32,5.38,1.91,6.28,2.95,11.18,5.73,2134,,0,role_player
1999-00,,,,sec,,,3.3,0.5,296,0.5,148,0.686,0.685,33,,83,978,,,2.2,,jamaal-magloire-1,,Center,,kentucky,0,,,0.554,19.5,0.5,,259,5.6,0.228,Jamaal Magloire,1999,4,Jamaal Magloire kentucky,0.74,2.33,,8.3,5.69,,3.72,17.79,0.7,0,0,12.27,3.89,12.11,6.05,2777,2004,1,all_star
2000-01,,,,big-12,,,2.8,0.453,348,0.399,139,0.532,0.692,31,31,75,999,,,1.2,,jamaal-tinsley-1,,Guard,,iowa-state,0.279,0.381,,0.508,21.2,0.406,,195,4,0.159,Jamaal Tinsley,2000,2,Jamaal Tinsley iowa-state,7.49,0.76,3.96,7.41,5.13,0.72,3.68,17.74,3.16,3.88,1.48,4.68,4.68,10.05,4.08,2442,,0,starter
1999-00,,,,big-ten,,,0.2,0.476,255,0.412,105,0.2,0.784,17,,78,577,,,0.7,,jamal-crawford-1,,Guard,,michigan,0.396,0.327,,0.507,16,0.468,,185,0.9,0.065,Jamal Crawford,1999,1,Jamal Crawford michigan,5.27,1.11,,3.54,2.77,,1.32,19.62,1.32,7,2.29,3.26,3.67,10.68,4.99,2811,,0,starter
1992-93,,,,sec,,,,0.555,526,0.492,259,0.369,0.67,34,,80,1109,,,,,jamal-mashburn-1,,Forward,,kentucky,0.342,0.367,,0.578,14.3,0.558,,240,,,Jamal Mashburn,1992,3,Jamal Mashburn kentucky,4.47,0.54,,7,4.69,,3.32,25.75,1.84,6.49,2.38,10.24,3.72,12.48,6.96,2980,,0,starter
2001-02,,,,pac-10,,,2.7,0.426,183,0.426,78,0.519,0.526,32,31,83,797,,,-0.2,,jamal-sampson-1,,Forward,,california,0,,,0.452,18.9,0.426,,235,2.5,0.127,Jamal Sampson,2001,1,Jamal Sampson california,1.91,2.71,6.52,4.77,2.51,3.96,4.27,10.34,0.75,0,0,10.49,2.66,9.18,3.91,329,,0,scrub
2003-04,,,,atlantic-10,,,2.6,0.549,493,0.475,234,0.302,0.792,32,32,73,1085,,,4,,jameer-nelson-1,,Guard,,saint-josephs,0.379,0.39,,0.584,13.9,0.526,,190,6.6,0.243,Jameer Nelson,2003,4,Jameer Nelson saint-josephs,6.27,0.04,4.31,5.49,4.35,1.22,2.18,24.29,3.28,6.89,2.69,5.53,3.35,11.28,5.94,2331,,0,starter
2009-10,16.5,2,,big-12,,12.9,1.7,0.532,494,0.457,226,0.522,0.81,33,33,78,1124,,6.7,5.2,,james-anderson-3,698,Guard,2.4,oklahoma-state,0.439,0.341,9.9,0.596,11.2,0.549,31.5,210,6.9,0.247,James Anderson,2009,3,James Anderson oklahoma-state,2.85,0.71,4.56,9.18,7.44,2.28,3.13,26.16,1.64,7.72,2.63,6.83,2.78,9.86,5.41,2309,,0,starter
2012-13,14.4,4.2,7.1,big-west,1.4,17,1.4,0.565,371,0.491,182,0.407,0.834,33,32,79,1093,5.7,6.9,3.4,25.3,james-ennis-1,517,Guard,3.1,long-beach-state,0.415,0.357,11.9,0.616,18.3,0.585,24.9,210,4.7,0.173,James Ennis,2012,2,James Ennis long-beach-state,2.56,1.57,5.71,5.53,4.61,2.38,2.74,19.95,2.12,5.64,2.01,8.09,3.62,7.94,4.65,1604,,0,role_player
2008-09,29.2,0.8,,pac-10,,,2,0.553,452,0.489,221,0.597,0.756,35,35,77,1254,,,5.1,,james-harden-1,,Guard,,arizona-state,0.361,0.356,10.4,0.607,16.9,0.564,32.5,218,7.2,0.229,James Harden,2008,2,James Harden arizona-state,4.72,0.35,4.69,8.61,6.51,1.53,3.16,22.46,1.88,5.2,1.85,6.22,3.76,9.22,5.2,2985,2013,1,all_star
2008-09,,,,acc,,,2.6,0.574,345,0.542,187,0.287,0.697,31,31,80,946,,,2.7,,james-johnson-2,,Forward,,wake-forest,0.2,0.319,,0.593,15.9,0.598,,245,5.3,0.224,James Johnson,2008,2,James Johnson wake-forest,2.62,2.03,7.82,4.19,2.92,3.34,3.85,19.66,1.86,2.92,0.93,11.16,3.13,11.67,6.98,1561,,0,role_player
2002-03,11.7,3.9,,big-east,,,2.3,0.504,351,0.447,157,0.405,0.831,28,28,80,957,,,2.4,,james-jones-1,,Forward,,miami-fl,0.285,0.4,10.2,0.564,14.2,0.466,24.9,225,4.6,0.194,James Jones,2002,4,James Jones miami-fl,2.05,2.09,4.89,5.94,4.93,2.17,3.18,19.73,1.84,4.18,1.67,7.06,2.88,10.49,4.89,1772,,0,role_player
1998-99,,,,atlantic-10,,,3.6,0.55,391,0.488,191,0.563,0.814,36,,80,1268,,,4.3,,james-posey-1,,Forward,,xavier,0.335,0.366,,0.615,19.2,0.55,,215,7.8,0.247,James Posey,1998,3,James Posey xavier,2.65,1.07,,6.94,5.65,,3.88,19.21,3.22,4.13,1.51,10.16,3.72,8.2,4.51,2518,,0,starter
1992-93,,,,sec,,,,0.501,481,0.42,202,0.353,0.682,29,27,74,1000,,,,,james-robinson-1,,Guard,,alabama,0.462,0.351,,0.532,14.2,0.479,,180,,,James Robinson,1992,3,James Robinson alabama,2.72,0.84,,6.8,4.64,,2.72,23.92,1.88,8.88,3.12,5.2,3.72,10.36,4.96,1627,,0,role_player
