level_0,assist_percentage,block_percentage,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_percentage,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,player_id,points_produced,position,steal_percentage,team_abbreviation,three_point_attempt_rate,three_point_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_percentage,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name,season,yrs_played,col_lkup,assists_per_40,blocks_per_40,defensive_rebounds_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,personal_fouls_per_40,points_per_40,steals_per_40,three_point_attempts_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40,max_mp,year,all_star_flag,class
1990-91,,,,pac-10,,,,0.503,302,0.48,145,0.513,0.794,29,,74,941,,,,,robert-pack-1,,Guard,,southern-california,0.182,0.255,,0.568,,0.53,,180,,,Robert Pack,1990,2,Robert Pack southern-california,6.55,0.04,,6.59,5.23,,,18.15,1.96,2.34,0.6,3.95,,10.5,5.57,1579,,0,role_player
2011-12,5.7,5.8,4.6,wcc,2.2,20.2,1.6,0.511,229,0.511,117,0.86,0.761,33,33,85,868,2.4,9.9,2.6,22.3,robert-sacre-1,370,Center,0.8,gonzaga,0.009,0,15.1,0.595,15.7,0.515,22.9,260,4.2,0.194,Robert Sacre,2011,5,Robert Sacre gonzaga,1.11,2.17,6.5,9.08,6.91,3.09,3.32,17.7,0.55,0.09,0,9.59,2.76,10.46,5.39,1133,,0,scrub
1997-98,,,,big-ten,,,2.7,0.579,387,0.579,224,0.419,0.642,34,,80,,,,3.4,,robert-traylor-1,,Center,,michigan,0.003,0,,0.595,,0.58,,284,6.1,,Robert Traylor,1997,3,Robert Traylor michigan,,,,,,,,,,,,,,,,1212,,0,scrub
2007-08,5.4,6.8,,pac-10,,,4.1,0.536,262,0.534,140,0.504,0.652,36,30,85,883,,,1.8,,robin-lopez-1,,Center,,stanford,0.004,1,13.3,0.565,16.2,0.533,22.7,255,5.9,0.269,Robin Lopez,2007,2,Robin Lopez stanford,1,3.76,5.03,5.98,3.9,4.21,4.26,16.63,0.82,0.05,0.05,9.24,2.85,11.82,6.3,991,,0,scrub
1998-99,,,,mvc,,,1.7,0.532,439,0.469,206,0.303,0.82,31,,77,1011,,,3.2,,rodney-buford-1,,Forward,,creighton,0.285,0.44,,0.574,12.5,0.481,,189,4.8,0.191,Rodney Buford,1998,4,Rodney Buford creighton,2.69,0.32,,5.26,4.31,,2.22,22.79,2.33,4.95,2.18,8.78,2.85,12.42,5.97,1769,,0,role_player
2005-06,,,,cusa,,,2.6,0.537,505,0.436,220,0.261,0.712,37,29,79,1027,,,2.9,,rodney-carney-1,,Forward,,memphis,0.517,0.391,,0.56,8.7,0.484,,205,5.5,0.214,Rodney Carney,2005,4,Rodney Carney memphis,1.83,0.97,3.93,5.14,3.66,2.22,3.27,24.77,1.91,10.17,3.97,6.15,2.1,9.5,4.6,1199,,0,scrub
2013-14,13.2,0.8,7.2,acc,0.9,11.7,1.2,0.55,412,0.464,191,0.328,0.807,35,33,80,1150,6.3,2.9,3.6,20.1,rodney-hood-1,507,Forward,1.3,duke,0.41,0.42,7.2,0.59,10.2,0.494,23.8,215,4.9,0.17,Rodney Hood,2013,2,Rodney Hood duke,2.61,0.31,3.79,4.7,3.79,1.01,3.17,19.55,0.87,5.88,2.47,4.8,1.88,8.45,4.17,2541,,0,starter
1992-93,,,,acc,,,,0.582,431,0.555,239,0.434,0.717,30,29,79,981,,,,,rodney-rogers-1,,Forward,,wake-forest,0.155,0.358,,0.612,15.7,0.591,,235,,,Rodney Rogers,1992,3,Rodney Rogers wake-forest,2.77,1.14,,7.62,5.46,,3.26,25.93,2.2,2.73,0.98,9.01,3.96,14.84,8.77,2480,,0,starter
2006-07,,,,big-sky,,,0.5,0.496,501,0.453,227,0.507,0.846,29,29,77,965,,,3.1,,rodney-stuckey-1,,Guard,,eastern-washington,0.321,0.267,,0.573,13.6,0.541,,205,3.6,0.149,Rodney Stuckey,2006,2,Rodney Stuckey eastern-washington,6.63,0.37,4.15,10.53,8.91,1.45,2.82,29.51,2.94,6.67,1.78,5.6,4.06,14.09,7.63,2517,,0,starter
2001-02,,,,acc,,,1.1,0.511,396,0.409,162,0.381,0.881,29,29,77,1046,,,2.8,,roger-mason-1,,,,virginia,0.558,0.367,,0.575,15.5,0.463,,200,3.9,0.149,Roger Mason,2001,3,Roger Mason virginia,4.55,0.46,2.91,5.77,5.09,0.65,2.45,20.57,1.03,8.45,3.1,3.56,3.29,6.69,3.1,1708,,0,role_player
1996-97,,,,sec,,,3.2,0.533,603,0.493,297,0.174,0.781,40,,79,1299,,,3.4,,ron-mercer-1,,Forward,,kentucky,0.234,0.348,,0.555,9.4,0.537,,210,6.6,0.204,Ron Mercer,1996,2,Ron Mercer kentucky,2.99,0.31,,3.23,2.53,,2.93,22.32,2.03,4.34,1.51,6.47,2.09,14.23,7.64,2662,,0,starter
2002-03,15.2,0.5,,sec,,,1.9,0.547,376,0.529,199,0.364,0.679,32,32,79,1063,,,2.7,,ronald-dupree-1,,Forward,,louisiana-state,0.098,0.351,13.8,0.571,12.7,0.549,24.2,209,4.6,0.174,Ronald Dupree,2002,4,Ronald Dupree louisiana-state,2.9,0.3,6.47,5.16,3.5,2.9,2.97,18.97,0.83,1.39,0.49,9.37,2.41,12.76,7,893,,0,scrub
2014-15,10.1,3.4,9.4,pac-12,5,20.1,2.9,0.513,275,0.502,138,0.745,0.707,38,25,79,1090,4.4,9,3.1,21.8,rondae-hollis-jefferson-1,435,Forward,2.4,arizona,0.105,0.207,14.8,0.573,13.7,0.537,20.5,215,5.9,0.218,Rondae Hollis-Jefferson,2014,2,Rondae Hollis-Jefferson arizona,2.17,1.17,6.72,7.52,5.32,2.83,3.45,15.67,1.61,1.06,0.22,9.54,2.17,9.03,4.84,1920,,0,role_player
2005-06,19.7,1,,sec,,,2.7,0.498,447,0.441,197,0.43,0.75,32,31,79,1112,,,2.6,,ronnie-brewer-1,,Guard,,arkansas,0.338,0.338,8,0.547,11.5,0.493,27.1,220,5.3,0.19,Ronnie Brewer,2005,3,Ronnie Brewer arkansas,3.74,0.54,4.14,6.91,5.18,1.4,1.65,21.19,2.99,5.43,1.83,5.54,2.52,10.65,5.25,2605,,0,starter
2004-05,,,,independent,,,,0.502,536,0.427,229,0.336,0.789,28,28,74,1042,,,,,ronnie-price-1,,Guard,,,0.416,0.359,,0.547,12,0.476,,190,,,Ronnie Price,2004,4,Ronnie Price ,3.22,0.23,3.57,6.91,5.45,0.92,2.46,26.1,1.96,8.56,3.07,4.49,3.26,12.02,5.72,738,,0,scrub
2004-05,9.4,4.1,,wcc,,,2.3,0.511,309,0.508,157,0.838,0.683,31,31,82,967,,,2.5,,ronny-turiaf-1,,Forward,,gonzaga,0.023,0.286,17.7,0.571,13.9,0.513,25.8,249,4.8,0.198,Ronny Turiaf,2004,4,Ronny Turiaf gonzaga,1.99,2.44,9.14,10.71,7.32,3.06,3.43,20.39,0.5,0.29,0.08,12.2,2.9,12.49,6.41,1696,,0,role_player
2007-08,16.6,6.3,,big-east,,,3.3,0.614,294,0.609,179,0.49,0.646,34,34,86,894,,,3.5,,roy-hibbert-1,,Center,,georgetown,0.01,1,14.5,0.626,13.6,0.605,25.9,278,6.8,0.305,Roy Hibbert,2007,4,Roy Hibbert georgetown,2.82,3.36,6.31,6.44,4.16,3.36,4.12,20.31,0.81,0.13,0.13,9.66,2.55,13.02,7.87,2244,2012,1,all_star
1997-98,,,,cusa,,,1.7,0.511,231,0.472,109,0.554,0.602,19,,77,,,,1.3,,ruben-patterson-1,,Forward,,cincinnati,0.29,0.269,,0.536,,0.555,,224,3,,Ruben Patterson,1997,2,Ruben Patterson cincinnati,,,,,,,,,,,,,,,,2097,,0,role_player
2005-06,12.6,3.2,,big-east,,,3.5,0.495,406,0.461,187,0.34,0.732,33,33,81,1015,,,1.7,,rudy-gay-1,,Forward,,connecticut,0.217,0.318,10.8,0.533,14.8,0.5,25.2,220,5.2,0.204,Rudy Gay,2005,2,Rudy Gay connecticut,2.68,2.05,5.67,5.44,3.98,2.6,2.96,19.82,2.29,3.47,1.1,8.28,3.23,12.53,6.27,3175,,0,starter
1989-90,,,,big-ten,,,,0.549,410,0.49,201,0.451,0.676,30,30,74,1020,,,,,rumeal-robinson-1,,Guard,,michigan,0.285,0.41,,0.577,19.3,0.522,,195,,,Rumeal Robinson,1989,3,Rumeal Robinson michigan,7.22,0.59,,7.25,4.9,,3.84,22.55,1.61,4.59,1.88,3.57,4.67,11.49,6,2220,,0,starter
2007-08,24.4,0.4,,pac-10,,,3.3,0.499,391,0.465,182,0.384,0.713,39,34,75,1318,,,2,,russell-westbrook-1,,Guard,,ucla,0.197,0.338,7.1,0.538,17.2,0.497,21.8,187,5.3,0.161,Russell Westbrook,2007,2,Russell Westbrook ucla,5.07,0.21,2.79,4.55,3.25,1.85,2.82,15.08,1.91,2.34,0.79,4.64,2.91,9.53,4.73,2847,2011,1,all_star
1995-96,,,,acc,,,0.9,0.631,221,0.484,107,0.226,0.88,32,27,74,979,,,3,,rusty-larue-1,,Guard,,wake-forest,0.633,0.464,,0.66,17.2,0.519,,210,4,0.162,Rusty LaRue,1995,4,Rusty LaRue wake-forest,2.53,0.12,,2.04,1.8,,2.08,13.2,1.14,5.72,2.66,3.92,2.08,3.31,1.72,732,,0,scrub
2007-08,9.7,1.1,,pac-10,,,1.1,0.559,469,0.49,230,0.424,0.869,33,33,81,1082,,,4.4,,ryan-anderson-1,,Forward,,california,0.333,0.41,17.9,0.618,11.6,0.53,29.4,216,5.5,0.204,Ryan Anderson,2007,2,Ryan Anderson california,1.74,0.67,8.43,7.36,6.4,3.7,2.62,25.77,0.44,5.77,2.37,12.13,2.74,11.57,6.14,1964,,0,role_player
1997-98,,,,big-ten,,,3.3,0.618,272,0.603,164,0.592,0.689,31,,79,,,,3.4,,ryan-bowen-1,,Forward,,iowa,0.055,0.533,,0.641,,0.607,,215,6.7,,Ryan Bowen,1997,4,Ryan Bowen iowa,,,,,,,,,,,,,,,,1686,,0,role_player
2004-05,,,,big-east,,,1.3,0.548,498,0.496,247,0.323,0.77,31,31,79,1161,,,3.7,,ryan-gomes-1,,Forward,,providence,0.275,0.38,,0.583,11.7,0.54,,250,5,0.173,Ryan Gomes,2004,4,Ryan Gomes providence,3.45,0.17,5.82,5.55,4.27,2.96,1.72,23.08,1.62,4.72,1.79,8.79,2.62,12.44,6.72,2614,,0,starter
2005-06,2.9,3.2,,pac-10,,,2.1,0.619,134,0.619,83,0.806,0.602,33,24,85,710,,,1.8,,ryan-hollins-1,,Center,,ucla,0,,14.2,0.623,17,0.619,16.9,230,3.9,0.22,Ryan Hollins,2005,4,Ryan Hollins ucla,0.56,1.63,5.18,6.08,3.66,3.66,4.73,13.01,0.39,0,0,8.85,2.14,7.55,4.68,1223,,0,scrub
2012-13,11,5.4,11.1,acc,4,15.4,1.1,0.535,212,0.453,96,0.401,0.812,23,23,83,664,7.2,6.9,2.4,23.5,ryan-kelly-3,286,Forward,1.4,duke,0.392,0.422,11.2,0.586,8.4,0.473,21.4,230,3.5,0.21,Ryan Kelly,2012,4,Ryan Kelly duke,2.29,2.23,5.12,5.12,4.16,2.23,3.31,17.83,0.96,5,2.11,7.35,1.39,7.77,3.67,1312,,0,role_player
1992-93,,,,acc,,,,0.556,466,0.502,234,0.348,0.759,35,35,75,1298,,,,,sam-cassell-1,,Guard,,florida-state,0.281,0.382,,0.59,15.3,0.549,,185,,,Sam Cassell,1992,2,Sam Cassell florida-state,5.24,0.31,,4.99,3.79,,3.36,19.75,2.99,4.04,1.54,4.68,3.02,10.32,5.67,1882,,0,role_player
2014-15,8.6,1.5,10.4,big-ten,1.8,14.8,1.9,0.586,406,0.525,213,0.278,0.708,40,40,81,1239,8.5,8.4,5.1,25.5,sam-dekker-1,519,Forward,1.1,wisconsin,0.372,0.331,11.7,0.605,7.3,0.639,23.2,230,7,0.225,Sam Dekker,2014,3,Sam Dekker wisconsin,1.58,0.58,4.62,3.65,2.58,2.49,1.36,17.95,0.68,4.87,1.61,7.1,1.16,8.23,5.26,1419,,0,role_player
1991-92,,,,swc,,,,0.554,369,0.482,178,0.469,0.775,31,25,79,855,,,,,sam-mack-1,,Guard,,houston,0.363,0.396,,0.602,12.9,0.532,,220,,,Sam Mack,1991,2,Sam Mack houston,2.01,0.51,,8.09,6.27,,3.84,25.4,1.5,6.27,2.48,8.47,3.13,10.99,5.85,1414,,0,role_player
2008-09,7.1,2.1,,big-east,,,3.1,0.554,520,0.502,261,0.296,0.74,36,36,78,1146,,,3.9,,sam-young-1,,Forward,,pittsburgh,0.279,0.372,11.2,0.582,12.9,0.552,29,220,6.9,0.242,Sam Young,2008,4,Sam Young pittsburgh,1.4,1.05,5.45,5.38,3.98,2.41,2.09,24.08,1.22,5.06,1.88,7.85,3.07,13.09,7.23,1577,,0,role_player
1995-96,,,,cusa,,,1.1,0.599,207,0.599,124,0.551,0.614,21,,81,634,,,2.1,,samaki-walker-1,,Center,,louisville,0.005,0,,0.609,15.8,0.602,,240,3.2,0.202,Samaki Walker,1995,2,Samaki Walker louisville,1.45,2.71,,7.19,4.42,,3.34,20.06,1.07,0.06,0,9.91,3.09,13,7.82,1027,,0,scrub
2000-01,,,,big-east,,,1.7,0.565,177,0.565,100,0.407,0.556,29,27,83,622,,,1.1,,samuel-dalembert-1,,Center,,seton-hall,0,,,0.568,20.7,0.565,,250,2.9,0.184,Samuel Dalembert,2000,2,Samuel Dalembert seton-hall,0.58,3.86,7.46,4.63,2.57,3.22,6.11,15.43,0.9,0,0,10.68,3.54,11.38,6.43,2197,,0,role_player
1996-97,,,,big-12,,,3.7,0.531,178,0.528,94,0.787,0.707,28,26,83,702,,,1.7,,scot-pollard-1,,Center,,kansas,0.006,1,,0.589,14.7,0.525,,265,5.3,0.304,Scot Pollard,1996,4,Scot Pollard kansas,1.08,4.16,,7.98,5.64,,3.87,16.41,1.99,0.06,0.06,13.22,2.39,10.09,5.3,1658,,0,role_player
1992-93,,,,big-east,,,,0.482,353,0.411,145,0.295,0.76,26,,79,861,,,,,scott-burrell-1,,Guard,,connecticut,0.411,0.345,,0.521,13.5,0.457,,218,,,Scott Burrell,1992,4,Scott Burrell connecticut,2.51,1.3,,4.83,3.67,,3.53,19.47,2.93,6.74,2.32,7.25,2.93,9.66,4.41,2014,,0,role_player
1998-99,,,,sec,,,2.9,0.557,335,0.466,156,0.412,0.681,37,,81,1075,,,2.9,,scott-padgett-1,,Forward,,kentucky,0.478,0.381,,0.583,14.1,0.543,,240,5.8,0.217,Scott Padgett,1998,4,Scott Padgett kentucky,3.57,0.89,,5.13,3.5,,3.13,17.38,1.75,5.95,2.27,8.07,2.46,6.51,3.53,1321,,0,role_player
1989-90,,,,acc,,,,0.555,343,0.554,190,0.455,0.615,33,30,82,813,,,,,scott-williams-1,,Forward,,north-carolina,0.02,0.143,,0.572,14.7,0.563,,230,,,Scott Williams,1989,4,Scott Williams north-carolina,1.23,2.02,,7.68,4.72,,5.61,23.47,1.77,0.34,0.05,11.81,3.54,16.53,9.3,1369,,0,role_player
1998-99,,,,acc,,,0,0.5,2,0.5,1,1,0,16,,69,,,,0,,scott-williams-2,,Guard,,north-carolina,0.5,0,,0.339,,1,,,0,,Scott Williams,1998,2,Scott Williams north-carolina,,,,,,,,,,,,,,,,1369,,0,role_player
1989-90,,,,big-ten,,,,0.541,302,0.47,142,0.152,0.804,26,19,81,728,,,,,sean-higgins-1,,Forward,,michigan,0.338,0.422,,0.562,14.1,0.495,,205,,,Sean Higgins,1989,3,Sean Higgins michigan,3.24,0.6,,2.53,2.03,,3.24,20,0.6,5.6,2.36,5.11,2.91,10.99,5.44,735,,0,scrub
2013-14,18.5,0.1,11.7,aac,3,11.5,2.4,0.515,506,0.423,214,0.421,0.845,34,33,76,1149,8.8,3.6,4.7,26.2,sean-kilpatrick-1,631,Guard,2.6,cincinnati,0.528,0.348,7.5,0.577,10.3,0.506,30.6,210,7.2,0.25,Sean Kilpatrick,2013,4,Sean Kilpatrick cincinnati,2.99,0.03,3.83,7.42,6.27,1.25,1.6,24.4,1.67,9.3,3.24,5.08,2.44,8.32,4.21,1754,,0,role_player
1997-98,,,,pac-10,,,1.8,0.483,201,0.478,96,0.448,0.689,26,,82,,,,0.9,,sean-marks-1,,Forward,,california,0.055,0.182,,0.525,,0.495,,250,2.7,,Sean Marks,1997,4,Sean Marks california,,,,,,,,,,,,,,,,319,,0,scrub
2004-05,11.7,2.5,,acc,,,3.6,0.567,402,0.567,228,0.627,0.758,37,36,81,992,,,4.1,,sean-may-1,,Center,,north-carolina,0.007,0,21.8,0.62,15.3,0.571,27.6,266,7.7,0.311,Sean May,2004,3,Sean May north-carolina,2.5,1.53,10.28,10.16,7.7,5.73,3.55,26.09,1.73,0.12,0,16.01,3.79,16.09,9.19,838,,0,scrub
1991-92,10.7,3.3,,pac-10,,,,0.565,323,0.56,181,0.666,0.651,31,29,82,878,,,,,sean-rooks-1,,Center,,arizona,0.015,0.6,12.3,0.594,13.8,0.56,25.6,250,,,Sean Rooks,1991,4,Sean Rooks arizona,2.46,1.46,,9.79,6.38,,3.78,23.01,1.23,0.23,0.14,9.75,3.1,14.49,8.11,2405,,0,starter
2006-07,7.4,10.3,,acc,,,1.3,0.548,115,0.548,63,0.696,0.7,15,15,82,483,,,1.1,,sean-williams-1,,Forward,,boston-college,0,,12.8,0.595,18.6,0.548,20,235,2.3,0.194,Sean Williams,2006,3,Sean Williams boston-college,1.49,6.21,5.63,6.63,4.64,2.98,3.98,15.07,1.74,0,0,8.61,2.9,9.52,5.22,1278,,0,scrub
2012-13,9.7,0.5,9.8,acc,1.8,7.3,1.2,0.577,424,0.465,197,0.358,0.809,35,35,74,1130,8,2.2,4.5,22.7,seth-curry-1,531,Guard,1.6,duke,0.512,0.438,4.8,0.617,7.8,0.493,24.5,185,5.7,0.201,Seth Curry,2012,4,Seth Curry duke,1.91,0.21,2.44,5.38,4.35,0.71,2.12,21.66,1.06,7.68,3.36,3.15,1.49,7.33,3.61,2029,,0,role_player
2012-13,5.8,0.4,4.7,pac-12,-1.1,9.3,0.8,0.487,456,0.443,202,0.395,0.711,32,30,78,987,5.8,9.9,2.9,21.9,shabazz-muhammad-1,520,Guard,1.3,ucla,0.232,0.377,9.6,0.528,8.6,0.463,29.8,225,3.7,0.149,Shabazz Muhammad,2012,1,Shabazz Muhammad ucla,1.09,0.16,3.24,7.29,5.19,3.53,2.15,23.18,0.93,4.3,1.62,6.77,2.07,14.18,6.57,1682,,0,role_player
2013-14,30.8,1,12,aac,4.5,15,3.1,0.517,496,0.429,213,0.48,0.87,40,40,73,1404,7.5,3.4,4.9,25.5,shabazz-napier-1,745,Guard,3.2,connecticut,0.433,0.405,9.7,0.591,15.8,0.448,27.5,180,7.9,0.226,Shabazz Napier,2013,4,Shabazz Napier connecticut,5.56,0.37,5.58,6.78,5.9,1.08,2.39,20.51,2.08,6.13,2.48,6.67,3.25,8.01,3.59,1535,,0,role_player
1997-98,,,,acc,,,1.6,0.589,428,0.488,209,0.341,0.911,38,,73,,,,4.9,,shammond-williams-1,,Guard,,north-carolina,0.502,0.4,,0.64,,0.577,,201,6.6,,Shammond Williams,1997,4,Shammond Williams north-carolina,,,,,,,,,,,,,,,,1238,,0,scrub
1995-96,,,,sec,,,2.3,0.563,327,0.538,176,0.437,0.657,31,,78,891,,,2.7,,shandon-anderson-1,,Forward,,georgia,0.159,0.308,,0.585,16.5,0.582,,208,5,0.222,Shandon Anderson,1995,4,Shandon Anderson georgia,3.73,0.67,,6.42,4.22,,3.28,20.74,2.51,2.33,0.72,7.68,3.5,12.35,7.18,2700,,0,starter
2000-01,,,,acc,,,5.3,0.587,533,0.471,251,0.358,0.796,39,39,80,1363,,,4.9,,shane-battier-1,,Forward,,duke,0.555,0.419,,0.624,8.8,0.536,,220,10.1,0.298,Shane Battier,2000,4,Shane Battier duke,2.11,2.58,5.61,5.61,4.46,2.76,2.35,22.83,2.41,8.69,3.64,8.36,1.76,6.96,3.73,3097,,0,starter
2012-13,26.1,0.3,9.1,acc,3.8,11.4,2.3,0.569,382,0.479,183,0.293,0.777,36,35,71,1311,5.2,1.6,4.3,22.6,shane-larkin-1,537,Guard,3.4,miami-fl,0.445,0.406,6.5,0.6,15.9,0.538,21.3,176,6.5,0.199,Shane Larkin,2012,2,Shane Larkin miami-fl,5,0.12,3.69,3.42,2.65,0.52,1.8,15.93,2.17,5.19,2.11,4.21,2.5,6.47,3.48,1865,,0,role_player
2005-06,16.3,0.3,,big-ten,,,1.2,0.54,433,0.467,202,0.326,0.83,34,34,76,1196,,,3.3,,shannon-brown-1,,Guard,,michigan-state,0.379,0.39,7.8,0.585,14.5,0.513,25.4,205,4.5,0.151,Shannon Brown,2005,3,Shannon Brown michigan-state,3.11,0.17,3.75,4.72,3.91,1.27,2.61,19.57,1.67,5.48,2.14,5.02,2.84,9,4.62,1700,,0,role_player
1995-96,,,,pac-10,,,2.3,0.528,398,0.518,206,0.626,0.683,28,,81,972,,,3.1,,shareef-abdur-rahim-1,,Forward,,california,0.053,0.381,,0.571,14.4,0.525,,225,5.4,0.221,Shareef Abdur-Rahim,1995,1,Shareef Abdur-Rahim california,1.19,1.44,,10.25,7,,2.39,24.28,2.14,0.86,0.33,9.71,3.58,15.51,8.15,3223,,0,starter
1993-94,8.2,9.5,,acc,,,,0.525,354,0.525,186,0.658,0.644,34,33,83,1027,,,,,sharone-wright-1,,Center,,clemson,0.006,0,19.1,0.562,18.3,0.528,25.8,260,,,Sharone Wright,1993,3,Sharone Wright clemson,1.6,3.86,,9.07,5.84,,3.66,20.33,0.93,0.08,0,14.1,4.05,13.71,7.24,2044,,0,role_player
2004-05,,,,acc,,,2.1,0.406,117,0.393,46,0.513,0.533,29,20,82,548,,,-0.2,,shavlik-randolph-1,,Forward,,duke,0.111,0.231,,0.436,17.1,0.413,,240,1.9,0.136,Shavlik Randolph,2004,3,Shavlik Randolph duke,1.97,3.21,5.11,4.38,2.34,4.01,6.5,9.27,2.19,0.95,0.22,9.12,2.19,7.59,3.14,487,,0,scrub
1990-91,,,,wac,,,,0.519,361,0.518,187,0.512,0.692,34,34,90,984,,,,,shawn-bradley-1,,Center,,brigham-young,0.003,1,,0.56,14.6,0.517,,235,,,Shawn Bradley,1990,1,Shawn Bradley brigham-young,1.67,7.2,,7.52,5.2,,4.43,20.45,0.93,0.04,0.04,10.65,3.13,14.63,7.56,2365,,0,starter
1998-99,,,,wac,,,3,0.553,418,0.529,221,0.266,0.73,29,,79,954,,,3,,shawn-marion-1,,Forward,,nevada-las-vegas,0.16,0.299,,0.577,8,0.573,,220,6,0.253,Shawn Marion,1998,1,Shawn Marion nevada-las-vegas,1.51,2.26,,4.65,3.4,,2.52,22.77,3.06,2.81,0.84,11.28,1.72,14.72,8.43,3373,2003,1,all_star
1994-95,,,,big-ten,,,,0.596,484,0.473,229,0.331,0.869,28,28,73,940,,,,,shawn-respert-1,,Guard,,michigan-state,0.519,0.474,,0.639,12.6,0.472,,195,,,Shawn Respert,1994,5,Shawn Respert michigan-state,3.62,0.04,,6.81,5.91,,3.06,30.47,1.62,10.68,5.06,4.72,3.45,9.91,4.68,911,,0,scrub
2005-06,,,,cusa,,,3.7,0.48,375,0.416,156,0.387,0.786,36,34,81,1002,,,1.7,,shawne-williams-1,,Forward,,memphis,0.411,0.312,,0.534,15.4,0.489,,225,5.3,0.213,Shawne Williams,2005,1,Shawne Williams memphis,2.67,1.96,6.39,5.79,4.55,2.48,4.19,18.92,2,6.15,1.92,8.86,3.23,8.82,4.31,1323,,0,role_player
1993-94,,,,big-east,,,,0.53,266,0.53,141,0.44,0.59,22,,82,727,,,,,shawnelle-scott-1,,Center,,st-johns-ny,0.004,0,,0.546,12.5,0.532,,250,,,Shawnelle Scott,1993,4,Shawnelle Scott st-johns-ny,1.54,1.49,,6.44,3.8,,3.58,19.31,1.38,0.06,0,11.17,2.53,14.58,7.76,252,,0,scrub
2005-06,6.8,7.5,,acc,,,4.5,0.58,410,0.578,237,0.659,0.744,36,36,81,1198,,,4.6,,shelden-williams-1,,Forward,,duke,0.015,0.333,18.5,0.629,14.2,0.582,25.8,250,9.1,0.305,Shelden Williams,2005,4,Shelden Williams duke,1.3,4.57,8.91,9.02,6.71,3.91,3.81,22.6,2,0.2,0.07,12.82,2.97,13.49,7.85,1514,,0,role_player
2010-11,24.9,0.3,6.6,horizon,1,14.4,1.6,0.496,493,0.408,201,0.316,0.769,38,37,75,1219,5.6,2.6,3.3,21,shelvin-mack-1,593,Guard,1.5,butler,0.499,0.354,8.4,0.537,14.1,0.462,28.6,215,5,0.163,Shelvin Mack,2010,3,Shelvin Mack butler,4.3,0.1,4.69,5.12,3.94,0.89,2.17,19.98,0.98,8.07,2.85,5.58,3.05,8.11,3.74,1490,,0,role_player
2001-02,,,,atlantic-10,,,0.6,0.514,353,0.433,153,0.388,0.73,28,26,76,980,,,2.1,,smush-parker-1,,Guard,,fordham,0.493,0.328,,0.554,22.6,0.536,,190,2.7,0.111,Smush Parker,2001,1,Smush Parker fordham,5.1,0.29,3.51,5.59,4.08,1.47,2.9,18.9,2.61,7.1,2.33,4.98,4.98,7.31,3.92,2773,,0,starter
2012-13,16.8,1.8,8.3,pac-12,2.7,13.9,1.8,0.541,345,0.458,158,0.359,0.766,35,35,79,1154,5.6,6.6,3.3,20.1,solomon-hill-1,468,Forward,2.1,arizona,0.423,0.39,10.2,0.579,16,0.508,21.4,220,5.1,0.176,Solomon Hill,2012,4,Solomon Hill arizona,3.29,0.69,4.37,4.3,3.29,2.11,2.63,16.22,1.39,5.06,1.98,6.48,2.67,6.9,3.5,2381,,0,starter
2005-06,9.5,6.4,,big-east,,,1.8,0.484,287,0.484,139,0.47,0.778,29,29,82,1056,,,1.8,,solomon-jones-1,,Center,,south-florida,0.007,0,16.5,0.545,22.3,0.488,22.5,230,3.6,0.137,Solomon Jones,2005,2,Solomon Jones south-florida,1.48,3.37,7.27,5.11,3.98,3.52,3.75,14.51,0.95,0.08,0,10.8,3.83,10.8,5.27,675,,0,scrub
2007-08,17.3,0.5,,sec,,,1.6,0.527,425,0.464,197,0.179,0.803,34,34,78,1067,,,2.2,,sonny-weems-1,,Forward,,arkansas,0.344,0.37,8.3,0.552,17.2,0.513,25.4,203,3.8,0.141,Sonny Weems,2007,2,Sonny Weems arkansas,3.34,0.3,3.6,2.85,2.29,2.1,2.77,19.08,1.69,5.47,2.02,5.7,3.6,10.46,5.36,1413,,0,role_player
1999-00,,,,america-east,,,3.2,0.518,538,0.47,253,0.362,0.764,31,,71,1089,,,3.8,,speedy-claxton-1,,Guard,,hofstra,0.249,0.381,,0.56,13.8,0.5,,166,7,0.258,Speedy Claxton,1999,4,Speedy Claxton hofstra,6.83,0.18,,7.16,5.47,,2.61,25.93,3.75,4.92,1.87,6.17,3.71,14.84,7.42,1866,,0,role_player
2013-14,26.3,0.8,10.1,pac-12,3.9,9.6,0.8,0.565,131,0.466,61,0.908,0.857,17,17,78,529,6.2,1.8,2.2,24.8,spencer-dinwiddie-1,248,Guard,2.9,colorado,0.481,0.413,5.8,0.667,13.8,0.515,21,200,3.1,0.231,Spencer Dinwiddie,2013,3,Spencer Dinwiddie colorado,4.84,0.3,3.33,9,7.71,0.6,2.42,18.9,1.97,4.76,1.97,3.93,2.27,5.14,2.65,2306,,0,starter
