col_lkup,height,position,steals,blocks,minutes_played,personal_fouls,assists,free_throw_attempts,free_throws,offensive_rebounds,defensive_rebounds,points,total_rebounds,turnovers,two_point_attempts,two_pointers,three_point_attempts,three_pointers,yrs_played,steals_per_40,blocks_per_40,personal_fouls_per_40,assists_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,defensive_rebounds_per_40,points_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40,three_point_attempts_per_40,three_pointers_per_40,free_throw_percentage,three_point_percentage,two_point_percentage,max_season,nba_value_over_replacement_player,nba_steals,nba_blocks,nba_minutes_played,nba_assists,nba_turnovers,nba_attempted_three_point_field_goals,nba_attempted_free_throws,nba_steals_per_40,nba_blocks_per_40,nba_assists_per_40,nba_turnovers_per_40,nba_attempted_three_point_field_goals_per_40,nba_attempted_free_throws_per_40,nba_three_point_percentage,nba_free_throw_percentage,nba_assist_percentage,nba_block_percentage,nba_steal_percentage,nba_usage_percentage,nba_total_rebound_percentage,nba_true_shooting_percentage,nba_turnover_percentage
Jason Caffey alabama,80,Forward,67,67,2895,290,120,448,259,0,0,1239,751,283,941,484,18,4,4,0.93,0.93,4.01,1.66,6.19,3.58,0,0,17.12,10.38,3.91,13,6.69,0.25,0.06,0.577928571,0.222388889,0.514597237,1994,-1.6,86,45,4249,198,325,5,577,0.81,0.42,1.86,3.06,0.05,5.43,0,0.644658355,7.304683455,0.793433749,1.078924453,19.49486938,12.5921864,0.526761944,17.41241469
Jason Collier georgia-tech,85,Center,60,110,3458,243,118,447,318,0,0,1345,693,256,858,410,187,69,4,0.69,1.27,2.81,1.36,5.17,3.68,0,0,15.56,8.02,2.96,9.92,4.74,2.16,0.8,0.711592841,0.369208556,0.477902098,1999,-0.7,21,19,1236,33,57,6,143,0.68,0.61,1.07,1.84,0.19,4.63,0.166666667,0.769230769,4.577669903,1.088673139,0.924757282,18.07977346,11.92969256,0.508755663,11.56124595
Jason Collins stanford,85,Center,34,89,2447,162,55,348,249,92,173,785,484,108,401,250,27,12,4,0.56,1.45,2.65,0.9,5.69,4.07,1.5,2.83,12.83,7.91,1.77,6.55,4.09,0.44,0.2,0.715741379,0.444888889,0.623648379,2000,-0.3,214,218,8069,426,345,14,793,1.06,1.08,2.11,1.71,0.07,3.93,0.214285714,0.716267339,8.171545421,2.066104846,1.410670467,12.25726856,11.24538357,0.494983517,16.06896765
Jason Hart syracuse,75,Guard,329,14,4149,263,709,441,314,0,0,1503,433,313,911,386,426,139,4,3.17,0.13,2.54,6.84,4.25,3.03,0,0,14.49,4.17,3.02,8.78,3.72,4.11,1.34,0.711845805,0.326314554,0.423554336,1999,1.9,134,20,2649,461,141,106,249,2.02,0.3,6.96,2.13,1.6,3.76,0.349056604,0.787148594,28.58391846,0.604681012,2.638769347,16.93593809,6.29592299,0.528867497,14.22302756
Jason Kapono ucla,80,Forward,108,8,4313,294,265,458,380,153,350,2095,647,286,781,382,710,317,4,1,0.07,2.73,2.46,4.25,3.52,1.42,3.25,19.43,6,2.65,7.24,3.54,6.58,2.94,0.8294869,0.44668169,0.489051216,2002,0.3,98,13,4350,193,157,501,216,0.9,0.12,1.77,1.44,4.61,1.99,0.459081836,0.851851852,7.546137931,0.218758621,1.175471264,18.84524138,6.256666667,0.549082759,9.094206897
Jason Maxiell cincinnati,79,Forward,91,251,3563,331,87,674,440,355,553,1566,908,189,1101,560,7,2,4,1.02,2.82,3.72,0.98,7.57,4.94,3.99,6.21,17.58,10.19,2.12,12.36,6.29,0.08,0.02,0.653029674,0.285714286,0.508527702,2004,1,80,222,4278,87,180,2,607,0.75,2.08,0.81,1.68,0.02,5.68,0,0.561779242,3.323609163,4.053295933,1.045184666,16.95544647,13.51215521,0.558510519,11.6502805
Jason Richardson michigan-state,78,Guard,58,34,1522,130,96,148,96,61,134,675,348,80,370,204,149,57,2,1.52,0.89,3.42,2.52,3.89,2.52,1.6,3.52,17.74,9.15,2.1,9.72,5.36,3.92,1.5,0.648986486,0.382791946,0.551189189,2000,6.6,387,127,10987,990,704,1223,1167,1.41,0.46,3.6,2.56,4.45,4.25,0.332788226,0.702656384,16.0770729,0.804332393,1.819441158,24.40581596,8.299144443,0.502666515,11.55195231
Jason Smith colorado-state,85,Forward,47,149,2429,283,173,481,361,223,460,1281,683,266,806,448,26,8,3,0.77,2.45,4.66,2.85,7.92,5.94,3.67,7.58,21.1,11.25,4.38,13.27,7.38,0.43,0.13,0.750307692,0.307884615,0.555986352,2006,-0.8,90,151,3814,123,176,54,241,0.94,1.58,1.29,1.85,0.57,2.53,0.277777778,0.726141079,5.326376508,3.218772942,1.286130047,17.34706345,12.55443104,0.502132669,12.56067121
Jason Terry arizona,74,Guard,245,17,3244,187,493,371,291,0,0,1461,295,304,591,297,514,192,4,3.02,0.21,2.31,6.08,4.57,3.59,0,0,18.01,3.64,3.75,7.29,3.66,6.34,2.37,0.784369272,0.373819066,0.502321489,1998,10,464,49,11025,1793,825,1346,1130,1.68,0.18,6.51,2.99,4.88,4.1,0.372956909,0.848672566,28.79022222,0.3,2.220036281,23.09940136,5.047446712,0.535051882,14.81301587
Jason Thompson rider,83,Center,104,235,3922,365,246,738,492,369,802,2040,1171,318,1340,729,103,30,4,1.06,2.4,3.72,2.51,7.53,5.02,3.76,8.18,20.81,11.94,3.24,13.67,7.43,1.05,0.31,0.666632791,0.291466019,0.544048507,2007,-1.1,158,220,8065,384,452,23,944,0.78,1.09,1.9,2.24,0.11,4.68,0.043478261,0.663135593,7.620607564,1.995226286,0.989063856,18.30350899,15.15536268,0.535751519,13.44520769
Jason Williams florida,73,Guard,103,13,1672,49,312,145,115,0,0,716,158,75,304,167,226,89,2,2.46,0.31,1.17,7.46,3.47,2.75,0,0,17.13,3.78,1.79,7.27,4,5.41,2.13,0.793172414,0.393637168,0.548973684,1997,2.5,417,25,9091,1823,813,1569,452,1.83,0.11,8.02,3.58,6.9,1.99,0.299553856,0.767699115,31.60642394,0.185480145,2.291893081,20.4602684,4.512473875,0.480775602,18.98324717
Jaylen Brown california,79,Forward,27,22,939,108,68,217,142,36,146,498,182,105,276,133,102,30,1,1.15,0.94,4.6,2.9,9.24,6.05,1.53,6.22,21.21,7.75,4.47,11.76,5.67,4.35,1.28,0.654,0.294,0.482,2015,1.6,239,96,7340,396,416,1055,802,1.3,0.52,2.16,2.27,5.75,4.37,0.370616114,0.678304239,8.370177112,1.148583106,1.571253406,21.84904632,9.171280654,0.559421798,11.38536785
Jayson Williams st-johns-ny,81,Forward,32,56,2075,236,37,391,255,0,0,1072,490,161,738,407,4,1,3,0.62,1.08,4.55,0.71,7.54,4.92,0,0,20.67,9.45,3.1,14.23,7.85,0.08,0.02,0.652485934,0.25,0.551845528,1989,-2.2,50,66,2170,54,127,2,281,0.92,1.22,1,2.34,0.04,5.18,0.5,0.612099644,3.722718894,1.85516129,1.180829493,18.97013825,14.10677419,0.457453456,13.21304147
Jeff Adrien connecticut,79,Forward,78,152,3930,238,146,655,397,386,740,1603,1126,256,1163,600,6,2,4,0.79,1.55,2.42,1.49,6.67,4.04,3.93,7.53,16.32,11.46,2.61,11.84,6.11,0.06,0.02,0.606161832,0.333333333,0.515948409,2008,-0.2,46,70,1933,85,82,2,250,0.95,1.45,1.76,1.7,0.04,5.17,0,0.631715932,7.224784273,2.902811174,1.240634765,16.50663373,17.18396223,0.519621464,11.88098551
Jeff Foster texas-state,83,Center,99,111,2620,184,131,438,280,0,0,1084,931,135,784,396,4,4,4,1.51,1.69,2.81,2,6.69,4.27,0,0,16.55,14.21,2.06,11.97,6.05,0.06,0.06,0.639013699,1,0.50492602,1998,0.4,143,88,3826,159,167,25,361,1.5,0.92,1.66,1.75,0.26,3.77,0.16,0.578947368,6.498118139,1.628332462,1.967015159,13.52582331,18.52409827,0.475071093,14.89644537
Jeff Green georgetown,81,Forward,92,127,3388,254,318,400,280,217,447,1339,664,257,746,396,248,89,3,1.09,1.5,3,3.75,4.72,3.31,2.56,5.28,15.81,7.84,3.03,8.81,4.68,2.93,1.05,0.7000725,0.358790323,0.530675603,2006,1.6,284,191,10596,516,565,846,1012,1.07,0.72,1.95,2.13,3.19,3.82,0.336634365,0.772774761,7.927793507,1.326000378,1.361107965,19.83634154,9.422296149,0.525166761,11.92465789
Jeff McInnis north-carolina,76,Guard,108,0,2560,177,435,256,184,0,0,1128,277,200,530,265,348,138,3,1.69,0,2.77,6.8,4,2.88,0,0,17.62,4.33,3.12,8.28,4.14,5.44,2.16,0.718824219,0.396617816,0.499841509,1995,0.9,111,11,3972,627,183,226,216,1.12,0.11,6.31,1.84,2.28,2.18,0.353982301,0.791666667,27.31774924,0.211782477,1.477744209,18.2275428,4.540256798,0.506897533,11.43723565
Jeff Teague wake-forest,74,Guard,113,35,1883,138,184,361,293,31,153,1000,184,180,499,238,183,77,2,2.4,0.74,2.93,3.91,7.67,6.22,0.66,3.25,21.24,3.91,3.82,10.6,5.06,3.89,1.64,0.811493075,0.420639344,0.47711022,2008,3.6,302,101,6493,1160,478,477,557,1.86,0.62,7.15,2.94,2.94,3.43,0.34591195,0.820466786,29.01624827,1.190374249,2.452672108,20.85647621,4.571369167,0.533125058,16.36319113
Jeff Withey kansas,85,Center,59,311,2319,208,69,390,283,185,443,938,628,138,575,326,1,1,4,1.02,5.36,3.59,1.19,6.73,4.88,3.19,7.64,16.18,10.83,2.38,9.92,5.62,0.02,0.02,0.725915385,1,0.566866087,2012,1.4,56,153,2033,64,74,4,230,1.1,3.01,1.26,1.46,0.08,4.53,0,0.717391304,4.848991638,6.203393999,1.425971471,14.29478603,14.48322676,0.582819479,11.60895229
Jerami Grant syracuse,80,Forward,43,36,1577,129,62,251,161,124,211,541,335,63,365,181,20,6,2,1.09,0.91,3.27,1.57,6.37,4.08,3.15,5.35,13.72,8.5,1.6,9.26,4.59,0.51,0.15,0.641426295,0.3,0.496219178,2013,0.9,158,351,6621,317,293,528,902,0.95,2.12,1.92,1.77,3.19,5.45,0.30007908,0.641270677,7.433273071,4.293843981,1.188215828,15.84775457,8.964212506,0.536290186,11.91363797
Jeremy Evans western-kentucky,81,Forward,84,224,3150,328,72,291,199,321,467,1065,788,136,635,415,33,12,4,1.07,2.84,4.17,0.91,3.7,2.53,4.08,5.93,13.52,10.01,1.73,8.06,5.27,0.42,0.15,0.683769759,0.363606061,0.653456693,2009,1.4,73,100,2104,92,72,5,161,1.39,1.9,1.75,1.37,0.1,3.06,0,0.658385093,7.131701521,3.782129278,1.811501901,14.6664924,14.25304183,0.595348859,10.64686312
Jeremy Lamb connecticut,77,Guard,77,46,2406,121,124,180,145,82,267,1060,349,120,492,282,336,117,2,1.28,0.76,2.01,2.06,2.99,2.41,1.36,4.44,17.62,5.8,2,8.18,4.69,5.59,1.95,0.805738889,0.347904762,0.573164634,2011,2.2,121,64,3545,241,144,569,221,1.37,0.72,2.72,1.62,6.42,2.49,0.335676626,0.805429864,11.06239774,1.466093089,1.701918195,21.02394922,8.785303244,0.525496756,8.599971791
Jeremy Lin harvard,74,Guard,225,70,3354,333,406,495,363,98,396,1483,494,331,728,398,324,108,4,2.68,0.83,3.97,4.84,5.9,4.33,1.17,4.72,17.69,5.89,3.95,8.68,4.75,3.86,1.29,0.733315152,0.333382716,0.546630495,2009,4.1,290,74,5919,1049,556,566,748,1.96,0.5,7.09,3.76,3.82,5.05,0.342756184,0.800802139,28.3450245,0.946443656,2.465500929,21.57013009,5.509275215,0.548169961,19.02595033
Jerian Grant notre-dame,77,Guard,175,37,4337,219,690,567,448,47,296,1739,343,266,757,377,519,179,4,1.61,0.34,2.02,6.36,5.23,4.13,0.43,2.73,16.04,3.16,2.45,6.98,3.48,4.79,1.65,0.790195767,0.344620424,0.497749009,2014,0.7,204,32,4918,796,271,531,424,1.66,0.26,6.47,2.2,4.32,3.45,0.323917138,0.771226415,23.84026027,0.512342416,2.051423343,16.75518503,5.761854412,0.520658194,14.54302562
Jermaine Jackson detroit-mercy,76,Guard,142,31,3895,157,509,542,385,0,0,1341,553,213,718,328,280,100,4,1.46,0.32,1.61,5.23,5.57,3.95,0,0,13.77,5.68,2.19,7.37,3.37,2.88,1.03,0.710546125,0.357107143,0.456747911,1998,-0.5,38,8,1142,159,65,15,100,1.33,0.28,5.57,2.28,0.53,3.5,0.104444445,0.692569444,21.08293958,0.500605079,1.753399299,12.15917513,5.948114711,0.481920867,21.32897023
Jerome Williams georgetown,81,Forward,108,27,1955,121,96,265,168,0,0,717,634,155,484,270,18,3,2,2.21,0.55,2.48,1.96,5.42,3.44,0,0,14.67,12.97,3.17,9.9,5.52,0.37,0.06,0.634018868,0.166833333,0.558177686,1995,3.7,222,39,4738,146,219,4,626,1.87,0.33,1.23,1.85,0.03,5.28,0,0.637380192,4.973047699,0.616272689,2.486386661,14.82752216,19.55552976,0.571089278,14.18300971
Jerrod Mustaf maryland,82,Forward,37,50,1895,128,88,238,180,0,0,980,456,166,712,379,36,14,2,0.78,1.06,2.7,1.86,5.02,3.8,0,0,20.69,9.63,3.5,15.03,8,0.76,0.3,0.755966387,0.388888889,0.532606742,1989,-0.9,54,46,1902,99,144,2,233,1.14,0.97,2.08,3.03,0.04,4.9,0,0.648068669,7.256519453,1.439064143,1.391167192,19.60709779,13.36782334,0.491986856,16.56629863
Jerry Stackhouse north-carolina,78,Forward,92,76,1904,129,162,465,335,0,0,1080,456,198,602,314,110,39,2,1.93,1.6,2.71,3.4,9.77,7.04,0,0,22.69,9.58,4.16,12.65,6.6,2.31,0.82,0.720817204,0.354454545,0.521700997,1994,2.5,292,220,9600,890,913,955,1882,1.22,0.92,3.71,3.8,3.98,7.84,0.291596439,0.777142659,16.64204635,1.676033854,1.622658333,26.01849115,5.828851563,0.524707651,16.29138177
Jerryd Bayless arizona,75,Guard,29,3,1072,66,121,223,187,13,69,592,82,89,233,114,145,59,1,1.08,0.11,2.46,4.51,8.32,6.98,0.49,2.57,22.09,3.06,3.32,8.69,4.25,5.41,2.2,0.839,0.407,0.489,2007,0.3,104,16,4160,634,330,369,639,1,0.15,6.1,3.17,3.55,6.14,0.349375286,0.821343749,24.93925481,0.296572115,1.348576923,23.23040865,5.924543269,0.531463173,16.00834135
Jim Jackson ohio-state,78,Guard,147,46,3165,219,372,422,331,0,0,1785,552,304,1147,604,218,82,3,1.86,0.58,2.77,4.7,5.33,4.18,0,0,22.56,6.98,3.84,14.5,7.63,2.76,1.04,0.784438389,0.375885321,0.526429817,1991,2.8,202,70,8806,931,800,576,1237,0.92,0.32,4.23,3.63,2.62,5.62,0.336805555,0.811641067,18.35189643,0.544265274,1.124869407,26.4235067,7.249466273,0.516933682,14.30331592
Jim McIlvaine marquette,85,Center,29,399,2714,295,94,501,344,0,0,1278,673,187,846,467,0,0,4,0.43,5.88,4.35,1.39,7.38,5.07,0,0,18.84,9.92,2.76,12.47,6.88,0,0,0.686718563,,0.551846336,1993,0.1,94,527,4417,63,171,10,334,0.85,4.77,0.57,1.55,0.09,3.02,0.1,0.550898204,2.026579126,9.168032601,1.13411818,10.63278243,12.44690967,0.487234548,16.5291827
Jimmer Fredette brigham-young,74,Guard,167,12,4119,172,515,711,627,75,292,2599,367,350,1091,542,752,296,4,1.62,0.12,1.67,5,6.9,6.09,0.73,2.84,25.24,3.56,3.4,10.59,5.26,7.3,2.87,0.881931083,0.393494681,0.496511457,2010,-0.3,90,11,3130,322,216,504,213,1.15,0.14,4.12,2.76,6.44,2.72,0.381404653,0.878087472,16.85533035,0.256886581,1.431011182,21.98976645,4.239694569,0.52201808,13.84804409
Jimmy Butler marquette,79,Guard,115,50,3134,183,180,596,461,247,332,1277,579,110,674,354,94,36,3,1.47,0.64,2.34,2.3,7.61,5.88,3.15,4.24,16.3,7.39,1.4,8.6,4.52,1.2,0.46,0.773221477,0.383085106,0.524866469,2010,8.4,330,108,7597,516,271,549,1090,1.74,0.57,2.72,1.43,2.89,5.74,0.333333333,0.803669725,11.23417138,1.062195604,2.28496775,17.68001843,8.051112281,0.556973937,9.377096222
Jimmy Oliver purdue,77,Guard,47,23,2296,121,221,213,160,0,0,959,283,148,416,212,308,125,3,0.82,0.4,2.11,3.85,3.71,2.79,0,0,16.71,4.93,2.58,7.25,3.69,5.37,2.18,0.751361502,0.405681818,0.509201923,1990,-0.6,27,3,845,55,33,49,57,1.28,0.14,2.6,1.56,2.32,2.7,0.326530612,0.771929825,9.543431953,0.213017751,1.62260355,19.91147929,5.337751479,0.462828402,8.570177515
Joakim Noah florida,83,Center,95,186,2279,220,185,453,310,211,476,1133,687,193,665,410,2,1,3,1.67,3.26,3.86,3.25,7.95,5.44,3.7,8.35,19.89,12.06,3.39,11.67,7.2,0.04,0.02,0.684342163,0.5,0.616560902,2006,5.8,197,346,6973,429,378,3,783,1.13,1.98,2.46,2.17,0.02,4.49,0,0.713920817,9.543008748,3.760791625,1.477369855,15.36814857,18.12618672,0.568295855,15.85343468
Jodie Meeks kentucky,77,Guard,86,8,2243,132,130,336,299,56,191,1246,247,148,424,208,459,177,3,1.53,0.14,2.35,2.32,5.99,5.33,1,3.41,22.22,4.4,2.64,7.56,3.71,8.19,3.16,0.890059524,0.385559913,0.490207547,2008,2,179,17,6088,240,166,1088,390,1.18,0.11,1.58,1.09,7.15,2.56,0.366018185,0.889089133,6.060739816,0.175028909,1.538662286,16.29306636,5.572564389,0.557368423,7.564784494
Joe Courtney southern-mississippi,80,Forward,33,63,1587,186,58,143,98,0,0,524,354,120,460,213,1,0,4,0.83,1.59,4.69,1.46,3.6,2.47,0,0,13.21,8.92,3.02,11.59,5.37,0.03,0,0.685531469,0,0.463252174,1991,-0.7,20,23,749,27,47,3,79,1.07,1.23,1.44,2.51,0.16,4.22,0.34,0.60033307,5.665263017,2.184356475,1.410901202,19.25450601,11.22311883,0.460792296,15.83984513
Joe Johnson arkansas,80,Forward,88,24,1605,90,127,170,128,67,126,795,325,132,493,239,155,63,2,2.19,0.6,2.24,3.17,4.24,3.19,1.67,3.14,19.81,8.1,3.29,12.29,5.96,3.86,1.57,0.752576471,0.406225806,0.485168357,2000,4,293,89,10742,1042,526,977,589,1.09,0.33,3.88,1.96,3.64,2.19,0.383046432,0.757192982,15.59369168,0.604797617,1.376062558,19.28642599,6.873328617,0.504412143,11.25530218
Joe Smith maryland,82,Center,93,190,2098,191,65,511,377,0,0,1290,683,131,793,440,26,11,2,1.77,3.62,3.64,1.24,9.74,7.19,0,0,24.59,13.02,2.5,15.12,8.39,0.5,0.21,0.737863014,0.423423077,0.555016393,1994,1,253,337,9669,366,554,85,1250,1.05,1.39,1.51,2.29,0.35,5.17,0.258823529,0.783244091,6.672574206,2.548842693,1.367928431,22.81671734,13.15326094,0.504293288,10.99795015
Joel Embiid kansas,85,Center,25,72,647,94,38,143,98,65,162,313,227,66,166,106,5,1,1,1.55,4.45,5.81,2.35,8.84,6.06,4.02,10.02,19.35,14.03,4.08,10.26,6.55,0.31,0.06,0.685,0.2,0.639,2013,10.2,158,374,6358,651,736,747,1795,0.99,2.35,4.1,4.63,4.7,11.29,0.318607764,0.79275766,17.62771312,4.762441019,1.181283422,33.56910978,20.32566845,0.585162315,14.64488833
Joel Przybilla minnesota,85,Center,33,165,1351,150,91,163,85,0,0,487,339,141,340,201,0,0,2,0.98,4.89,4.44,2.69,4.83,2.52,0,0,14.42,10.04,4.17,10.07,5.95,0,0,0.521159509,,0.591020588,1999,-1.1,38,210,2291,42,93,1,156,0.66,3.67,0.73,1.62,0.02,2.72,0,0.423684792,2.604469664,6.707376691,0.861213444,8.767708424,15.33072894,0.459182104,22.10356613
Joey Dorsey memphis,80,Forward,160,264,3231,463,81,469,197,503,706,997,1209,196,651,400,0,0,4,1.98,3.27,5.73,1,5.81,2.44,6.23,8.74,12.34,14.97,2.43,8.06,4.95,0,0,0.420162047,,0.614422427,2007,-0.2,67,44,1488,55,86,1,160,1.8,1.18,1.48,2.31,0.03,4.3,0,0.377575,5.433147849,2.293141129,2.265896505,12.49394758,19.60107661,0.511031519,20.13839516
Joey Graham oklahoma-state,79,Forward,100,33,3337,371,210,497,402,211,456,1667,667,279,944,526,188,71,4,1.2,0.4,4.45,2.52,5.96,4.82,2.53,5.47,19.98,8,3.34,11.32,6.31,2.25,0.85,0.808851107,0.378010638,0.55696822,2004,-1.7,105,29,4772,167,238,137,469,0.88,0.24,1.4,1.99,1.15,3.93,0.313868613,0.827292111,5.580595138,0.44782062,1.151445935,17.85456832,10.57156329,0.553843671,13.00609807
John Amaechi penn-state,82,Center,74,202,3153,226,118,712,491,0,0,1376,807,246,772,411,69,21,4,0.94,2.56,2.87,1.5,9.03,6.23,0,0,17.46,10.24,3.12,9.79,5.21,0.88,0.27,0.689575843,0.30473913,0.532433938,1994,-3.4,76,87,4337,207,352,13,708,0.7,0.8,1.91,3.25,0.12,6.53,0.076923077,0.685028249,7.684782107,1.466981785,0.867097072,22.07991699,9.081277381,0.46868665,16.57253862
John Crotty virginia,73,Guard,129,17,4174,287,683,595,413,0,0,1646,327,347,753,348,517,179,4,1.24,0.16,2.75,6.55,5.7,3.96,0,0,15.77,3.13,3.33,7.22,3.33,4.95,1.72,0.694321008,0.346121857,0.46212085,1990,0.9,87,13,2192,439,178,101,267,1.59,0.24,8.01,3.25,1.84,4.87,0.316831683,0.812734082,29.31058394,0.514324818,2.132801095,17.06062956,5.67915146,0.553189325,22.0125
John Henson north-carolina,83,Forward,69,277,2594,159,108,349,169,269,617,1124,886,166,931,470,24,5,3,1.06,4.27,2.45,1.67,5.38,2.61,4.15,9.51,17.33,13.66,2.56,14.36,7.25,0.37,0.08,0.484014327,0.20825,0.504933405,2011,2.1,106,402,4871,257,312,5,536,0.87,3.3,2.11,2.56,0.04,4.4,0,0.548507463,8.963026073,6.827735578,1.160583042,19.89936358,15.36355984,0.551305892,14.61896941
John Jenkins vanderbilt,76,Guard,67,27,2998,122,111,374,320,41,224,1658,265,130,403,210,699,306,3,0.89,0.36,1.63,1.48,4.99,4.27,0.55,2.99,22.12,3.54,1.73,5.38,2.8,9.33,4.08,0.855601604,0.437513591,0.520739454,2011,0.2,31,12,1837,115,86,259,117,0.68,0.26,2.5,1.87,5.64,2.55,0.361591902,0.846609687,9.890146979,0.482852477,0.853402286,18.13783342,6.548557431,0.560955362,11.8200871
John Lucas III oklahoma-state,71,Guard,154,1,4379,178,535,306,266,76,245,1877,321,233,761,384,733,281,4,1.41,0.01,1.63,4.89,2.8,2.43,0.69,2.24,17.15,2.93,2.13,6.95,3.51,6.7,2.57,0.869552288,0.383300136,0.504419185,2004,0.9,41,1,1226,154,64,209,53,1.34,0.03,5.02,2.09,6.82,1.73,0.344497608,0.811320755,21.88923328,0.059216966,1.765742251,24.02756933,5.357177814,0.478416803,10.0276509
John Salmons miami-fl,79,Guard,192,81,3814,316,433,389,313,121,243,1287,687,321,685,358,268,86,4,2.01,0.85,3.31,4.54,4.08,3.28,1.27,2.55,13.5,7.21,3.37,7.18,3.75,2.81,0.9,0.804398458,0.32086194,0.522721168,2001,0.5,192,48,5159,518,282,356,375,1.49,0.37,4.02,2.19,2.76,2.91,0.328651685,0.765333333,15.9359372,0.728532661,1.931711572,15.174937,6.753750727,0.500844737,16.51132002
John Thomas minnesota,81,Forward,75,94,2572,301,91,349,187,0,0,885,636,190,702,349,1,0,4,1.17,1.46,4.68,1.42,5.43,2.91,0,0,13.76,9.89,2.95,10.92,5.43,0.02,0,0.53604298,0,0.497477208,1996,-1.1,66,48,2126,58,99,2,189,1.24,0.9,1.09,1.86,0.04,3.56,0,0.588960352,4.276091251,1.670510348,1.669082785,12.86466369,11.11465898,0.5325373,15.69226717
John Wall kentucky,76,Guard,66,19,1288,72,241,232,175,30,129,616,159,149,324,165,114,37,1,2.05,0.59,2.24,7.48,7.2,5.43,0.93,4.01,19.13,4.94,4.63,10.06,5.12,3.54,1.15,0.754,0.325,0.509,2009,8.4,430,169,9574,2198,968,510,1495,1.8,0.71,9.18,4.04,2.13,6.25,0.307843137,0.789966555,38.94685607,1.364361813,2.33728849,26.11497807,6.808606643,0.509849384,17.48144976
John Wallace syracuse,80,Forward,145,209,4187,339,255,691,510,0,0,2119,1065,398,1366,743,105,41,4,1.39,2,3.24,2.44,6.6,4.87,0,0,20.24,10.17,3.8,13.05,7.1,1,0.39,0.738040521,0.390133333,0.543698389,1995,-0.8,105,183,4758,215,381,9,655,0.88,1.54,1.81,3.2,0.08,5.51,0.333333333,0.726717557,8.375052543,2.7697562,1.180201765,24.3535309,10.12734342,0.522152795,14.97816309
Jon Barry georgia-tech,76,Guard,163,27,3128,192,425,272,195,0,0,1355,336,277,609,283,533,198,3,2.08,0.35,2.46,5.43,3.48,2.49,0,0,17.33,4.3,3.54,7.79,3.62,6.82,2.53,0.716996324,0.371536585,0.464551724,1991,1.6,200,35,3108,406,208,319,288,2.57,0.45,5.23,2.68,4.11,3.71,0.354231975,0.770833333,19.8976834,0.77953668,3.3001287,17.36061776,5.634041184,0.540058559,16.90469755
Jon Leuer wisconsin,82,Forward,51,85,2810,199,135,332,240,156,395,1376,551,142,802,418,272,100,4,0.73,1.21,2.83,1.92,4.73,3.42,2.22,5.62,19.59,7.84,2.02,11.42,5.95,3.87,1.42,0.72261747,0.367654412,0.521137157,2010,0.5,55,39,2208,99,88,90,147,1,0.71,1.79,1.59,1.63,2.66,0.366666666,0.686475543,7.212597826,1.408288043,1.318407609,18.84848415,13.55656929,0.519706309,9.642400362
Jonathon Simmons houston,78,Guard,21,11,902,75,65,141,101,42,107,441,149,100,218,122,83,32,1,0.93,0.49,3.33,2.88,6.25,4.48,1.86,4.75,19.56,6.61,4.43,9.67,5.41,3.68,1.42,0.716,0.386,0.56,2011,-1.5,158,61,5298,483,343,457,562,1.19,0.46,3.65,2.59,3.45,4.24,0.317653634,0.757362831,13.52157418,0.939611174,1.472879577,19.82143375,6.490524726,0.528820785,14.50080634
Jordan Clarkson missouri,77,Guard,87,26,2952,211,249,487,392,74,236,1433,310,254,780,378,295,95,3,1.18,0.35,2.86,3.37,6.6,5.31,1,3.2,19.42,4.2,3.44,10.57,5.12,4,1.29,0.805055441,0.322176271,0.484369231,2013,1.7,285,33,8313,832,522,1115,720,1.37,0.16,4,2.51,5.37,3.46,0.338784027,0.807041645,16.99834765,0.332600505,1.701166847,23.82273018,6.303228197,0.527121174,11.43489811
Jordan Crawford xavier,76,Guard,75,13,1905,106,170,217,166,68,199,1009,267,143,522,258,284,109,2,1.57,0.27,2.23,3.57,4.56,3.49,1.43,4.18,21.19,5.61,3,10.96,5.42,5.96,2.29,0.76516129,0.38378169,0.49390613,2009,0.9,184,20,6348,813,499,932,615,1.16,0.13,5.12,3.14,5.87,3.88,0.305055142,0.823918166,22.1436298,0.253103025,1.481194392,25.8832656,5.931830813,0.497709609,13.71300504
Jordan Farmar ucla,74,Guard,82,12,2122,140,342,263,200,39,157,881,196,248,421,195,291,97,2,1.55,0.23,2.64,6.45,4.96,3.77,0.74,2.96,16.61,3.69,4.67,7.94,3.68,5.49,1.83,0.760437262,0.333,0.463425178,2005,1.9,230,33,5446,644,340,819,278,1.69,0.24,4.73,2.5,6.02,2.04,0.358974359,0.654676259,17.86224752,0.45585751,2.146529563,18.86323907,5.699963276,0.524583548,14.82750643
Jordan Hamilton texas,79,Guard,58,35,1835,107,126,186,132,106,296,1012,402,124,459,218,393,148,2,1.26,0.76,2.33,2.75,4.05,2.88,2.31,6.45,22.06,8.76,2.7,10.01,4.75,8.57,3.23,0.70983871,0.376908397,0.474856209,2010,1.1,65,31,1796,102,85,339,82,1.45,0.69,2.27,1.89,7.55,1.83,0.365714899,0.6672262,8.864750557,1.296573497,1.817046771,20.40325501,11.35380846,0.506137673,10.18853563
