,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,box_plus_minus,minutes_played,value_over_replacement_player,name,year,age,yrs_played,college,lkup,col_lkup
6822,24.3,1,15.2,0.387,2.2,1.8,0.307,9,0.567,14.2,28.1,4.2,2075,3.2,Paul Pierce,2012,34,14,Kansas,Paul Pierce Kansas,Paul Pierce kansas
6823,25.1,0.9,19.7,0.387,2.1,1.7,0.35,11.2,0.559,14.3,27.4,3.6,2575,3.6,Paul Pierce,2013,35,15,Kansas,Paul Pierce Kansas,Paul Pierce kansas
6824,14.5,1.2,18.3,0.435,1.5,2.2,0.421,9.9,0.595,15.3,22.4,1.6,2098,1.9,Paul Pierce,2014,36,16,Kansas,Paul Pierce Kansas,Paul Pierce kansas
6825,11.9,1,14.3,0.32,2.7,1.2,0.462,8.7,0.58,10.9,19.9,1.5,1914,1.7,Paul Pierce,2015,37,17,Kansas,Paul Pierce Kansas,Paul Pierce kansas
6826,8.5,1.1,15.2,0.166,1.1,1.3,0.61,8.2,0.489,12,17.8,-3.3,1231,-0.4,Paul Pierce,2016,38,18,Kansas,Paul Pierce Kansas,Paul Pierce kansas
6827,5,1.5,18.5,0.186,0.4,0.7,0.614,9.7,0.535,17.4,14.8,-4.7,277,-0.2,Paul Pierce,2017,39,19,Kansas,Paul Pierce Kansas,Paul Pierce kansas
6828,0,0,21.9,0,0,0,0,11.4,0,0,36.7,-26,5,0,Paul Shirley,2003,25,1,Iowa State ,Paul Shirley Iowa State ,Paul Shirley iowa-state
6829,7.9,0.9,10.5,0.13,9.9,0.6,0.043,10.2,0.432,27,17.3,-9.2,86,-0.2,Paul Shirley,2004,26,2,Iowa State ,Paul Shirley Iowa State ,Paul Shirley iowa-state
6830,14.7,0,3.4,0.364,3.7,0,0,3.6,0.47,7.3,20,-6.2,30,0,Paul Shirley,2005,27,3,Iowa State ,Paul Shirley Iowa State ,Paul Shirley iowa-state
6831,5.5,1.6,19.1,0.152,5.3,0.9,0.02,12.7,0.417,12.4,19.6,-7.3,280,-0.4,Perry Jones,2013,21,1,Baylor,Perry Jones Baylor,Perry Jones baylor
6832,4.9,2,12.1,0.232,4.3,0.9,0.337,8.4,0.541,9.5,12.8,-1.4,764,0.1,Perry Jones,2014,22,2,Baylor,Perry Jones Baylor,Perry Jones baylor
6833,4.2,1,11.7,0.201,1,1.4,0.326,6.5,0.459,10.7,15.3,-4.4,631,-0.4,Perry Jones,2015,23,3,Baylor,Perry Jones Baylor,Perry Jones baylor
6834,6.6,1.2,14.4,0.112,10.3,1.9,0.008,12.3,0.478,13.5,15.5,-2.8,817,-0.2,Pete Chilcutt,1992,23,1,North Carolina,Pete Chilcutt North Carolina,Pete Chilcutt north-carolina
6835,11.8,1.6,15.8,0.135,10.3,1.3,0,12.9,0.502,13,20.2,-2.4,834,-0.1,Pete Chilcutt,1993,24,2,North Carolina,Pete Chilcutt North Carolina,Pete Chilcutt north-carolina
6836,9.605,1.8,19.832,0.14421,10.159,1.939,0.03606,14.91,0.4712,13.423,17.165,-2.328,1365,-0.2,Pete Chilcutt,1994,25,3,North Carolina,Pete Chilcutt North Carolina,Pete Chilcutt north-carolina
6837,7.1,2.2,17.1,0.128,9.5,0.9,0.262,13.5,0.517,15,13.6,-2.2,1347,-0.1,Pete Chilcutt,1995,26,4,North Carolina,Pete Chilcutt North Carolina,Pete Chilcutt north-carolina
6838,6,1.5,17.8,0.145,9.1,1.5,0.547,13.6,0.525,10.4,14.7,-1.1,651,0.1,Pete Chilcutt,1996,27,5,North Carolina,Pete Chilcutt North Carolina,Pete Chilcutt north-carolina
6839,11.8,2,15.8,0.133,11.6,2.1,0.418,13.7,0.521,13.8,14.2,0.2,662,0.4,Pete Chilcutt,1997,28,6,North Carolina,Pete Chilcutt North Carolina,Pete Chilcutt north-carolina
6840,11.3,1.8,18.5,0.164,6.3,1.9,0.362,12.4,0.526,13.9,14,-0.5,1420,0.5,Pete Chilcutt,1998,29,7,North Carolina,Pete Chilcutt North Carolina,Pete Chilcutt north-carolina
6841,7.4,1.3,15.1,0.099,4.8,1.7,0.395,9.9,0.462,13.5,13.7,-2.4,697,-0.1,Pete Chilcutt,1999,30,8,North Carolina,Pete Chilcutt North Carolina,Pete Chilcutt north-carolina
6842,6.949,1.214,16.487,0.06694,8.678,1.314,0.20689,12.535,0.46086,12.977,11.305,-3.45,601,-0.6,Pete Chilcutt,2000,31,9,North Carolina,Pete Chilcutt North Carolina,Pete Chilcutt north-carolina
6843,0,12.7,21,0,21.2,10,0,21.1,0.5,50,34.1,-19.8,5,0,Peter Aluma,1999,25,1,Liberty ,Peter Aluma Liberty ,Peter Aluma liberty
6844,21,0.4,6.2,0.263,0.9,2,0.439,3.4,0.425,22.1,15.6,-6.4,224,-0.2,Peyton Siva,2014,23,1,Louisville,Peyton Siva Louisville,Peyton Siva louisville
6845,30.8,0.3,8.8,0.178,1.9,3.1,0.419,5.3,0.39,24.2,14.1,-3.3,1132,-0.4,Phil Pressey,2014,22,1,Missouri ,Phil Pressey Missouri ,Phil Pressey missouri
6846,28,0.8,12.4,0.282,2.3,2.5,0.374,7.3,0.453,17.3,17.3,-1.2,600,0.1,Phil Pressey,2015,23,2,Missouri ,Phil Pressey Missouri ,Phil Pressey missouri
6847,40.72,1.12,11.08,0.3178,1.12,3.12,0.2284,5.96,0.431,27.88,18.7,-3.12,283,-0.2,Phil Pressey,2016,24,3,Missouri ,Phil Pressey Missouri ,Phil Pressey missouri
6848,38,0,11.6,0.179,1.3,1.2,0.282,6.2,0.416,6.7,25.3,-4.4,84,-0.1,Pierre Jackson,2017,25,1,Baylor,Pierre Jackson Baylor,Pierre Jackson baylor
6859,8.4,1.2,20.9,0.263,17.6,1.7,0.002,19.2,0.515,17.2,13.1,-2.1,1773,-0.1,Popeye Jones,1994,23,1,Murray State,Popeye Jones Murray State,Popeye Jones murray-state
6860,10.5,0.8,24.7,0.148,14.1,0.7,0.014,19.1,0.462,12.2,17.6,-2.5,2385,-0.3,Popeye Jones,1995,24,2,Murray State,Popeye Jones Murray State,Popeye Jones murray-state
6861,8.8,0.8,23.6,0.181,10.8,1.2,0.053,16.6,0.486,12.1,16.2,-2.7,2322,-0.4,Popeye Jones,1996,25,3,Murray State,Popeye Jones Murray State,Popeye Jones murray-state
6862,5.6,1.3,20.4,0.225,12.7,1.3,0.024,16.4,0.522,16.4,13.1,-3.2,2421,-0.7,Popeye Jones,1997,26,4,Murray State,Popeye Jones Murray State,Popeye Jones murray-state
6863,8.6,0.6,17.2,0.15,15.3,1.5,0.024,16.2,0.443,10.6,18.9,-4.5,352,-0.2,Popeye Jones,1998,27,5,Murray State,Popeye Jones Murray State,Popeye Jones murray-state
6864,11.2,0,13.5,0.333,14.9,1.3,0.02,14.2,0.462,10.7,14.2,-3.2,206,-0.1,Popeye Jones,1999,28,6,Murray State,Popeye Jones Murray State,Popeye Jones murray-state
6865,9,1.2,20.6,0.183,13.4,0.5,0.029,17,0.463,10.4,16.5,-3.4,330,-0.1,Popeye Jones,2000,29,7,Murray State,Popeye Jones Murray State,Popeye Jones murray-state
6866,7.8,0.9,25.6,0.359,14.9,1.5,0.039,20.2,0.457,10.6,13.8,-3,638,-0.2,Popeye Jones,2001,30,8,Murray State,Popeye Jones Murray State,Popeye Jones murray-state
6867,10.5,0.7,21.1,0.256,14,1.4,0.022,17.5,0.49,13.5,15.7,-1.3,1920,0.4,Popeye Jones,2002,31,9,Murray State,Popeye Jones Murray State,Popeye Jones murray-state
6868,5.2,0.3,14.9,0.177,14.4,1.2,0,14.6,0.396,18.3,16.7,-8.1,222,-0.3,Popeye Jones,2003,32,10,Murray State,Popeye Jones Murray State,Popeye Jones murray-state
6869,0,0,0,0,11.2,0,0,5.6,0,0,9.2,-14.5,10,0,Popeye Jones,2004,33,11,Murray State,Popeye Jones Murray State,Popeye Jones murray-state
6870,0,0,19.9,1.059,15.6,0.8,0,17.8,0.582,26.5,22.3,-6.6,71,-0.1,Pops Mensah-Bonsu,2007,23,1,George Washington ,Pops Mensah-Bonsu George Washington ,Pops Mensah-Bonsu george-washington
6871,3.348,1.375,23.82,0.46711,23.039,1.677,0.01953,23.476,0.44361,13.252,23.441,-5.564,283,-0.4,Pops Mensah-Bonsu,2009,25,2,George Washington ,Pops Mensah-Bonsu George Washington ,Pops Mensah-Bonsu george-washington
6872,3.613,5.689,18.333,0.71769,16.065,1.675,0,17.155,0.45087,18.957,20.286,-5.063,120,-0.2,Pops Mensah-Bonsu,2010,26,3,George Washington ,Pops Mensah-Bonsu George Washington ,Pops Mensah-Bonsu george-washington
6873,8,0,28,0,10.4,0,0,19.1,0.333,40,6.8,-8.4,35,-0.1,Pops Mensah-Bonsu,2011,27,4,George Washington ,Pops Mensah-Bonsu George Washington ,Pops Mensah-Bonsu george-washington
6874,8.3,0.4,12.5,0.301,9.1,1.7,0.288,10.8,0.516,9.7,22.4,0.8,1358,0.9,Quentin Richardson,2001,20,1,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6875,10.5,0.7,11.5,0.202,6,1.9,0.377,8.8,0.534,9.2,23.3,2.2,2152,2.3,Quentin Richardson,2002,21,2,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6876,6.7,0.5,15.1,0.227,8.2,1.3,0.363,11.6,0.46,9.6,22,-2.3,1368,-0.1,Quentin Richardson,2003,22,3,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6877,11.2,0.6,13.2,0.191,7.1,1.5,0.319,10.1,0.484,10.9,24.6,-0.8,2338,0.7,Quentin Richardson,2004,23,4,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6878,7.9,0.6,13.9,0.176,3.6,1.7,0.604,9,0.522,8.3,18.9,0.5,2839,1.8,Quentin Richardson,2005,24,5,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6879,10.3,0.3,14.1,0.198,5.4,1.4,0.41,9.7,0.452,10.1,17.4,-1.9,1442,0,Quentin Richardson,2006,25,6,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6880,11.4,0.3,20.8,0.22,4.8,1.2,0.473,12.9,0.532,10.5,18.7,0.7,1621,1.1,Quentin Richardson,2007,26,7,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6881,9.9,0.6,16.5,0.159,3.4,1.3,0.386,9.7,0.444,10.4,16.1,-2.8,1841,-0.4,Quentin Richardson,2008,27,8,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6882,9.4,0.3,14.8,0.175,4,1.2,0.493,9.2,0.51,9.3,18.2,-1.2,1894,0.4,Quentin Richardson,2009,28,9,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6883,7,0.7,17.4,0.127,3.6,1.8,0.638,10.6,0.572,9.5,14.8,1.3,2082,1.7,Quentin Richardson,2010,29,10,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6884,6.1,0.4,16.6,0.173,4.9,1.4,0.573,10.9,0.454,10.7,14.9,-1.5,955,0.1,Quentin Richardson,2011,30,11,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6885,7,0.5,14.6,0.152,2,1.7,0.614,8.2,0.511,12.1,13,-1.6,866,0.1,Quentin Richardson,2012,31,12,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6886,4.8,0,20.9,0.182,19.5,0,0.364,20.2,0.21,14.4,22.4,-14.9,29,-0.1,Quentin Richardson,2013,32,13,DePaul,Quentin Richardson DePaul,Quentin Richardson depaul
6887,5.2,3.5,16.6,0.507,10.3,2,0.027,13.4,0.632,15.6,14.7,0.1,342,0.2,Quincy Acy,2013,22,1,Baylor,Quincy Acy Baylor,Quincy Acy baylor
6888,4.799,2.505,19.479,0.36919,9.5,1.354,0.09846,14.393,0.51968,15.594,10.129,-1.696,847,0.2,Quincy Acy,2014,23,2,Baylor,Quincy Acy Baylor,Quincy Acy baylor
6889,8.7,1.4,20.5,0.293,6.9,1.1,0.181,13.5,0.533,13.8,15.5,-3.1,1287,-0.3,Quincy Acy,2015,24,3,Baylor,Quincy Acy Baylor,Quincy Acy baylor
6890,4.4,2.2,15.1,0.318,8.1,1.6,0.229,11.6,0.629,10,13.1,-0.1,876,0.4,Quincy Acy,2016,25,4,Baylor,Quincy Acy Baylor,Quincy Acy baylor
6891,4.914,2.002,17.93,0.35527,3.872,1.183,0.5303,10.974,0.56612,9.618,16.815,-2.106,558,0,Quincy Acy,2017,26,5,Baylor,Quincy Acy Baylor,Quincy Acy baylor
6892,6,1.6,17.1,0.164,3.1,1.2,0.8,10,0.525,13.3,14.4,-2.5,1359,-0.2,Quincy Acy,2018,27,6,Baylor,Quincy Acy Baylor,Quincy Acy baylor
6893,8.2,2.7,20.1,0.556,2.7,0.4,0.833,11.3,0.379,15.2,9.2,-8.1,123,-0.2,Quincy Acy,2019,28,7,Baylor,Quincy Acy Baylor,Quincy Acy baylor
6894,6.9,0.9,8.7,0.119,3.5,2.1,0.397,6,0.449,10.2,18.5,-3.8,359,-0.2,Quincy Douby,2007,22,1,Rutgers,Quincy Douby Rutgers,Quincy Douby rutgers
6895,9.8,1.1,8.7,0.155,2.3,1.7,0.364,5.6,0.495,14.2,21.3,-3.4,876,-0.3,Quincy Douby,2008,23,2,Rutgers,Quincy Douby Rutgers,Quincy Douby rutgers
6896,13.572,1.216,10.2,0.17288,2.316,0.808,0.41736,6.208,0.49392,10.032,19.78,-3.564,300,-0.2,Quincy Douby,2009,24,3,Rutgers,Quincy Douby Rutgers,Quincy Douby rutgers
6897,7.1,1.3,8.9,0.174,6.4,1.4,0.211,7.7,0.441,12.5,18.9,-5.5,896,-0.8,Quincy Lewis,2000,22,1,Minnesota,Quincy Lewis Minnesota,Quincy Lewis minnesota
6898,7.2,2,10,0.171,4.4,1.3,0.203,7.2,0.469,11.4,17.1,-4.5,402,-0.3,Quincy Lewis,2001,23,2,Minnesota,Quincy Lewis Minnesota,Quincy Lewis minnesota
6899,12.4,1.5,8.2,0.14,2.4,2.5,0.126,5.3,0.474,17.4,16.9,-4.4,490,-0.3,Quincy Lewis,2002,24,3,Minnesota,Quincy Lewis Minnesota,Quincy Lewis minnesota
6900,4.7,2.2,10,0,1.9,1.7,0.25,6.1,0.4,13,16.7,-5.2,65,-0.1,Quincy Lewis,2004,26,4,Minnesota,Quincy Lewis Minnesota,Quincy Lewis minnesota
6901,16.8,0,4.2,0.167,4.4,1.9,0.083,4.3,0.349,7.2,23.1,-9.2,26,0,Quincy Miller,2013,20,1,Baylor,Quincy Miller Baylor,Quincy Miller baylor
6902,4.9,3,15.2,0.215,4.9,1.4,0.367,10.1,0.459,14.6,17.7,-3.7,789,-0.4,Quincy Miller,2014,21,2,Baylor,Quincy Miller Baylor,Quincy Miller baylor
6903,9.844,3.312,14.913,0.31161,3.753,2.991,0.46789,9.387,0.33672,10.375,17.769,-3.824,119,-0.2,Quincy Miller,2015,22,3,Baylor,Quincy Miller Baylor,Quincy Miller baylor
6904,5.9,1.1,10.8,0.189,3.8,1.3,0.278,7.3,0.482,7.6,13.7,-2.3,734,-0.1,Quincy Pondexter,2011,22,1,Washington,Quincy Pondexter Washington,Quincy Pondexter washington
6905,4.1,0.4,8.5,0.222,6.3,1.4,0.305,7.3,0.517,10.3,13.2,-2,1002,0,Quincy Pondexter,2012,23,2,Washington,Quincy Pondexter Washington,Quincy Pondexter washington
6906,7.6,0.4,8.6,0.251,4,1.5,0.508,6.3,0.565,11.2,13.9,-0.1,1243,0.6,Quincy Pondexter,2013,24,3,Washington,Quincy Pondexter Washington,Quincy Pondexter washington
6907,11,0.3,7,0.329,4.4,1,0.43,5.7,0.52,14.2,18,-2,270,0,Quincy Pondexter,2014,25,4,Washington,Quincy Pondexter Washington,Quincy Pondexter washington
6908,7.71,1.08,8.99,0.215,3.36,0.57,0.5459,6.21,0.55,9.38,13.75,-2.08,1793,-0.2,Quincy Pondexter,2015,26,5,Washington,Quincy Pondexter Washington,Quincy Pondexter washington
6909,6.3,0.9,10.8,0.347,4.2,2,0.449,7.4,0.398,16.3,15,-7.4,196,-0.3,Quincy Pondexter,2018,29,6,Washington,Quincy Pondexter Washington,Quincy Pondexter washington
6910,10.6,0.3,14.1,0.724,3,1.8,0.31,8.6,0.641,14.5,13.5,-0.9,292,0.1,Quincy Pondexter,2019,30,7,Washington,Quincy Pondexter Washington,Quincy Pondexter washington
6911,22.75,0,3.679,0.07587,0.531,1.054,0.40247,2.064,0.57628,15.93,19.638,-3.132,188,-0.2,Quinn Cook,2017,23,1,Duke ,Quinn Cook Duke ,Quinn Cook duke
6912,16.6,0.1,10.2,0.099,1.6,0.8,0.413,6.2,0.593,10.8,17.5,-1.6,740,0.1,Quinn Cook,2018,24,2,Duke ,Quinn Cook Duke ,Quinn Cook duke
6913,15.2,0.2,13,0.059,2.3,0.9,0.456,7.9,0.565,10,20.2,-2.1,1059,0,Quinn Cook,2019,25,3,Duke ,Quinn Cook Duke ,Quinn Cook duke
6914,10.4,1,10.6,0.295,4.4,1.7,0.011,7.6,0.471,11.4,13.3,-2.6,1659,-0.3,Quinton Ross,2005,23,1,SMU ,Quinton Ross SMU ,Quinton Ross southern-methodist
6915,7.8,0.8,9.7,0.244,3,1.8,0.023,6.5,0.465,12.1,11.8,-2.5,1515,-0.2,Quinton Ross,2006,24,2,SMU ,Quinton Ross SMU ,Quinton Ross southern-methodist
6916,8.1,1.5,9.1,0.23,4.3,2.2,0.026,6.7,0.508,7.3,12.2,-1,1700,0.4,Quinton Ross,2007,25,3,SMU ,Quinton Ross SMU ,Quinton Ross southern-methodist
6917,9.4,1.6,9.1,0.179,4.1,1.5,0.063,6.6,0.43,7.4,12,-3.2,1505,-0.4,Quinton Ross,2008,26,4,SMU ,Quinton Ross SMU ,Quinton Ross southern-methodist
6918,6.3,1,10.4,0.162,3,1.5,0.34,6.6,0.478,11.5,12.6,-3.6,1164,-0.5,Quinton Ross,2009,27,5,SMU ,Quinton Ross SMU ,Quinton Ross southern-methodist
6919,3.07,0.816,6.552,0.12736,3.464,1.2,0.19198,5.008,0.39696,8.204,10.428,-6.416,562,-1.4,Quinton Ross,2010,28,6,SMU ,Quinton Ross SMU ,Quinton Ross southern-methodist
6920,4.3,1.3,6.9,0.237,3.3,0.5,0.051,5,0.437,9.7,9.5,-6.2,353,-0.4,Quinton Ross,2011,29,7,SMU ,Quinton Ross SMU ,Quinton Ross southern-methodist
6921,3.8,3.1,17.9,0.372,9.5,1.2,0.24,13.6,0.553,5.7,18.6,1.4,387,0.3,Raef LaFrentz,1999,22,1,Kansas,Raef LaFrentz Kansas,Raef LaFrentz kansas
6922,6.5,5,21.2,0.268,7.5,0.9,0.208,14.3,0.512,8.9,19.3,0.2,2435,1.4,Raef LaFrentz,2000,23,2,Kansas,Raef LaFrentz Kansas,Raef LaFrentz kansas
6923,7.3,5.8,19.4,0.323,7.6,0.8,0.171,13.4,0.544,9.5,18.6,0.8,2457,1.8,Raef LaFrentz,2001,24,3,Kansas,Raef LaFrentz Kansas,Raef LaFrentz kansas
6924,6.212,6.384,19.056,0.16444,7.888,1.192,0.29532,13.284,0.53192,8.76,19.732,1.824,2455,4.6,Raef LaFrentz,2002,25,4,Kansas,Raef LaFrentz Kansas,Raef LaFrentz kansas
6925,5.3,4.2,14,0.171,8.5,1.1,0.226,11.3,0.578,7.7,16.9,0.6,1611,1.1,Raef LaFrentz,2003,26,5,Kansas,Raef LaFrentz Kansas,Raef LaFrentz kansas
6926,13.4,3.1,16.8,0.105,10.7,1.3,0.323,13.8,0.509,7.8,19.5,0.5,328,0.2,Raef LaFrentz,2004,27,6,Kansas,Raef LaFrentz Kansas,Raef LaFrentz kansas
6927,7.3,3.4,20.8,0.215,8.4,1,0.327,14.7,0.587,8.5,16.9,1.8,2196,2.1,Raef LaFrentz,2005,28,7,Kansas,Raef LaFrentz Kansas,Raef LaFrentz kansas
6928,9,2.7,19.1,0.136,4.9,0.7,0.518,12.2,0.546,10,14.7,-0.1,2033,1,Raef LaFrentz,2006,29,8,Kansas,Raef LaFrentz Kansas,Raef LaFrentz kansas
6929,3.7,2.5,16.2,0.255,8.7,1.1,0.225,12.4,0.441,10.3,16.8,-5.6,352,-0.3,Raef LaFrentz,2007,30,9,Kansas,Raef LaFrentz Kansas,Raef LaFrentz kansas
6930,3.2,4.5,15.7,0.311,11.4,2.3,0.066,13.6,0.469,12.6,12.9,-2.7,291,-0.1,Raef LaFrentz,2008,31,10,Kansas,Raef LaFrentz Kansas,Raef LaFrentz kansas
6931,26.8,0,5.8,0.042,1.6,1.7,0.147,3.7,0.31,23.1,15.5,-7.3,361,-0.5,Rafer Alston,2000,23,1,Fresno State,Rafer Alston Fresno State,Rafer Alston fresno-state
6932,34.6,0,10.6,0.155,1.6,2.4,0.357,6.1,0.429,18.2,17.2,-2.1,288,0,Rafer Alston,2001,24,2,Fresno State,Rafer Alston Fresno State,Rafer Alston fresno-state
6933,36.4,0.2,11.4,0.152,2,2.8,0.372,6.9,0.434,16.4,19,-0.7,600,0.2,Rafer Alston,2002,25,3,Fresno State,Rafer Alston Fresno State,Rafer Alston fresno-state
6934,34,1.1,10.4,0.161,2.3,2.1,0.388,6.2,0.51,19.3,20.7,-0.8,980,0.3,Rafer Alston,2003,26,4,Fresno State,Rafer Alston Fresno State,Rafer Alston fresno-state
6935,24.9,0.6,9.1,0.175,1.2,2.4,0.568,5.1,0.509,13.5,17.3,0.9,2581,1.9,Rafer Alston,2004,27,5,Fresno State,Rafer Alston Fresno State,Rafer Alston fresno-state
6936,31.7,0.2,10.1,0.265,1.7,2.2,0.399,5.8,0.522,13.5,21.2,0.9,2717,2,Rafer Alston,2005,28,6,Fresno State,Rafer Alston Fresno State,Rafer Alston fresno-state
6937,30.8,0.5,10.4,0.194,1.8,2.3,0.423,6.1,0.475,16.4,18.8,-0.4,2431,1,Rafer Alston,2006,29,7,Fresno State,Rafer Alston Fresno State,Rafer Alston fresno-state
6938,24.1,0.3,9.5,0.174,1.1,2.2,0.519,5.3,0.496,13.4,19.4,0.6,3040,2,Rafer Alston,2007,30,8,Fresno State,Rafer Alston Fresno State,Rafer Alston fresno-state
6939,25.2,0.5,10.2,0.148,1.3,2.1,0.44,5.8,0.492,14,20.7,0.5,2526,1.6,Rafer Alston,2008,31,9,Fresno State,Rafer Alston Fresno State,Rafer Alston fresno-state
6940,26.95,0.3,8.82,0.25205,1.62,2.32,0.4053,5.37,0.49275,13.33,19.9,0.83,2447,3.6,Rafer Alston,2009,32,10,Fresno State,Rafer Alston Fresno State,Rafer Alston fresno-state
6941,20.156,0.546,9.71,0.1789,1.024,1.9,0.3899,5.232,0.4452,16.394,18.802,-3.724,1421,-1.2,Rafer Alston,2010,33,11,Fresno State,Rafer Alston Fresno State,Rafer Alston fresno-state
6942,0,0,3.7,0,0,1.8,0.429,1.9,0.357,22.2,13.6,-9.4,30,-0.1,Raja Bell,2001,24,1,FIU ,Raja Bell FIU ,Raja Bell florida-international
6943,13.4,0.3,10.1,0.2,4,1.3,0.183,7.1,0.486,15.5,15.9,-3.3,890,-0.3,Raja Bell,2002,25,2,FIU ,Raja Bell FIU ,Raja Bell florida-international
6944,6.8,0.5,9.2,0.161,4.4,2.3,0.242,6.8,0.509,16,10.4,-1.8,1173,0.1,Raja Bell,2003,26,3,FIU ,Raja Bell FIU ,Raja Bell florida-international
6945,10.2,0.5,11.3,0.308,3.6,1.7,0.206,7.4,0.5,10.8,23.6,-2,2020,0,Raja Bell,2004,27,4,FIU ,Raja Bell FIU ,Raja Bell florida-international
6946,9.3,0.4,10.9,0.225,3.2,1.3,0.201,7,0.527,9.7,20.9,-2.2,1790,-0.1,Raja Bell,2005,28,5,FIU ,Raja Bell FIU ,Raja Bell florida-international
6947,9.8,0.5,7.7,0.157,1.7,1.3,0.48,4.7,0.584,8.2,16.4,0.2,2959,1.6,Raja Bell,2006,29,6,FIU ,Raja Bell FIU ,Raja Bell florida-international
6948,9.5,0.5,7.7,0.16,2,0.9,0.522,5,0.562,7.5,17,-0.1,2917,1.4,Raja Bell,2007,30,7,FIU ,Raja Bell FIU ,Raja Bell florida-international
6949,8.6,0.7,9,0.121,2.2,1,0.583,5.9,0.561,7.6,14.5,-0.8,2646,0.8,Raja Bell,2008,31,8,FIU ,Raja Bell FIU ,Raja Bell florida-international
6950,10.123,0.269,10.456,0.14729,2.228,1.176,0.40542,6.373,0.54968,10.387,16.326,-1.279,2315,0.8,Raja Bell,2009,32,9,FIU ,Raja Bell FIU ,Raja Bell florida-international
6951,12.366,0.87,11.801,0.04785,3.393,1.218,0.44432,7.671,0.58292,7.134,17.29,3.306,180,0.6,Raja Bell,2010,33,10,FIU ,Raja Bell FIU ,Raja Bell florida-international
6952,8.3,0.5,8.4,0.218,1.8,1.4,0.413,5.1,0.528,11,12.6,-3.1,2097,-0.6,Raja Bell,2011,34,11,FIU ,Raja Bell FIU ,Raja Bell florida-international
6953,7,0.2,6.3,0.144,0.9,0.9,0.5,3.5,0.586,10.2,11.6,-2.5,796,-0.1,Raja Bell,2012,35,12,FIU ,Raja Bell FIU ,Raja Bell florida-international
6954,26.3,0.3,14.6,0.409,4.7,3.6,0.064,9.5,0.472,20.5,16.5,-0.2,1831,0.8,Rajon Rondo,2007,20,1,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6955,28.2,0.5,11.9,0.245,4.3,3,0.027,8.3,0.515,15.7,18.9,2.1,2306,2.4,Rajon Rondo,2008,21,2,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6956,39.7,0.3,13.9,0.353,4.8,3,0.063,9.6,0.543,19.2,19.2,4,2642,4,Rajon Rondo,2009,22,3,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6957,43.7,0.3,10.5,0.312,4.3,3.3,0.088,7.5,0.54,19.3,20.2,3.6,2963,4.2,Rajon Rondo,2010,23,4,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6958,47.1,0.3,9.7,0.197,4.5,3.2,0.064,7.2,0.495,24.3,18.3,3.1,2527,3.2,Rajon Rondo,2011,24,5,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6959,52.5,0.1,11.2,0.316,3.9,2.6,0.073,7.7,0.483,22.8,20.7,2.2,1957,2.1,Rajon Rondo,2012,25,6,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6960,49.3,0.5,13.6,0.2,3.7,2.6,0.108,8.8,0.516,22.6,21.7,2.2,1423,1.5,Rajon Rondo,2013,26,7,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6961,47.7,0.2,16.6,0.191,2.4,2.1,0.257,9.3,0.461,20.7,21.3,-0.3,998,0.5,Rajon Rondo,2014,27,8,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6962,39.355,0.235,16.45,0.1241,3.965,2.31,0.13465,10.105,0.4467,23.72,19.565,-0.835,2018,1.2,Rajon Rondo,2015,28,9,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6963,48,0.3,15.2,0.192,3.3,2.7,0.217,9.3,0.506,24.7,18.8,1,2537,1.9,Rajon Rondo,2016,29,10,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6964,37,0.5,16.6,0.089,4.2,2.7,0.237,10.4,0.461,22.5,17.8,-0.5,1843,0.7,Rajon Rondo,2017,30,11,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6965,42.2,0.5,14.2,0.093,2,2,0.304,8.4,0.522,22.7,16.9,-0.3,1705,0.7,Rajon Rondo,2018,31,12,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
