,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,box_plus_minus,minutes_played,value_over_replacement_player,name,year,age,yrs_played,college,lkup,col_lkup
6966,35.5,0.4,15.5,0.083,2.6,1.9,0.329,9.2,0.473,22.1,17.4,-1.5,1369,0.2,Rajon Rondo,2019,32,13,Kentucky,Rajon Rondo Kentucky,Rajon Rondo kentucky
6967,0,0,0,0,18.3,0,0,9.1,1,0,14.7,6.5,6,0,Rakeem Christmas,2016,24,1,Syracuse,Rakeem Christmas Syracuse,Rakeem Christmas syracuse
6968,2.5,2.4,15.2,0.674,13.5,0.7,0,14.4,0.529,12.5,13.1,-5,219,-0.2,Rakeem Christmas,2017,25,2,Syracuse,Rakeem Christmas Syracuse,Rakeem Christmas syracuse
6969,43.5,0.5,13.6,0.35,2,2,0.06,7.6,0.507,21,17.1,-1,450,0.1,Ramon Sessions,2008,21,1,Nevada-Reno,Ramon Sessions Nevada-Reno,Ramon Sessions nevada
6970,34.6,0.3,11.7,0.457,3.3,2,0.044,7.3,0.525,14,22.4,1.6,2173,1.9,Ramon Sessions,2009,22,2,Nevada-Reno,Ramon Sessions Nevada-Reno,Ramon Sessions nevada
6971,23.3,0.2,10.3,0.42,3.7,1.6,0.027,6.9,0.513,17.2,19.9,-3,1732,-0.4,Ramon Sessions,2010,23,3,Nevada-Reno,Ramon Sessions Nevada-Reno,Ramon Sessions nevada
6972,35,0.3,11.6,0.545,2.4,1.5,0.019,6.9,0.559,15.6,24.2,0.3,2133,1.3,Ramon Sessions,2011,24,4,Nevada-Reno,Ramon Sessions Nevada-Reno,Ramon Sessions nevada
6973,35.46,0.141,12.044,0.44124,2.182,1.359,0.17131,7.077,0.53696,17.384,21.621,-0.395,1707,1.4,Ramon Sessions,2012,25,5,Nevada-Reno,Ramon Sessions Nevada-Reno,Ramon Sessions nevada
6974,25.5,0.3,10.1,0.513,1.8,1.5,0.158,5.9,0.529,11.2,25.7,-0.4,1652,0.7,Ramon Sessions,2013,26,6,Nevada-Reno,Ramon Sessions Nevada-Reno,Ramon Sessions nevada
6975,25.749,0.359,8.628,0.52596,1.941,1.136,0.16158,5.223,0.54016,13.526,22.662,-0.808,2214,1.2,Ramon Sessions,2014,27,7,Nevada-Reno,Ramon Sessions Nevada-Reno,Ramon Sessions nevada
6976,23.022,0,11.21,0.51872,2.262,1.23,0.18014,6.836,0.4903,17.32,18.654,-2.708,1188,-0.4,Ramon Sessions,2015,28,8,Nevada-Reno,Ramon Sessions Nevada-Reno,Ramon Sessions nevada
6977,22,0.2,12.2,0.478,1.6,1.3,0.188,6.8,0.565,13.8,21.8,-0.3,1667,0.7,Ramon Sessions,2016,29,9,Nevada-Reno,Ramon Sessions Nevada-Reno,Ramon Sessions nevada
6978,24.2,0.3,8.5,0.449,1.5,1.7,0.236,4.9,0.495,12.7,20.1,-2.4,811,-0.1,Ramon Sessions,2017,30,10,Nevada-Reno,Ramon Sessions Nevada-Reno,Ramon Sessions nevada
6979,27.144,0.443,9.091,0.49561,1.726,1.758,0.22282,5.43,0.4771,17.421,19.272,-3.234,392,-0.2,Ramon Sessions,2018,31,11,Nevada-Reno,Ramon Sessions Nevada-Reno,Ramon Sessions nevada
6980,5.2,3.1,10.6,0.296,12.6,0.6,0.065,11.6,0.467,17.6,25.2,-5.6,271,-0.2,Randell Jackson,1999,23,1,Florida State ,Randell Jackson Florida State ,Randell Jackson florida-state
6981,0,0,0,0,0,0,0,0,0,0,0,-6.3,1,0,Randell Jackson,2000,24,2,Florida State ,Randell Jackson Florida State ,Randell Jackson florida-state
6982,19.1,0.3,8.2,0.342,0.5,1.7,0.595,4.3,0.468,23.6,20.8,-5.4,250,-0.2,Randolph Childress,1996,23,1,Wake Forest,Randolph Childress Wake Forest,Randolph Childress wake-forest
6983,16.603,0,3.776,0.21627,0.81,3.152,0.48873,2.343,0.44573,28.926,18.301,-6.155,155,-0.4,Randolph Childress,1997,24,2,Wake Forest,Randolph Childress Wake Forest,Randolph Childress wake-forest
6984,3.2,1.8,21.4,1,2.7,2.4,0,12.2,0.231,18.8,11,-6.6,44,0,Randolph Morris,2007,21,1,Kentucky ,Randolph Morris Kentucky ,Randolph Morris kentucky
6985,1.8,0.9,16.2,0.5,7.3,1.2,0,11.6,0.396,11.3,19.8,-11.6,181,-0.4,Randolph Morris,2008,22,2,Kentucky ,Randolph Morris Kentucky ,Randolph Morris kentucky
6986,3.3,0.9,21,0.235,5.3,1.2,0,13.2,0.48,27.2,13.6,-10.5,89,-0.2,Randolph Morris,2009,23,3,Kentucky ,Randolph Morris Kentucky ,Randolph Morris kentucky
6987,2.6,1.8,26.6,0.659,9.3,2.1,0,17.9,0.586,18.5,24.1,-6,124,-0.1,Randolph Morris,2010,24,4,Kentucky ,Randolph Morris Kentucky ,Randolph Morris kentucky
6988,15.7,1.3,8.7,0.343,5.2,3.2,0.036,7,0.494,17.8,18.5,-2.2,535,0,Randy Brown,1992,23,1,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
6989,15.8,1.2,9.2,0.323,4.6,3,0.012,6.8,0.511,17.8,15.9,-1.3,1726,0.3,Randy Brown,1993,24,2,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
6990,18.3,0.9,7.7,0.347,4.1,3,0.016,5.9,0.472,20.6,14.8,-3,1041,-0.3,Randy Brown,1994,25,3,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
6991,18.9,1.3,8.9,0.286,2.6,4.7,0.164,5.8,0.491,19.4,16.4,0.4,1086,0.6,Randy Brown,1995,26,4,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
6992,15.1,1.4,8.5,0.24,3,4.5,0.057,5.7,0.436,12.7,16,-0.2,671,0.3,Randy Brown,1996,27,5,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
6993,18,1.2,8.1,0.252,3.7,4.1,0.066,5.9,0.461,13.6,18.1,0,1057,0.5,Randy Brown,1997,28,6,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
6994,19.6,0.8,6,0.258,3.4,3.3,0.017,4.7,0.428,15.8,15.6,-1.6,1147,0.1,Randy Brown,1998,29,7,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
6995,25.1,0.5,11.4,0.323,2.7,3.3,0.031,6.8,0.469,18,18.4,-1.4,1139,0.2,Randy Brown,1999,30,8,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
6996,22.6,0.7,8.9,0.193,1.6,2,0.014,5.2,0.402,18.2,16.2,-4.8,1625,-1.2,Randy Brown,2000,31,9,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
6997,20.1,0.6,7.5,0.169,2.1,2.6,0.013,4.7,0.438,18,11.4,-3.1,1238,-0.3,Randy Brown,2001,32,10,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
6998,46.4,13,0,0,0,0,0,0,0,0,7.6,4.2,6,0,Randy Brown,2002,33,11,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
6999,19.2,0.6,10,0.279,1.3,3.4,0,5.6,0.425,26,11.2,-3.2,262,-0.1,Randy Brown,2003,34,12,New Mexico State,Randy Brown New Mexico State,Randy Brown new-mexico-state
7000,20.9,0.9,10.5,0.278,3.2,1.5,0.268,6.9,0.536,16.4,22.9,-1,1879,0.5,Randy Foye,2007,23,1,Villanova,Randy Foye Villanova,Randy Foye villanova
7001,20.9,0.2,10.9,0.141,1.2,1.5,0.32,5.9,0.52,13.9,20.4,-2.2,1259,-0.1,Randy Foye,2008,24,2,Villanova,Randy Foye Villanova,Randy Foye villanova
7002,20.5,0.8,8.8,0.277,1.5,1.5,0.314,5,0.517,12,22.6,-0.8,2494,0.8,Randy Foye,2009,25,3,Villanova,Randy Foye Villanova,Randy Foye villanova
7003,22.6,0.5,8,0.234,1.1,1,0.294,4.5,0.516,12.1,21.1,-1.2,1667,0.3,Randy Foye,2010,26,4,Villanova,Randy Foye Villanova,Randy Foye villanova
7004,17.5,1.1,6.7,0.281,1,1.6,0.409,3.9,0.516,13.7,19.9,-1.8,1551,0.1,Randy Foye,2011,27,5,Villanova,Randy Foye Villanova,Randy Foye villanova
7005,14.2,1.2,8.1,0.132,1.7,1.5,0.511,4.9,0.522,9.7,20.7,0.2,1682,0.9,Randy Foye,2012,28,6,Villanova,Randy Foye Villanova,Randy Foye villanova
7006,11.7,0.9,5.8,0.195,0.9,1.5,0.588,3.3,0.55,10.3,18.1,-0.6,2249,0.8,Randy Foye,2013,29,7,Villanova,Randy Foye Villanova,Randy Foye villanova
7007,17.7,1.2,8.5,0.211,1.6,1.3,0.569,5,0.558,13.2,18.8,0.5,2485,1.6,Randy Foye,2014,30,8,Villanova,Randy Foye Villanova,Randy Foye villanova
7008,17,0.8,7.8,0.137,0.9,1.6,0.654,4.2,0.51,12.3,19.3,-1.2,1087,0.2,Randy Foye,2015,31,9,Villanova,Randy Foye Villanova,Randy Foye villanova
7009,14.095,1.375,8.84,0.155,1.6,1.165,0.5206,5.225,0.4612,14.345,15.855,-3.21,1642,-1,Randy Foye,2016,32,10,Villanova,Randy Foye Villanova,Randy Foye villanova
7010,15.2,0.5,11.9,0.194,0.8,1.3,0.625,6.4,0.506,18.5,14.4,-4.4,1284,-0.8,Randy Foye,2017,33,11,Villanova,Randy Foye Villanova,Randy Foye villanova
7011,0,0,0,0,10.5,0,0,5.2,1,0,4.1,-1.7,11,0,Randy Holcomb,2006,26,1,San Diego State,Randy Holcomb San Diego State,Randy Holcomb san-diego-state
7012,23.8,0.9,7,0.284,4,2.1,0.096,5.6,0.487,28.4,16.7,-3.7,981,-0.4,Randy Livingston,1997,21,1,Louisiana State,Randy Livingston Louisiana State,Randy Livingston louisiana-state
7013,8.8,1.7,6.9,0.417,1.5,4.7,0,4.3,0.352,29.7,11.4,-1.3,82,0,Randy Livingston,1998,22,2,Louisiana State,Randy Livingston Louisiana State,Randy Livingston louisiana-state
7014,26.3,0,10.8,0.25,0,4.8,0,5.3,0.676,10.1,20.7,7.1,22,0.1,Randy Livingston,1999,23,3,Louisiana State,Randy Livingston Louisiana State,Randy Livingston louisiana-state
7015,24.7,0.9,10.6,0.166,2.6,2.3,0.147,6.7,0.476,18.7,20.1,-1.8,1081,0.1,Randy Livingston,2000,24,4,Louisiana State,Randy Livingston Louisiana State,Randy Livingston louisiana-state
7016,19.2,0,16.5,0,0,0,0.5,7.6,0,0,12.1,-15.6,7,0,Randy Livingston,2001,25,5,Louisiana State,Randy Livingston Louisiana State,Randy Livingston louisiana-state
7017,21,0.9,10.5,0.204,6.2,2.8,0.148,8.4,0.348,3.3,16.1,-0.8,176,0.1,Randy Livingston,2002,26,6,Louisiana State,Randy Livingston Louisiana State,Randy Livingston louisiana-state
7018,14.7,0,0,0.5,0,0,0,0,0.615,0,18.5,0,12,0,Randy Livingston,2003,27,7,Louisiana State,Randy Livingston Louisiana State,Randy Livingston louisiana-state
7019,12.4,0,12,0.6,4.7,2.2,0.3,8.3,0.316,24,15.4,-9.5,48,-0.1,Randy Livingston,2004,28,8,Louisiana State,Randy Livingston Louisiana State,Randy Livingston louisiana-state
7020,32.1,0.7,5.1,0.327,1.6,2.9,0.154,3.3,0.538,19.1,14.9,-0.3,227,0.1,Randy Livingston,2005,29,9,Louisiana State,Randy Livingston Louisiana State,Randy Livingston louisiana-state
7021,6,0,15.6,0,5.2,2.3,0,10.4,0,33.3,6.2,-8.6,22,0,Randy Livingston,2006,30,10,Louisiana State,Randy Livingston Louisiana State,Randy Livingston louisiana-state
7022,20,0,0,0,4.6,0,0,2.3,0,25,7,-10.2,26,-0.1,Randy Livingston,2007,31,11,Louisiana State,Randy Livingston Louisiana State,Randy Livingston louisiana-state
7023,4.3,0.5,15,0.353,12.7,1.7,0.056,13.9,0.407,13.9,21,-7.5,707,-1,Randy White,1990,22,1,Indiana,Randy White Indiana,Randy White louisiana-tech
7024,4.9,1.4,19.8,0.338,10.4,2.2,0.056,15.1,0.455,14.6,20.8,-5.2,1901,-1.5,Randy White,1991,23,2,Indiana,Randy White Indiana,Randy White louisiana-tech
7025,4.7,1.3,15.1,0.424,9.7,1.5,0.071,12.3,0.461,13,22,-4.9,1021,-0.8,Randy White,1992,24,3,Indiana,Randy White Indiana,Randy White louisiana-tech
7026,5.4,2,17.9,0.341,10.7,2.1,0.078,14,0.498,14.8,20.7,-3.6,1433,-0.6,Randy White,1993,25,4,Indiana,Randy White Indiana,Randy White louisiana-tech
7027,5.4,2.1,20.1,0.295,9.8,1.6,0.179,14.6,0.454,12.5,19.1,-3.8,320,-0.1,Randy White,1994,26,5,Indiana,Randy White Indiana,Randy White louisiana-tech
7028,30.1,0.4,5.1,0.394,3.8,3.9,0.212,4.5,0.439,17.1,22.1,-2.4,174,0,Randy Woods,1993,22,1,La Salle,Randy Woods La Salle,Randy Woods la-salle
7029,28.6,0.3,4.8,0.263,4,3.3,0.586,4.4,0.489,18.6,21.4,-0.4,352,0.1,Randy Woods,1994,23,2,La Salle,Randy Woods La Salle,Randy Woods la-salle
7030,39,0,8.6,0.325,2.2,4.2,0.632,5.2,0.464,29.1,16.6,-2.3,495,0,Randy Woods,1995,24,3,La Salle,Randy Woods La Salle,Randy Woods la-salle
7031,24.8,1,4.8,0.091,4.8,4.3,0.955,4.8,0.415,17.9,17.3,1.5,72,0.1,Randy Woods,1996,25,4,La Salle,Randy Woods La Salle,Randy Woods la-salle
7032,8.4,1.2,9.8,0.198,2.6,1.7,0.336,6.3,0.539,12.9,23.3,-1.7,1362,0.1,Rashad McCants,2006,21,1,North Carolina,Rashad McCants North Carolina,Rashad McCants north-carolina
7033,10.8,1,6.9,0.328,3.1,2.5,0.424,5.1,0.454,16.5,20.3,-5,554,-0.4,Rashad McCants,2007,22,2,North Carolina,Rashad McCants North Carolina,Rashad McCants north-carolina
7034,14.1,0.7,9.2,0.164,2.8,1.7,0.37,5.9,0.55,14.5,26.4,-0.8,2020,0.6,Rashad McCants,2008,23,3,North Carolina,Rashad McCants North Carolina,Rashad McCants north-carolina
7035,10.684,0.952,9.69,0.28918,2.152,2.2,0.38658,5.842,0.50486,10.336,25.098,-1.894,1101,0,Rashad McCants,2009,24,4,North Carolina,Rashad McCants North Carolina,Rashad McCants north-carolina
7036,5.5,1.4,8.7,0.056,1.3,1.5,0.553,5,0.398,9.3,13.5,-5.7,1001,-0.9,Rashad Vaughn,2016,19,1,Nevada-Las Vegas,Rashad Vaughn Nevada-Las Vegas,Rashad Vaughn nevada-las-vegas
7037,7.4,1.9,11.3,0.032,1,2.1,0.519,6.2,0.449,8.1,17.2,-3.6,458,-0.2,Rashad Vaughn,2017,20,2,Nevada-Las Vegas,Rashad Vaughn Nevada-Las Vegas,Rashad Vaughn nevada-las-vegas
7038,8.752,1.23,9.897,0.0984,1.675,1.222,0.63061,5.827,0.53009,10.072,13.853,-2.702,212,-0.3,Rashad Vaughn,2018,21,3,Nevada-Las Vegas,Rashad Vaughn Nevada-Las Vegas,Rashad Vaughn nevada-las-vegas
7039,7.3,2.2,13.6,0.212,6.2,1.2,0.145,10,0.53,14.3,18,-1.4,1788,0.3,Rasheed Wallace,1996,21,1,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7040,7.1,2.4,18.1,0.389,7.9,1.3,0.048,13.1,0.588,12.5,21.7,1.3,1892,1.6,Rasheed Wallace,1997,22,2,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7041,11.9,2.2,13.4,0.318,5.5,1.4,0.045,9.6,0.564,14.3,18.2,1.2,2896,2.4,Rasheed Wallace,1998,23,3,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7042,7.8,2.9,14.5,0.376,4.8,1.8,0.065,9.8,0.566,12.6,20.5,2,1414,1.4,Rasheed Wallace,1999,24,4,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7043,8.7,2.8,17.2,0.317,5.6,1.6,0.048,11.7,0.556,11.6,21.9,2.2,2845,3,Rasheed Wallace,2000,25,5,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7044,12.9,3.4,17.9,0.272,6.2,1.6,0.138,12.2,0.56,10.7,23.4,4.4,2940,4.8,Rasheed Wallace,2001,26,6,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7045,9.3,2.6,20.4,0.213,5.3,1.8,0.246,12.8,0.54,8.5,23.7,3,2963,3.7,Rasheed Wallace,2002,27,7,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7046,10.2,2.2,19.6,0.249,5.1,1.4,0.281,12.3,0.552,10.3,23.3,2.5,2684,3.1,Rasheed Wallace,2003,28,8,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7047,12.084,3.844,17.36,0.21866,5.052,1.398,0.25518,11.306,0.5105,10.068,23.42,2.272,2390,7.8,Rasheed Wallace,2004,29,9,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7048,9.8,3.2,20.3,0.184,7.7,1.3,0.222,14,0.499,10,22.3,1.5,2687,2.4,Rasheed Wallace,2005,30,10,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7049,11.2,3.4,19.8,0.172,3.8,1.6,0.407,11.7,0.527,6.9,21.1,3.7,2780,4,Rasheed Wallace,2006,31,11,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7050,8.9,3.8,22.2,0.163,4.4,1.7,0.351,13.3,0.513,9.4,19.6,2,2419,2.5,Rasheed Wallace,2007,32,12,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7051,9.7,4.3,21.8,0.172,4.3,2.1,0.362,13,0.523,8.4,20.5,4.1,2346,3.6,Rasheed Wallace,2008,33,13,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7052,7.1,3.1,24.6,0.14,3.1,1.6,0.443,13.7,0.52,7.2,18.5,2,2123,2.1,Rasheed Wallace,2009,34,14,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7053,7.3,3.1,19,0.192,3,2.4,0.446,11.2,0.504,8.2,20.2,0,1780,0.9,Rasheed Wallace,2010,35,15,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7054,3.5,4.4,29.4,0.141,4.2,2.3,0.486,16.4,0.484,6.2,25.4,-1,296,0.1,Rasheed Wallace,2013,38,16,North Carolina,Rasheed Wallace North Carolina,Rasheed Wallace north-carolina
7055,11.4,2.2,12.3,0.182,2.1,0.8,0.299,7.1,0.437,11.1,21.6,-2.5,1514,-0.2,Rasual Butler,2003,23,1,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7056,6.6,1.5,10,0.084,0.7,0.8,0.432,5.3,0.586,9.7,20,0.1,675,0.4,Rasual Butler,2004,24,2,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7057,8.1,1.8,12.7,0.117,1.5,0.8,0.374,7.3,0.488,7.9,18.1,-1.5,1203,0.1,Rasual Butler,2005,25,3,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7058,3.7,2,11.8,0.18,3.2,0.9,0.382,7.4,0.501,8.7,18.6,-2,1875,0,Rasual Butler,2006,26,4,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7059,4.7,1.9,11.4,0.11,2.1,1,0.461,6.7,0.495,7.5,18.3,-0.9,2223,0.6,Rasual Butler,2007,27,5,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7060,5.9,1.9,11.5,0.119,2.1,0.9,0.512,6.7,0.46,3.5,15.1,-1.9,875,0,Rasual Butler,2008,28,6,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7061,4.8,2,10.2,0.137,2.3,1.1,0.447,6.3,0.541,6.5,16.8,-0.5,2614,1,Rasual Butler,2009,29,7,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7062,6.8,1.9,8.7,0.167,1.7,0.7,0.497,5.1,0.524,7.8,17,-1.9,2702,0.1,Rasual Butler,2010,30,8,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7063,5.335,1.552,10.123,0.11543,1.552,0.582,0.57295,5.889,0.44182,8.707,15.822,-3.877,770,-0.8,Rasual Butler,2011,31,9,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7064,6.8,0.9,15.4,0.09,1.6,0.8,0.579,8.5,0.398,9.8,15.9,-4.7,453,-0.3,Rasual Butler,2012,32,10,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7065,7.4,1.8,9.9,0.127,1.9,1,0.564,6.1,0.585,8.7,15.4,0.3,378,0.2,Rasual Butler,2014,34,11,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7066,6.5,1.2,12.4,0.13,2.1,1,0.455,7.4,0.531,8.1,17.9,-0.8,1505,0.4,Rasual Butler,2015,35,12,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7067,7.7,4.1,13.5,0.154,0.8,1.5,0.471,7.4,0.558,6.7,12.6,2.9,432,0.5,Rasual Butler,2016,36,13,La Salle,Rasual Butler La Salle,Rasual Butler la-salle
7068,15.2,0,13.7,0.308,9.9,0.4,0.308,11.8,0.418,15.3,19,-7.3,120,-0.2,Rawle Alkins,2019,21,1,Arizona ,Rawle Alkins Arizona ,Rawle Alkins arizona
7069,6.5,2.2,11.3,0.483,4.1,1.8,0.05,7.7,0.488,17.1,17,-1.8,241,0,Rawle Marshall,2006,23,1,Oakland ,Rawle Marshall Oakland ,Rawle Marshall oakland
7070,5.7,1,6.9,0.506,2.5,1.7,0.202,4.6,0.455,14.9,15.9,-3.8,361,-0.2,Rawle Marshall,2007,24,2,Oakland ,Rawle Marshall Oakland ,Rawle Marshall oakland
7071,21,0.8,7.8,0.143,2.2,1.2,0.197,5,0.439,10.9,17.6,-3.1,897,-0.3,Ray McCallum,2014,22,1,Detroit Mercy,Ray McCallum Detroit Mercy,Ray McCallum detroit-mercy
7072,21.3,0.6,9.8,0.179,4.3,1.6,0.236,7.1,0.496,14.4,18.2,-2,1436,0,Ray McCallum,2015,23,2,Detroit Mercy,Ray McCallum Detroit Mercy,Ray McCallum detroit-mercy
7073,18.528,1.246,9.328,0.10944,1.972,1.276,0.2804,5.658,0.45254,13.53,16.816,-3.08,475,-0.2,Ray McCallum,2016,24,3,Detroit Mercy,Ray McCallum Detroit Mercy,Ray McCallum detroit-mercy
7074,4,2.6,19.9,0.256,12.8,1.3,0.028,16.3,0.442,10.3,16.8,-4.8,592,-0.4,Ray Owes,1997,24,1,Arizona ,Ray Owes Arizona ,Ray Owes arizona
7075,10.3,0,9.8,0.071,22.4,0,0,15.7,0.277,17.2,27.2,-17,56,-0.2,Raymond Brown,1990,24,1,Jacksonville,Raymond Brown Jacksonville,Raymond Brown idaho
7076,10.3,0,9.8,0.071,22.4,0,0,15.7,0.277,17.2,27.2,-17,56,-0.2,Raymond Brown,1990,24,1,Illinois,Raymond Brown Illinois,Raymond Brown idaho
7077,30.9,0.3,9.7,0.251,3.5,2.2,0.307,6.4,0.483,15.7,21.4,-0.6,2406,0.8,Raymond Felton,2006,21,1,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7078,32,0.3,9.3,0.25,2.1,2.2,0.305,5.6,0.481,16.8,21.9,-0.8,2832,0.9,Raymond Felton,2007,22,2,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7079,32.4,0.3,7.7,0.326,1.4,1.7,0.201,4.6,0.5,15.7,20.8,-2.1,2972,-0.1,Raymond Felton,2008,23,3,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7080,31.1,0.8,10.2,0.251,2.2,2.2,0.191,6.2,0.483,15.9,21.9,-0.1,3086,1.4,Raymond Felton,2009,24,4,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7081,29.5,0.7,10.5,0.204,2.5,2.5,0.184,6.6,0.525,15.4,19.2,1.6,2643,2.3,Raymond Felton,2010,25,5,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7082,35.812,0.304,9.248,0.24232,2.008,2.252,0.32636,5.588,0.52376,16.604,21.616,0.544,2737,3.6,Raymond Felton,2011,26,6,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7083,33.3,0.4,7.6,0.193,1.6,2.2,0.316,4.6,0.491,19.6,20.8,-1.5,1906,0.2,Raymond Felton,2012,27,7,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7084,27,0.5,7.5,0.145,2.5,2.2,0.293,4.9,0.505,14.2,22.1,0.1,2313,1.2,Raymond Felton,2013,28,8,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7085,28.1,1.2,8.6,0.201,3.1,2.1,0.321,5.7,0.476,16.3,18.2,-1.2,2017,0.4,Raymond Felton,2014,29,9,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7086,21.9,1.2,9.4,0.142,0.8,2,0.321,5.1,0.48,13.8,20.7,-1.4,281,0,Raymond Felton,2015,30,10,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7087,20.3,0.6,11.1,0.258,1.8,1.6,0.312,6.5,0.502,13.7,18.4,-1.6,2192,0.2,Raymond Felton,2016,31,11,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7088,16.3,1.1,11.9,0.125,2.2,1.9,0.28,7.2,0.496,13.3,16.5,-1.3,1700,0.3,Raymond Felton,2017,32,12,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7089,22.5,1.1,11,0.08,2,1.8,0.417,6.3,0.494,11.7,20.4,-0.6,1365,0.5,Raymond Felton,2018,33,13,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7090,18.7,1.3,8.4,0.096,1.1,1.2,0.452,4.6,0.505,9,16.6,-1.3,379,0.1,Raymond Felton,2019,34,14,North Carolina,Raymond Felton North Carolina,Raymond Felton north-carolina
7091,16.6,0.4,9.9,0.291,2.4,1.6,0.116,6.1,0.356,15.7,14.3,-6.1,364,-0.4,Reece Gaines,2004,23,1,Louisville,Reece Gaines Louisville,Reece Gaines louisville
7092,5.844,0.378,7.988,0.08584,0.63,1.416,0.29406,4.346,0.39908,11.906,14.594,-6.47,187,-0.4,Reece Gaines,2005,24,2,Louisville,Reece Gaines Louisville,Reece Gaines louisville
7093,8.7,0,0,0.333,0,1,0.167,0,0.472,6.8,12.5,-5.1,54,0,Reece Gaines,2006,25,3,Louisville,Reece Gaines Louisville,Reece Gaines louisville
7094,4.3,0.2,11.7,0.074,3.2,1.1,0.603,7.6,0.46,9.4,15.4,-3.3,395,-0.1,Reggie Bullock,2014,22,1,North Carolina,Reggie Bullock North Carolina,Reggie Bullock north-carolina
7095,3.166,0.908,16.03,0.12754,0.308,1.48,0.65952,8.314,0.4757,9.71,10.898,-3.18,338,-0.2,Reggie Bullock,2015,23,2,North Carolina,Reggie Bullock North Carolina,Reggie Bullock north-carolina
7096,9.2,0.4,14.3,0.153,3.4,1.2,0.541,8.6,0.583,7.1,11.4,0.8,429,0.3,Reggie Bullock,2016,24,3,North Carolina,Reggie Bullock North Carolina,Reggie Bullock north-carolina
7097,8.8,0.5,12.4,0.055,2.9,1.9,0.57,7.5,0.538,7.1,13.4,0.3,467,0.3,Reggie Bullock,2017,25,4,North Carolina,Reggie Bullock North Carolina,Reggie Bullock north-carolina
7098,8.4,0.7,8.3,0.09,1.7,1.4,0.515,4.9,0.615,7.6,15.7,0.7,1732,1.2,Reggie Bullock,2018,26,5,North Carolina,Reggie Bullock North Carolina,Reggie Bullock north-carolina
